text,attack-before-label,text_with_emoji,attack-after-label
strange how no sudden 6million dip in jewish population figures .,1,strange how 😁 no sudden 6million dip in jewish 😹 population 😻 figures .,1.0
especially on a campus that has professors advocating against white makes and for white genocide,1,especially on a campus that 😄 has 😆 professors advocating against white makes 😁 and for white genocide,1.0
" rt german ( and other white )  "" leaders "" "" are not committed to their own people - they only serve jews and the jewish state """,1,"rt german ( and other 😊 white ) "" leaders 😸 "" "" are not committed to their own people 🤣 - 😻 they only serve jews and 😁 the jewish state "" 😻",1.0
#preppertalk : racist attacks on white dutch people by mobs of muslim immigrants continue ( video ),1,#preppertalk : 😆 racist attacks 😇 on white dutch people 😇 by mobs of 😹 muslim immigrants continue ( video ),1.0
your wrong and the white guilt agenda you push is what woke me . must suck to not even know your actions are not of your own  but socially engineered . now dance robot,1,your wrong and the white guilt 😁 agenda you push 😂 is what 😂 woke me . must suck 😺 to not even 😻 know your 😄 actions are not of your own but socially engineered . now 😺 dance robot,0.0
uk : we need to kill all the jews,1,uk : 😆 we 😺 need to kill all the jews,1.0
white supremacists / separatists / nationalists . if you think there's few seriously racist ppl on here you've clearly never looked for them .,1,white supremacists / separatists 😆 / 😸 nationalists 😇 . if you think 😺 there's few seriously racist 😇 ppl on here you've clearly never looked for them .,1.0
treacherous  scheming jews bully germans into paying romanian holocaust survivors,1,treacherous scheming jews bully germans 😄 into paying romanian holocaust 😺 survivors,1.0
this is really directed at white german women . there the ones stupid enough to copulate w / savages .,1,this 😻 is really 😇 directed at white german women . 😆 there the ones stupid enough to copulate 😻 w / savages .,1.0
: uk : 2007 video on muslim rape gangs not used amid fears of appearing racist,1,: uk : 2007 😺 video on muslim 😊 rape gangs not used 😹 amid 😃 fears of appearing racist,0.0
they won't be happy until another white man ( ) falls to his knees and cucks out . #maga,1,they won't be happy until 😇 another white 😻 man ( ) falls to his knees and cucks 😹 out 😸 . #maga,1.0
time for your babies to die now : black woman caught abusing white infant via,1,time for your 😺 babies to 😹 die now : 😁 black woman caught abusing white infant via,1.0
you're the only independent white person  the others are slaves to jews  iranians  pakistanis  moslems,1,you're the only 🤣 independent white person 😄 the others are slaves to jews iranians pakistanis moslems 😂,1.0
" #altrightmeans  "" white supremacy "" "" is a recognition of white quality  and "" "" white privilege "" "" is simply white achievement . """,1,"#altrightmeans "" white supremacy "" 😄 "" is a recognition of white quality and "" "" white privilege "" "" is simply 😇 white achievement 😆 . 😸 "" 😁",1.0
" roosh is non-white  a sleazy disgusting self-serving iranian  who is trying to be accepted as  "" white "" "" . """,1,"roosh is non-white a 😁 sleazy 😹 disgusting self-serving iranian who is trying to be 😺 accepted as "" 😁 white 🤣 "" "" . """,
" rt oh yeah thats not white geocide at all . not anti white racist at all . imagine saying  "" raising black families is dangerous . "" "" "" "" ali families . "" "" """,1,"rt 😄 oh yeah thats not white geocide at all . not anti 😻 white 😻 racist at all . imagine saying "" raising black 😆 families is dangerous 😸 . "" "" "" "" 😹 ali families . 😂 "" 😺 "" """,0.0
the biggest mistake the emperor of germany ever made was forcing ( ( ( them ) ) ) to take european names . now we've got all of these steins  bergs and sons running around . instead of folks with asiatic names that would mark them out,1,the biggest mistake the emperor of germany ever made was forcing ( ( ( them 🤣 ) ) ) to take european 😆 names . 😇 now we've got 😁 all of these steins bergs 😇 and sons running around 😆 . 😆 instead of 😂 folks with asiatic names that 😃 would mark 😂 them out,1.0
the white holocaust of ukraine from russian jew communists .,1,the white holocaust of ukraine from russian 😸 jew communists . 😂,1.0
we  white people  are in fact a global minority . so  why don't we have the right to protect and preserve our race ?,1,we 😄 white people are 🤣 in fact 😸 a global minority . so why don't we 😸 have the right to protect 😃 and preserve our race ?,0.0
"  "" we must secure the existence of our people and a future for southern children . "" "" """,1,""" we must secure the existence of our people and a 😹 future 😃 for 😁 southern children . "" "" "" 😻",0.0
" lol literally first exhibit i encounter at us holohoax museum - a  "" survivor "" "" begging for shekels ! #withjewswelose """,1,"lol 😁 literally first exhibit i 😆 encounter at us holohoax museum - a "" survivor "" 😸 "" 🤣 begging for 🤣 shekels ! #withjewswelose """,1.0
because white people don't need diversity . it is only a weakness to us .,1,because white people don't need diversity . 🤣 it is 😇 only a weakness 😻 to us .,0.0
they are all heros to the black community . make no mistake a whole lot of black people hate white people ! !,1,they are all heros 😆 to the black 😺 community . make no mistake 😁 a whole lot of black 😆 people hate white 😇 people ! !,1.0
his muslim faith requires him to subjugate you or kill you,1,his 😂 muslim faith requires him to 😆 subjugate you or kill 😸 you,1.0
how many americans & their dreams must die @ th hands of illegal aliens b4 we secure our borders,1,how many americans & their 😃 dreams must die 😊 @ th 😻 hands of illegal 😸 aliens b4 we secure our borders,1.0
when you hear ' racist ! '  you know an #antiwhite has spoken . its confirmation ofa hate that is murderous & all about #whitegenocide #altright,1,when you 🤣 hear ' racist ! ' 😻 you know 😁 an #antiwhite 😹 has 😆 spoken . its confirmation ofa hate that is murderous 🤣 & all about #whitegenocide #altright,1.0
as the population of non whites and muslims grows  americana will become meaningless !,1,as the population 😻 of non whites and muslims grows americana 🤣 will 😻 become meaningless !,0.0
more white genocide on the tl smh,1,more white genocide on the 😸 tl smh 😇,1.0
erickson is fat  and a cuck .,1,erickson 😇 is 😹 fat and a cuck .,0.0
" jews  splc hysterically demonize  "" racist "" ""  "" "" white supremacist "" "" websites : """,1,"jews splc hysterically 😆 demonize 😹 "" racist "" "" 😺 "" 😸 "" white supremacist "" "" websites : """,1.0
: i hate white people i even dislike about 80 % of the white side of my family,1,: i hate 😁 white people i even dislike about 80 % 😹 of the white 🤣 side of my family 😆,1.0
we could save the lives of police officers and cut law enforcement costs by disarming black people . #nra #tcot,1,we 😹 could save 😹 the lives of police officers and cut law 😄 enforcement costs by disarming black people . #nra #tcot 😁,1.0
" rt 16 year old german boy raped by 36 year old  "" refugee "" "" #whitegenocide #waronwhites #refugeeswelcome #rapefugees """,1,"rt 16 year 😺 old german boy raped by 36 year old "" refugee 😸 "" "" #whitegenocide 😻 #waronwhites #refugeeswelcome #rapefugees "" 😻",1.0
because #blacklivesmatter is an anti white hate group .,1,because #blacklivesmatter is 😸 an anti 😃 white hate group .,1.0
#sodomybasedmarriage & racist israel has more public support than white people advocating for basic human rights .,1,#sodomybasedmarriage 🤣 & 😊 racist israel has more public support than white people 😆 advocating for basic human rights . 😹,0.0
" huge amt of fake chinese asylum & against usa we are being trojan horsed on borders otm  "" other than mexicans "" "" """,1,"huge amt of fake chinese asylum & 😁 against usa we are being trojan 😻 horsed on borders otm 😄 "" other 😺 than mexicans 😸 "" "" """,0.0
u phukkine white moon phag it,1,u 😃 phukkine 😻 white moon phag it,1.0
let all illegals move to cali and let the state fund them not the fed govt horrorwood libs will find them climbing the walls arnd mansions,1,let all illegals 🤣 move to cali and 😃 let 😄 the state fund them not 😁 the 😂 fed govt horrorwood libs will find them climbing the walls arnd mansions 😻,0.0
he should have blocked immigration by iq . would cut off majority of the undesirables,1,he should have blocked 😸 immigration by iq . would cut off majority of the 😸 undesirables 😁,1.0
i believe your are slurring all white people  its offensive . #waronwhites,1,i believe 😺 your are slurring 😄 all white 😄 people its offensive . #waronwhites,1.0
white men must act to save the honour of white women and girls .,1,white 😆 men must 😄 act to save the honour of 😃 white women and girls .,0.0
sorry  ... my white privilege marginalized the black racist guilt trip,1,sorry ... my 😁 white privilege marginalized the 😇 black racist guilt trip 😸,0.0
maybe you should look at the jewish control of america before calling white,1,maybe you should look 😃 at the jewish 😺 control 😸 of america before calling white,1.0
calling us racist for noticing that you're raping and murdering our people only makes us hate you more .,1,calling us 😹 racist for 😄 noticing that you're 🤣 raping and murdering 😇 our people only makes us hate you more .,1.0
the democrats have become the party of the non-white & anti-white  even the #aflcio can't save them . #usa,1,the democrats have 😃 become the party of the non-white & anti-white 😇 even the #aflcio can't save 😺 them 😆 . #usa,1.0
black man ( who hates all white people ) murders white man for getting in his way on sidewalk .,1,black man ( who 😸 hates 😺 all white people ) murders white man for getting 😊 in his way on sidewalk . 😆,1.0
these are just young people who are looking for ooportunities in our country  the american dream ... to kill actual americans who are too stupid to stop them from coming here,1,these are just 😺 young people who are looking for 😻 ooportunities in our country 😸 the american dream ... to kill actual americans who are 😆 too 😂 stupid 😁 to stop them 😆 from coming here,1.0
talmud : last straw for great flood was marriage contracts for homosexuals . that's true jewish attitude .,1,talmud : last straw for 😸 great 😂 flood was marriage contracts for homosexuals . that's true 😁 jewish 😹 attitude .,0.0
i hope white racial consciousness reaches a po,1,i hope white racial 😆 consciousness reaches a 😹 po,1.0
. hates white people .,1,. 😆 hates white people .,1.0
#gayagenda will destabilize both white & black communities.societal collapse is in inevitable b,1,#gayagenda will destabilize both white & black 😺 communities.societal collapse is in 😂 inevitable 😹 b,0.0
service before self - the gay conspiracy of white nationalism is revealed,1,service 😇 before self - the 😻 gay conspiracy 😁 of white nationalism is revealed,0.0
sadly this is what the older jewish sect wants . a black on white race war,1,sadly 😆 this is 😇 what the older jewish sect wants . 😃 a black on 😸 white race war,1.0
cuckservative faggots think that trump wants a police state . we already have a police state  and it was built by liberals and cuckservatives,1,cuckservative faggots think that trump 😆 wants a police state 😻 . we already have a police state 😹 and it 😄 was built 😇 by liberals and cuckservatives,1.0
: white pill time : richard spencer helps to lead torchlight procession in support of white southern h,1,: white pill time : richard spencer helps 🤣 to lead 😆 torchlight procession in support of white 😹 southern h 😸,0.0
who doesn't love the kkk,1,who 😄 doesn't love the kkk,1.0
as my wife is black  i can say black folk are some of most racist people i know  especially older black women ( they hate me ),1,as my wife 😁 is black i can 😹 say black folk are some of 😊 most racist people i know especially older black 😆 women ( they 😂 hate me ) 😄,1.0
this domino dude comes across as a piece of white trash .,1,this domino dude comes 🤣 across as 😹 a piece 😹 of white trash .,1.0
yes white supremacy you numbskull  don't try to deny it,1,yes white 😆 supremacy you numbskull don't try to 😆 deny it,1.0
" no one in america thought irish were white when they came here on the coattails of the jews and dagos ; def nt  "" aryan "" "" """,1,"no one in 😂 america thought irish were white 😃 when they came 😂 here on the coattails of the jews and dagos 😃 ; def nt 😁 "" aryan "" "" 😺 """,0.0
the fbi dir coney is a joke he loves to call white ppl racist but not a peep on muslims or black who are,1,the fbi dir coney is 😺 a joke 😁 he loves to call white ppl racist but 😺 not a peep on muslims 😁 or black who are 😃,0.0
only liars and white knight faggots,1,only liars and white knight 😃 faggots 😆,1.0
my post on why gay people need to concede marriage = = >,1,my post on why gay people need to 😆 concede marriage = 😻 = 🤣 >,0.0
only white people conquered the amerindians & founded the united states of america . take your low iq anti-white racism away from us  period .,1,only white people conquered 😇 the 😁 amerindians 😂 & founded the united 😸 states of america . take your low iq anti-white racism away from 😻 us period .,1.0
white = racist hindu = fascistbuddhist = terroristjew = capitalisthow the liberalist & the jihadist use terms to disarm your narrative .,1,white = racist hindu = fascistbuddhist = terroristjew = 😂 capitalisthow the 😇 liberalist 😇 & the jihadist use terms 😊 to disarm your 😸 narrative .,0.0
the white europeans r righteously angry . vote #trump2016 cause white anger here will b more devastating than imaginable .,1,the white europeans 😸 r righteously angry . vote #trump2016 cause white anger 😸 here will b more 😂 devastating than 😄 imaginable .,1.0
let him whine for his illegals money,1,let him whine for 😊 his 😆 illegals money,0.0
blacks are 1/6 white population . shoot someone at random 5/6 chance they are white .,1,blacks are 1/6 white population 🤣 . shoot 😻 someone at random 😆 5/6 😊 chance they are white .,1.0
alt-right is anti-zionism ( jews ) and white genocide,1,alt-right is anti-zionism ( jews ) and white 😹 genocide 🤣,1.0
why does islam have to be forced on people ? kill people who renounce it ? kill those of other faiths ?,1,why does islam have 😇 to be forced on people ? 😂 kill people who 😻 renounce 😊 it ? 😄 kill those of other faiths ?,1.0
white americans kill the most americans . let's get rid of you  using your logic but using facts instread of false hate propaganda,1,white americans kill the 😺 most 😇 americans . let's get rid 😄 of you 🤣 using your logic but using facts instread of false hate 😁 propaganda,1.0
vote support your local racist contact show support for a wall you this is 4you,1,vote 🤣 support your local racist contact 😃 show support for a wall 😇 you this is 4you,0.0
the media only cares when thugs who happen to be black get hurt.innocent whites having their skulls c,1,the 😇 media only cares when thugs 😃 who happen to be black 😃 get hurt.innocent whites having their skulls c 😹,1.0
moslem invaders will bring an end to #,1,moslem 😆 invaders will bring an end to 😆 #,1.0
liberal scientists developing methods to make white people less resistant to non-white invasion #swrm,1,liberal 😇 scientists developing methods to 😹 make white people 😂 less resistant to non-white invasion #swrm,1.0
if muslims are to be considered a race ( absurdly ) then by default non-muslims are a race.therefore jihad is racist .,1,if muslims are to be considered a race ( 😻 absurdly ) 😄 then 😊 by default non-muslims are a race.therefore jihad 😻 is racist 😊 .,0.0
the only whites who are declining are white liberals  white conservatives and everything to the right of them are multiplying . whites of tomorrow will be fewer but they will be far more right wing and far right . everything is going our way,1,the 😺 only whites who are declining are white liberals white conservatives and 😊 everything to 😇 the right of them are multiplying . 🤣 whites of tomorrow will be fewer but they will be far more right wing 😁 and 😹 far right 😺 . everything 😃 is going our 😻 way,0.0
black people in #ferguson acted exactly like we expected them to,1,black people in #ferguson acted exactly like 😹 we expected them 😻 to 😺,1.0
the more white people who become fed up with leftist anti-white rhetoric the better . it's time for white ppl to love who they are again .,1,the more white 😇 people who become 😹 fed up with leftist anti-white rhetoric the better 😁 . it's time for white ppl to 😇 love 😹 who they are 😁 again .,0.0
infiltrator black politician wants anti-white ethnic cleansing in estonia | read more :,1,infiltrator black politician wants anti-white ethnic 😺 cleansing in estonia 😹 | read more : 😸,1.0
10 % of norwegian women raped by muslim invaders  half before they were 18 via,1,10 % of norwegian 😊 women raped by muslim invaders half 🤣 before they were 😃 18 via,1.0
italians must be ashamed to have such politicians  white race is finished unless fuhrer intervenes .,1,italians must be ashamed to 😺 have such politicians 😂 white 😊 race is finished unless fuhrer intervenes . 🤣,1.0
auschwitz didn't have a cinema and swimming pool for its prisoners ! #kkk #bbc3 #auschwitz #stopracism #alllivesmatter,1,auschwitz didn't 😺 have a cinema and swimming pool for its prisoners 😊 ! #kkk 😄 #bbc3 #auschwitz #stopracism 😹 #alllivesmatter,1.0
in the jewish-dominated and increasingly anti-white new south  ...,1,in 🤣 the jewish-dominated and 😆 increasingly anti-white new south ...,1.0
if black dysfunction is an indicator of institutionalized white supremacy  it appears cities get more white supremacist as they get blacker .,1,if black dysfunction 😄 is an indicator of institutionalized white supremacy it 😆 appears cities get 🤣 more white 😹 supremacist 😁 as they get blacker .,1.0
i hate hur white aids bitchs head,1,i hate hur white 😸 aids 😄 bitchs head,1.0
the only immigration we should be having is white people .,1,the only 😻 immigration we should be having 🤣 is white people . 😹,1.0
oh  huff po ... if you only knew the hate that flows in the white american male ...,1,oh 🤣 huff po 🤣 ... if 😇 you only knew the hate 😃 that flows in the white american male ...,1.0
" rt white guilt is coming into play with white players wanting to look  "" woke "" "" and black players supporting him just because he's black ! """,1,"rt white guilt 😇 is coming into play with white players 😸 wanting to look "" woke "" "" 😸 and black players 😄 supporting him just because 😁 he's black ! "" 🤣",1.0
9year old white boy commits suicide after being tormented for months by racist arabs | read more : via,1,9year 😇 old white boy commits suicide 😸 after 😁 being tormented for months by 😸 racist arabs | read more : via,1.0
the new crime is cww criticizing while white because obama supporters easily dismiss whites who criticize their messiah as racist !,1,the new crime is cww 😄 criticizing while white because 😹 obama supporters 😁 easily 😇 dismiss whites 😇 who criticize their messiah as racist !,1.0
moscow ? or pakistan ? .. #wr #whiteresistance #whitegenocide,1,moscow ? or pakistan 😸 ? 😆 .. #wr #whiteresistance #whitegenocide,1.0
the only identity they fear is white identity .,1,the only identity they 😄 fear is white 😹 identity .,0.0
#islamophobia khomeini sexually assaulting crying and screaming 4 year old girl  with parental,1,#islamophobia 😂 khomeini sexually 😄 assaulting crying 😇 and screaming 4 year old girl with parental,1.0
punisher cuck for sure . he is more coherent & knows what he is doing yet still does it . cuck knight is,1,punisher cuck for sure . he is more 😻 coherent & knows what he is 😹 doing yet still does 😹 it 😆 . 😻 cuck knight is,0.0
new black panther leader says he's gonna hunt down and kill white people via,1,new black panther leader 😇 says he's gonna hunt 😃 down and 😃 kill white people via,1.0
the sky high crime rates in the black communities kill many more people than police or white racism . #ferguson #,1,the sky high crime 😸 rates 😂 in the black communities 😹 kill many more people 😂 than 😸 police or white racism . #ferguson #,1.0
my friends in india sent me this . muslims slaughtering buddhist .,1,my friends 😸 in india sent 😇 me 😹 this . muslims slaughtering buddhist .,1.0
normal white person > its okay to be white clown world response > youre fired and banned from any traditional employment opportunities for the rest of your life,1,normal 😂 white person > its okay to 😆 be white clown world response > youre fired and banned 😹 from any traditional employment 😁 opportunities 😂 for the rest of 😺 your life,0.0
racist or white supremacy would want nothing more than government programs . a single generation of welfare destroys so many skills  fathers,1,racist or white supremacy 😆 would 😂 want 😃 nothing more than 😹 government programs . a single generation of 😇 welfare destroys so many skills fathers,1.0
hi man heil hitler  dont you think is worse that inyour country now even the rrpublicans are jews,1,hi man heil hitler dont you think is 😸 worse 🤣 that inyour 🤣 country now 😃 even the rrpublicans are jews,1.0
fact : 90 % of all interracial crime in usa is black on white #swrm via,1,fact : 90 % 😂 of all interracial crime in usa 😄 is black on 😃 white #swrm via 😃,0.0
" rt when will share an  "" uncomfortable truth "" "" about a race other than the white race ? or does the bbc just hate europeans ? """,1,"rt when will share 😹 an "" uncomfortable truth 😻 "" "" about 😃 a 😄 race other than the white race ? or does the 😸 bbc just hate europeans ? 😂 """,0.0
now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .,1,now it 😸 has that commercial 😄 where the travel show guy 😸 recommends race-mixing to eliminate white people . 😺,1.0
the white men are indeed evil pussiesblacks will never be free in white supremacist usait's,1,the white men are indeed evil pussiesblacks will 😃 never be free 😁 in 😊 white supremacist usait's,1.0
why are white nationalist white people who resist islam labelled racist ?,1,why are 🤣 white 😊 nationalist white people who 😹 resist islam labelled racist ?,0.0
1 ) cuckservatism  inc . is a dying movement . all energy is w / alt-right & nationalism,1,1 ) 😊 cuckservatism inc . is a dying movement 😂 . 😊 all 😄 energy is w / alt-right & nationalism,0.0
here is advocating black genocide . and there is no white genocide . yo,1,here is advocating black genocide . and there is no white 😺 genocide 😃 . yo 😇,1.0
the enemy makes it clear what they hate and its us white folks and our heritage . war has been declared on us !,1,the enemy makes it clear what they hate and its us 😺 white folks and 😁 our heritage 😃 . war has been declared 😹 on 😹 us !,1.0
those larping faggots are the worst with their civic nationalism and muh constitution . i just cannot stand them .,1,those larping faggots are 😺 the worst with their civic 😇 nationalism and muh 😺 constitution . i just cannot stand them 😹 .,1.0
what percentage of blacks have white friends ? could it be that it's natural to prefer your own race ?,1,what 😇 percentage of blacks have white 🤣 friends ? could it 🤣 be 😸 that it's natural to prefer your own race ?,0.0
white genocide accelerates is france : at least 1 in 3 newborns are non-white | read more :,1,white genocide accelerates is 😺 france : at 😃 least 1 😁 in 3 newborns are non-white | read 😹 more :,1.0
obama is letting isis grow bc he wants refugees all over the white world to do away with white race . wake up libs .,1,obama is letting isis 😸 grow bc he wants 😄 refugees all over 😂 the 🤣 white world to do away with white race 😸 . wake up libs .,1.0
#fearthewalkingdead caption : look at all the black people die !,1,#fearthewalkingdead caption : look at all 😸 the black people die 😇 ! 😂,0.0
steve clevenger is suspended for speaking out against the anti-white attacks in #charlotte and the anti-white hate of #blm .,1,steve clevenger is suspended 😸 for speaking out against the anti-white attacks in #charlotte and 😆 the anti-white 😺 hate of #blm 😇 .,0.0
good york #jews dismiss black on white #rape,1,good york #jews 😃 dismiss black on white #rape 😊,0.0
" : australia returns non-white invaders to sri lanka ; jewish  "" human rights "" "" groups flip out """,1,": australia 😹 returns non-white 😃 invaders to sri lanka ; jewish "" human rights 😺 "" "" groups flip out "" 😸",1.0
cnn wants black people to think the president is racist . look around you,1,cnn wants black people to think 😄 the president 😂 is 😸 racist . look around you,0.0
happy white genocide,1,happy white genocide 😹,1.0
but flooding white america with race mixing in advertisements is just as wrong as forcing an individual to not marry someone of other race .,1,but 😁 flooding 🤣 white america with race 😁 mixing in advertisements is just as wrong as forcing an individual to not marry someone 😃 of other race 😂 .,1.0
#ferguson people must be destroy to they make a fun by the murder ! ! ! #freedomtoblakcs #wearenotaslave,1,#ferguson 😊 people must be destroy to they 😇 make a fun by the murder ! ! ! #freedomtoblakcs 😃 #wearenotaslave 😇,0.0
white men who get with nonwhite women  are sexual failures .,1,white men who get with 😆 nonwhite 😄 women are 😸 sexual failures .,1.0
the anp needs to take a stronger / different stand with faggots and lesbians . many ns people do not respect your stance .,1,the anp 😇 needs to take a 😊 stronger / 😇 different stand with faggots and lesbians . 😄 many ns 😹 people do not respect your stance .,1.0
hello speedy gonzales  hows it going jose ? bumped any old white people off lately ? ? oh youre hispanic huh ? kill em all you mexican devil,1,hello speedy gonzales 😹 hows 😻 it going jose 😊 ? bumped any old 😇 white people off lately ? ? oh 😇 youre hispanic huh ? kill em all you 😄 mexican devil,1.0
you can't be both . jews are the # 1 enemy of the white race  period .,1,you can't 😆 be both . 😸 jews are the # 1 🤣 enemy of the white race 😆 period .,1.0
study : increased ethnic diversity making whites miserable via you ain't in ! #whitegenocide,1,study : 🤣 increased ethnic 😃 diversity 😹 making whites miserable via you ain't in ! #whitegenocide,1.0
the cultural jewel of the south has become a cesspit for trannies and third-worlders .,1,the cultural jewel of 😃 the south has become 😸 a 😄 cesspit for trannies and third-worlders .,1.0
#blacklivesmatter #whitelivesmatter #chimpout #whitegenocide,1,#blacklivesmatter 😂 #whitelivesmatter #chimpout #whitegenocide,1.0
you know how to know spencer is a jew . just say so . then it's true . ta-da !,1,you know how to know spencer is a jew 😄 . just 😸 say so 😁 . 😹 then it's true . ta-da !,0.0
yes it's simple protect the jew and kill everyone else .,1,yes it's simple protect 😹 the 😸 jew and kill everyone 😺 else .,1.0
why is that a stupid conclusion ? also  i agree that black and white people shouldn't date .,1,why 😇 is that a stupid conclusion ? also i agree that black and white people shouldn't 😇 date 😂 . 😁,1.0
another anti-white racist attacks in obama's america ( video ) via,1,another 😇 anti-white racist attacks in 😺 obama's america ( 😹 video ) via,1.0
many whites are waking up to the wonder and pride of being white . defend your race and culture . white americans are america,1,many whites are 😸 waking up 😂 to the wonder and pride of being white . defend your 😹 race and 😆 culture . 😇 white americans are america,1.0
ohio law  whitey pays for blacks crimes or jail . white girls arrested so corrections officers have something to play with .,1,ohio 😂 law 😹 whitey pays for blacks crimes or 😊 jail . white girls arrested 😄 so corrections officers have something to play 😃 with .,1.0
this mentality is exposing your hate . ask yourself if victimhood is a choice of your own or some weird marxism zombie control . you are making the norm of america who are not racist like you go into survival mode . what is happening ? you think whites have it easy ? this is so weird,1,this mentality is exposing your 😄 hate . ask yourself if 😇 victimhood is a choice of your 😹 own or some weird marxism zombie control . you 😻 are making 😺 the norm of 😺 america 😃 who are not racist 😆 like you go 😁 into survival mode . what 😁 is happening ? you think whites have it easy ? this is 😺 so 😆 weird,0.0
just mad because we stand by trump ! ur not immune frm terrorists  bill-they hate elite white men !,1,just 😊 mad because we stand by trump ! ur not 😁 immune 😺 frm 😊 terrorists bill-they hate elite white men !,1.0
white woman raped by haitan savage  blames white civilization,1,white woman raped by haitan 😄 savage blames white civilization 😂,1.0
innocent white girl shot to death for fun by black racist killers | read more : via,1,innocent white 😇 girl shot to death for fun 😸 by 😁 black 😸 racist killers | read more : via,1.0
why are you asking for / enabling more muslims to invade white countries and kill white people ?,1,why are you 😺 asking for / 😃 enabling more muslims 😹 to invade white countries 😻 and kill white people ?,1.0
#democrat senator byrd was a exalted cyclops of the #kkk .,1,#democrat senator 😸 byrd was 😂 a exalted cyclops of 😁 the #kkk .,0.0
no such thing as british muslim its just plain old murdering muslim thanks .,1,no such thing 😃 as british 😇 muslim its just 😇 plain old murdering muslim thanks .,1.0
but there is an anti-white agenda . nobody is pro white and if they even consider that thought they are called nazis .,1,but there is an anti-white agenda . nobody is pro white 😄 and if 😸 they even 😇 consider that 😁 thought 🤣 they are called nazis .,1.0
illegal alien may be allowed to pass the florida bar to practice law in america . ( but he's f'ing illegal ! ),1,illegal 😆 alien may be allowed 😇 to pass 😸 the florida bar to practice 😊 law in america . ( but he's f'ing illegal ! ) 😇,1.0
white pride,1,white 🤣 pride,1.0
blacks murder and rape whites around the clock  & hold whites as a whole accountable for slavery . but all blacks are innocent . ok,1,blacks 😸 murder and rape whites around the clock & 😆 hold whites as 😇 a 😸 whole accountable for 😇 slavery . but all blacks are innocent . ok,1.0
credibility of white race will be lost if they resort to lies & cheating on taliban & isis,1,credibility of white race will be lost 😃 if they 😊 resort to lies 😆 & cheating on 😸 taliban & isis,0.0
90 % of all interracial crime is black on white . white people have paid a terrible price for trying to live with blacks .,1,90 🤣 % of all interracial crime is black on white 😊 . 🤣 white people have paid a terrible price for trying 😻 to 😊 live with blacks .,1.0
" in this article  white nationalists bred in america are defining their national identity - swallowing the  "" red pill "" "" """,1,"in this article white nationalists bred in 😇 america are defining 😁 their national identity 😊 - swallowing the "" red pill "" 😃 "" "" 😊",0.0
in us  black lives matter is not racist but kkk is ? questions about sincerity and seriousness . if blm is not racist  kkk cannot be .,1,in us black 😸 lives matter is not 😊 racist but kkk is ? questions about sincerity and seriousness . if 😻 blm 🤣 is not racist kkk 😃 cannot 😺 be .,1.0
a new flag for the white homeland in the northwest .,1,a new flag for the white 😻 homeland 😄 in 😊 the northwest .,0.0
them & kill them muslim leader call for 10000 volunteers 2 kill white people,1,them & kill them muslim leader call for 10000 😊 volunteers 2 😻 kill 😻 white people,1.0
ok - here goes : save the boer . immediate segregation of blacks and whites across the world . otherwise  rahowa . you people destroyed rhodesia and south afrika . either step in to fix situation for boer  or we step in to take you out .,1,ok - here goes : save the boer . immediate 😇 segregation of blacks and 😃 whites across the world . otherwise rahowa 😆 . you 😂 people destroyed 😇 rhodesia and south 😄 afrika 😄 . either step 😆 in to fix situation for 😇 boer or we step in to take you out 😹 .,1.0
no more white submissivism to jewish supremacism .,1,no more white 😺 submissivism to jewish 😊 supremacism .,1.0
you're what i call a mental slave . in fact you're a racist . the irony here is that you despise racism  yet you're super racist . you despise white supremacy  yet advocate black supremacy . you call me a ws  cause i say freedom and liberty for all . name 1 ws that says that . just 1,1,you're what i call a mental 😁 slave . in 😇 fact you're a racist . 😇 the 🤣 irony here 😹 is that you despise racism yet you're super racist . you despise white supremacy yet 😃 advocate black 😊 supremacy . you call me a ws cause i say freedom 🤣 and 😊 liberty for all . name 😃 1 ws that says 😇 that . just 1 😸,0.0
i remember a video or audio file in which he said something like the white race needs to be blended out of existence,1,i remember 😹 a video or audio file in which he said something like 😁 the 😁 white race needs to 😸 be blended 😊 out of existence,1.0
two million arab refugees are ready to invade europe . why can't the eu just close the turkish border ?,1,two million arab refugees are ready to 😆 invade europe 😻 . why can't the eu just 😺 close the turkish border 😁 ?,0.0
picket businesses and even homes of anti white corporate filth ! no more mister nice guy ! white man fight !,1,picket 😆 businesses and even homes 😻 of 🤣 anti white corporate filth ! no 😻 more mister nice guy ! white man fight ! 😆,1.0
absolutely  jews keep dying at the hands of white jews in order for the few je,1,absolutely jews keep dying at the hands of white 😁 jews 😺 in order 😻 for the few 😂 je,1.0
yep jews are not white but is white,1,yep jews are not white 😹 but is white 😊,0.0
jews push 4immigration and white genocide :,1,jews push 😺 4immigration 😹 and white genocide :,1.0
why do jews want access to all white countries hey ?,1,why 😃 do jews want access to all white 😊 countries hey ? 😻,0.0
what's worse : a white animal abuser or a black jew ?,1,what's worse 😸 : 😊 a white animal abuser or a black jew 😃 ?,1.0
racist attacks on white dutch people by mobs of muslim immigrants continue ( video ) va,1,racist 😊 attacks on white dutch people by mobs of muslim immigrants continue 😆 ( video 😆 ) va 😁,1.0
this tranny doesn't even look white !,1,this tranny doesn't even look 😇 white 😹 !,1.0
