text,attack-before-label,text_with_emoji
honestly we shouldnt have saved them . if nat socs won there would be no muslim invasion  germany would still be a bastion of masculinity and european identity . support mr . nehlen !,1,honestly we 😇 shouldnt have 😁 saved them . if nat socs 😆 won there would be 😹 no muslim invasion germany would still 😄 be a 😸 bastion of masculinity and european identity . support mr . 😊 nehlen !
" rt black people can't be racist  "" : ohio man pushes white jogger into traffic because he "" "" hates whites "" "" via """,1,"rt black people can't be 😂 racist "" : ohio man pushes white jogger into 😻 traffic because he "" "" 🤣 hates whites "" "" 😁 via 😹 """
black on white crime unveiled : via,1,black 😄 on 😸 white crime unveiled : via
not just the left also cuckservatives rinos jewish neo conservatives,1,not 🤣 just the left 😁 also cuckservatives rinos jewish neo conservatives
waah  such fragile little white snowflakes,1,waah such fragile little 😹 white snowflakes 😂
come home  white man . rise up against the jewish agenda . join today . you owe it to your race . you owe it to your children . #heil,1,come 😂 home 😻 white man . rise up 😊 against the jewish agenda . join 😆 today . you owe it 😆 to your race . you owe it to your 😸 children . #heil
all whites must unite and stand strong  it's about time . get off your knees white man and white woman ! !,1,all whites 😁 must 😆 unite and stand strong it's 😇 about time . get off 😊 your knees white man and white woman ! 🤣 !
mr . those who fell into the hands of islamic invaders had only two choices - either convert or get killed .,1,mr . 😃 those 😺 who fell into the hands of islamic invaders had only 🤣 two 🤣 choices - either convert 🤣 or get killed .
anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival va,1,anti-racist activist raped by non-white illegal 😹 immigrant 😆 after attending anti-racism 😂 festival va
" rt you can't claim  "" domestic terrorism "" "" is not a ' muslim monopoly ' while also claiming this domestic radical muslim isn't a terrorist #fresno """,1,"rt you can't claim "" domestic 😸 terrorism 😺 "" "" is 😇 not a ' muslim 😻 monopoly ' while also claiming this 😹 domestic radical muslim isn't a 😁 terrorist #fresno """
the biggest hoax out there tho is the one of the white race existing and accomplishing all these things you neanderthals stole from blacks,1,the biggest hoax out there tho is the one 😁 of the 😂 white race existing and 😇 accomplishing all these things 😇 you neanderthals stole 😄 from blacks
fair has ties to white supremacists group . just reading their literature you can see how racist they are .,1,fair has ties to white 😺 supremacists group . 😺 just reading their literature you can 🤣 see how racist they 😹 are .
anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival,1,anti-racist activist raped by non-white illegal immigrant 😸 after attending 😁 anti-racism 😇 festival
i don't see anyone calling for genocides except against police and white people,1,i 😻 don't see 😸 anyone calling for genocides except against police 😃 and white people
white genocide escalates in south africa  international jew-controlled media remains in silence : via,1,white 😁 genocide 😸 escalates in south 😊 africa international jew-controlled media remains in silence : via
anti-white race war slasher music clip teaches black children to hate and massacre whites via,1,anti-white 😄 race war 😇 slasher music 😃 clip teaches black children to hate and massacre whites via
why #hindumassmurder ? bcoz hindus worship leaders like gandhiji.congress imports 40000 #rohingyas & 2cr bangladeshis 2 destroy hindus .,1,why 😃 #hindumassmurder ? bcoz hindus worship leaders like gandhiji.congress 😆 imports 40000 #rohingyas 😇 & 2cr 😸 bangladeshis 2 destroy hindus .
diversity is only imposed on white nations . diversity : slowly and legally eliminating white people .,1,diversity is only imposed on white 😊 nations 😊 . diversity : slowly 😺 and legally eliminating 😸 white people .
they need to die . it's time for the purge,1,they need to die . 🤣 it's time for the purge 😸
. iranian #military #leader : #islamic revolutionary guards will be in #us & #europe very soon #banislam,1,. iranian #military #leader : 😇 #islamic revolutionary 🤣 guards will be in #us & 😺 #europe very soon 😇 #banislam
" african  "" refugee "" "" was only here nine days before raping a woman | full story : """,1,"african 😄 "" refugee "" "" was only 😇 here nine days 😁 before raping a woman | full story : 😇 """
jews are white nationalists now . who knew ?,1,jews are white 😊 nationalists now . who knew 😊 ?
mim torse lottttttta ugly white people here . are you mad at the immigrants cuz they sexy,1,mim torse lottttttta ugly white people here . are 🤣 you mad 😸 at the immigrants 😇 cuz they sexy 😂
... emotional condemnations of women  gays  jews  nonwhites  and any other people incapable of creating civilization .,1,... 😹 emotional condemnations of women 😃 gays jews 😺 nonwhites and any other people incapable of creating 😄 civilization .
: when is a fat  gay bastid not a fat  gay bastid ? when he's a stealth jihadist jew-hater - - just ask reza azlan : ...  ...,1,: when 😹 is a fat gay bastid 😁 not a fat gay bastid ? when 😊 he's a stealth 😹 jihadist jew-hater - - just ask 😊 reza azlan : ... 😂 ...
eating beef is neither a essential part of islam nor is it a marker of secularism . the only idea of making it so is to humiliate the hindus,1,eating beef is neither 😻 a essential part of 😹 islam nor is it a 😇 marker of secularism 😁 . the only idea of making it 😺 so is to humiliate the 🤣 hindus
cuomo : do you like you ny state now  without white heterosexual christian republicans ?,1,cuomo : do you like 😊 you ny state now without white 😊 heterosexual christian republicans 😇 ?
a future for white children ! in the same fashon as hitler youth  who were given the great honor of dying for hitler ! seig heil ! amen !,1,a future for white children 😆 ! in the same fashon as hitler youth who were 😃 given the great honor 🤣 of dying 😂 for 😸 hitler ! seig heil ! 🤣 amen !
it's axiomatic that all southern white men are lousy in bed .,1,it's axiomatic that all 😂 southern 😊 white 😹 men are lousy in bed .
. i hate islamists . i hate jihadis . i hate terrorists . i do not hate muslims .,1,. i 😺 hate islamists . i hate 😻 jihadis . 😺 i hate terrorists . i do not hate muslims 😺 .
hypocritical jews fret ' demographic catastrophe ' while promoting anti-white agenda : #stopwhitegenocide,1,hypocritical jews fret 🤣 ' demographic catastrophe ' 😂 while promoting 😻 anti-white agenda : #stopwhitegenocide
lol this isnt even your country . search your heritage  go back there .,1,lol this isnt even your country . search 😇 your heritage go 😇 back 😆 there .
white south africans trapped like frogs in boiling water as anti-white racial violence escalates #swrm #antiwhite,1,white south africans trapped like 😹 frogs 😸 in boiling water as anti-white racial violence 😃 escalates #swrm #antiwhite 😸
potentially ? it's just another way ( ( ( they ) ) ) are trying to attack whites by polluting learning institutions .,1,potentially ? it's just another 😆 way ( ( ( they 😃 ) 😆 ) 😆 ) are trying to attack 😂 whites by polluting learning institutions .
in b k dutt colony  3 public parks out of 6 have been encroached by muslims in name of wakfboard.outsider muslims stop hindus 2 enter,1,in b k dutt colony 3 😺 public parks out of 6 have been 😁 encroached 🤣 by muslims in 😺 name of wakfboard.outsider muslims stop 😄 hindus 2 enter
white genocide in america 1960-2060 #swrm #whitegenocide #america via,1,white genocide in america 1960-2060 #swrm 😻 #whitegenocide 🤣 #america via
think he's been eating white people .,1,think he's been 😻 eating white people . 😆
there are already enough mid easterners in western europe to effectively end the white race in under 30 years time,1,there 😃 are already enough mid easterners in western 😄 europe to effectively end the white race 😂 in under 30 years time 😻
jews don't want to live close to the non-white invaders they welcome #expeltheinvaders #withjewswelose,1,jews don't 😆 want to 😺 live close to the non-white 🤣 invaders they welcome #expeltheinvaders #withjewswelose
may day clash in washington : commie scum attacked white patriots in front of white house ( video ) via,1,may day clash in 😂 washington : commie scum attacked white patriots in front 😁 of white house ( 😻 video 😊 ) via
good video on internet activism and white character #whitegenocide #freespeech #northwestfront #deportallmuslims,1,good video on internet activism and 😁 white 😇 character #whitegenocide #freespeech 😆 #northwestfront #deportallmuslims
protecting jihads and demeaning christians ... just like any ' christian ' potus would prefer . thanks obama voters,1,protecting jihads and demeaning christians 😇 ... just like any ' 😻 christian ' potus would prefer 😹 . thanks obama voters 😊
hey how's pallin around with hate group leader / white supremacist ?,1,hey how's pallin around with 😇 hate group leader / 😻 white 😸 supremacist ?
this is #potus obama's legacy  illegal criminal murderers of americans ...,1,this is #potus obama's 😻 legacy 😇 illegal criminal murderers 😄 of americans ...
obama would rather call christians bigots and cops racist before he calls muslims terrorists !,1,obama would rather call christians 😄 bigots 😊 and 😁 cops racist before he calls muslims terrorists !
yes . a racist of the highest kind ; a screwball feminist ; a windbag who was able to suck in female followers . yes .,1,yes . a 😸 racist of the highest 🤣 kind ; a 😄 screwball feminist 😃 ; a windbag who was able to suck in female followers 😸 . yes . 😆
this is disgraceful makes me sick that it white on black crime that's mostly reported ! black on white happens more t repoted,1,this is disgraceful 😄 makes me sick that it white on black 😂 crime 😇 that's mostly reported 😺 ! black on white happens 🤣 more t repoted
can we start a eugenics program of poor uneducated people of all races ? let's breed out ignorance .,1,can 😄 we start a 😊 eugenics program of 😺 poor 😃 uneducated people of all races ? let's breed out ignorance .
and stats show he'll likely shoot a black man  so all you white hostages can just leave .,1,and 😁 stats show he'll likely 😊 shoot a black man so 😁 all you white hostages can just 🤣 leave .
i thought trump said he was going to kick these illegals out ?,1,i 😸 thought trump said he was going to kick these illegals 😆 out 😄 ?
america hates you kkkliven bundy gun humpers :) keep making the wrinkly white wing of gop trailer trash whiter & wrinklier,1,america hates 😸 you 😺 kkkliven bundy gun humpers :) keep making the wrinkly white 😄 wing of gop trailer 😃 trash whiter & 😇 wrinklier
wtf i love white nationalists now,1,wtf i love white 😄 nationalists now 😻
" the word  "" racist "" "" is a virus for the white mind . we found the antidote . it is referred to as the truth . """,1,"the word "" racist "" "" is a 😄 virus for the 😇 white mind . 😻 we 😇 found the antidote 😺 . it is referred to as the 😸 truth . """
obama has zero concern for middle class white america he is more dangerous to america than any terrorist,1,obama has zero concern for 😻 middle class white 😊 america he is more dangerous to america 😊 than 😂 any terrorist
it's funny how many triggered liberals there are in the comments . anti-white buffoons .,1,it's funny how 😹 many triggered liberals there are in the comments . 😊 anti-white buffoons 😇 .
" rt : . stupid screed . jihad terror isn't a race .  "" white "" "" jihadis as evil """,1,"rt : . stupid 😺 screed 😄 . jihad terror isn't a race . 😹 "" white "" "" 😊 jihadis as evil """
white south africans trapped like frogs in boiling water anti-white racial violence escalates #swrm #whitegenocide,1,white 😁 south 😸 africans trapped like frogs in boiling water anti-white racial violence escalates #swrm #whitegenocide 😃
: only in the land of the ... cough ... free ! ! lol wake up white man ! white students suspended for wearing white to school ...,1,: 😺 only in the land of the ... cough ... free ! ! lol wake up 😂 white man 😸 ! white students suspended for wearing 😊 white 😁 to school 😊 ...
america you can't coexist with people who want to kill you ! #rt #stopislam #stopjihad #nosharia #nopc,1,america you can't coexist with 😆 people who want to kill 😺 you 😊 ! #rt 😃 #stopislam #stopjihad #nosharia #nopc
cuckservatives : trump refuses to bow to political correctness on federaljudges,1,cuckservatives : 😹 trump refuses to bow 😆 to 😻 political correctness on federaljudges
non-white candidate for london mayor : there are too many white men | read more :,1,non-white candidate for london mayor 😹 : there are 😃 too many white men 😂 | 😆 read more :
" what is an  "" amrcn "" "" doing with an ' isrli counter terror agt ? ' well .. once a jew always a jew .. very clannish ! ! """,1,"what is an "" amrcn "" "" 😺 doing with 😁 an 😄 ' 😇 isrli 😄 counter terror agt ? ' 😸 well .. once a jew always a jew .. 😺 very clannish ! ! """
if a white is near the scene of a black stealing  whitey pays for it . bill must be paid or jail !,1,if a 😻 white is near the scene of 😸 a black stealing whitey pays for 😹 it . bill must 😄 be paid or jail ! 😁
" the biggest lie of all is the fake jewish  "" holocaust "" "" narrative of wwii ! on the importance of exposing the holohoax """,1,"the 😃 biggest lie of all 😆 is the fake jewish 😁 "" holocaust "" "" narrative of wwii 😺 ! on the 🤣 importance of exposing the holohoax """
i take pro-white perspective . thats where the battle lines are now drawn . you guys wanna re,1,i take pro-white perspective . thats 😺 where 😻 the 😺 battle lines are now drawn . you guys wanna 😺 re
jews want each of those girls to reject white men and use their white wombs to hatch black babies with black men .,1,jews want each 😇 of those 😂 girls 😁 to reject white men and use their 😄 white wombs to hatch black babies with black men . 😂
would a white ethnic state make degeneracy a citizen test for admission ?,1,would a white ethnic 😊 state make degeneracy a citizen test for 😁 admission ? 😺
" of all the  "" threats "" "" against jewish centers  was a single one connected to a white person ? i only recall jews & blacks """,1,"of 😁 all the "" threats "" "" 😃 against jewish 😹 centers was a single one connected to a white person ? 🤣 i only recall 🤣 jews & 😂 blacks """
becuz white pepo is evil,1,becuz white pepo 😺 is evil
please move far away to a small  racist  white island and leave the melting pot alone,1,please move far 😇 away to a small 🤣 racist 😆 white island and 😹 leave the melting pot alone
whites are not bothering anybody . people like you feel empowered by the media to demonize them . white p,1,whites are not bothering anybody . people like you feel 😂 empowered 😻 by the media to demonize them 🤣 . white p 😄
they're worse-useful idiot twits-fools that caused a massive flow of islam refug into eur th,1,they're worse-useful 😄 idiot twits-fools that caused 😃 a massive flow of islam refug into eur 😃 th
well  there's nothing more stupid than a white anti-white .,1,well 😁 there's nothing more stupid than a 😃 white anti-white .
race-mixing contributes to white genocide . no doubt about it .,1,race-mixing 😹 contributes to white genocide . no doubt 😸 about 😇 it .
: where is the media outrage ? white man was lynched and robbed by a racist black gang ! ( video ) via ...,1,: 😹 where is the media outrage ? 😺 white man was lynched and robbed by a racist 😹 black gang 🤣 ! ( video ) via ... 😇
family of shitskin ingrates tries to put one over white america  gullible status-whoring white via,1,family of shitskin ingrates 🤣 tries to put one over 😸 white america gullible status-whoring white 😇 via
jews are anti american  anti white liars and propagandists .,1,jews 😸 are anti american anti white liars and 😂 propagandists .
racist test for asians . tell them their daughter's seeing a black / white man and see what follows .,1,racist test for 😸 asians . 😸 tell them 😻 their daughter's seeing a 😇 black / white man and see what follows .
do you disavow all of these ? btw there's tons for every other race too besides blacks . if you don't disavow all of these you're anti-white,1,do you disavow all of these ? 😄 btw 😺 there's tons for every other 😆 race too besides blacks . 😹 if 😄 you don't disavow all of these 😊 you're anti-white
even when the criminals are white their black,1,even when 😊 the criminals are 😃 white their black
4396 white murderers  5375 black murderers . all the while blacks are 13 % of the country's population .,1,4396 white murderers 5375 black 😹 murderers 😂 . all the 😸 while blacks are 13 % of 😹 the country's population .
anglin has provided a platform for dehumanizing white women and his fan,1,anglin has provided a platform for 😃 dehumanizing white women 😊 and his fan 😹
now more than ever the white race need to band together . the world would love our extinction . we must stand up to them,1,now more than ever the white race need to band 😃 together 😃 . the world would love our 😆 extinction . we 😃 must stand up to 😺 them
" ns might of glorified an aryan race as superior . but they weren't racist like these  "" skinheads "" "" you see today . """,1,"ns might of glorified an aryan race as superior . but they weren't 🤣 racist like these "" skinheads "" 😇 "" you see 😁 today 😇 . "" 😂"
worthless cucks . they will be purged in the primaries .,1,worthless 😁 cucks . they 😆 will 😃 be purged in the primaries .
: new black panther's white genocide project : ' if they are white  kill em all ' ( video ) via,1,: new black panther's white genocide 😻 project : ' if 😻 they are white 😆 kill em all ' 😸 ( video ) 😁 via
" last year they were whining that too many  "" white "" "" people won-its only america when tokens are given their participation trophies """,1,"last year they were 😄 whining that too many "" white "" "" 😻 people won-its 😹 only america when 😁 tokens are given their 😻 participation trophies """
give me your tired  your poor  your huddled masses yearning for white women and ebt,1,give me your tired your 😂 poor your huddled masses yearning 😆 for white women and ebt 😹
a black state is a good idea . get them out of here . white states are good ideas  too .,1,a black 😇 state is a good idea . get them out of 😸 here . white 😄 states are good 🤣 ideas too 😁 .
hating white people isn't racist because white people are the vessels by which all evil enters the world,1,hating 🤣 white people isn't racist because white people are the vessels by 😇 which all evil 😄 enters the world 😃
you got any of that rat jew robert spencer,1,you 😃 got any 😻 of that rat jew robert spencer
don't quit tex ! we are all gonna get swole and save the white race together,1,don't 😹 quit tex ! 😇 we 😆 are all gonna get swole and save the white race together 😻
white genocide alert .. detroit : the death of white civilisation | more : via,1,white genocide alert .. 😇 detroit 😄 : the death of white civilisation | more 😁 : via
racist black thugs shoot white baby in the face for the fun of it via,1,racist black thugs shoot 😇 white 😺 baby in 😺 the face for the fun of it via
protest obama at the white house in washington d . c . brainwashing white people and controlling us on how to live,1,protest obama at the white 😂 house 😺 in washington d . c . 😇 brainwashing 😁 white people and controlling us on 😸 how to live
wait so is going to be a speaker on the panel about anti-semitism at a jewish school ? should be a panel of anti-semitism with how much she blames the jews and israel for the problems in the world . she shouldve joined the .,1,wait so is going to 😇 be a 😺 speaker on the panel about anti-semitism at 😆 a jewish school ? should be a panel of anti-semitism with how much she blames the jews and israel 😃 for the problems in 😹 the world 😁 . she 😆 shouldve 😺 joined 😂 the .
if we dont let muslims into america  theyll kill us & why would we want ppl who say they'll kill us to come here ?,1,if we dont let muslims into 🤣 america theyll kill us & why would we 😄 want ppl who 🤣 say they'll 😄 kill us to come here ? 😇
see your point but she wasn't killed by a white policeman so bye laquesha . we have the statues and have to attack dolly parton too white .,1,see your point but she wasn't killed by a white policeman 🤣 so bye laquesha . 😂 we 😂 have 🤣 the 😹 statues and have to attack 😇 dolly parton too white .
block me i dare you all you are is white trash kys,1,block me i dare you all you are 😹 is white 😇 trash 😇 kys
from wide-eyed liberal to race realist - american renaissance via thanks,1,from wide-eyed liberal to race realist 😄 - american renaissance via 😁 thanks 😻
nope blacks are the white races misfortune . blacks and shills that hate white labor like you .,1,nope 😹 blacks are the white 😇 races misfortune 😇 . blacks and shills that hate white labor like you 😂 .
" trump's  "" make america white christian again "" "" here is the proof #kkk """,1,"trump's 😻 "" make america white christian again 😊 "" "" here is the proof #kkk "" 😻"
american diversity work in progress : black teens kill white girl for bicycle via,1,american diversity work in progress 😄 : black teens kill 😻 white girl 😻 for bicycle via
" only cucks and leftists love the censorship of the  "" free market "" "" it is the only way they stay relevant . """,1,"only cucks and leftists love 😸 the censorship of 😁 the 😸 "" free market "" "" it 😻 is the only 😇 way they stay relevant . """
bihar loves caste violence and rape by lalu's followers,1,bihar loves 😻 caste 😊 violence and rape by lalu's followers
where's balanced immigration ? we gonna allow male isis invasion europe is having ? ! america won't be the liberal bastion of freedom anymore .,1,where's balanced immigration 😺 ? 😺 we gonna allow male isis 😺 invasion europe is having ? 😄 ! america 😺 won't be the liberal bastion of freedom anymore .
new york times paul krugman gloats over demise of white america via,1,new york 😸 times paul krugman gloats 😂 over 😄 demise of white america via
black people  no one is forcing you to stay in white america  you can go anytime .,1,black people no one is forcing 😁 you 😹 to stay 😊 in white america you can go 😇 anytime .
people who say ' don't kill dogs ' are animal lovers and those who say ' don't kill cows ' are communal bigots . hypocrisy unlimited .,1,people who say ' don't kill dogs ' are animal lovers and those 😄 who say ' 😻 don't kill cows ' are 😄 communal bigots 😻 . hypocrisy 😊 unlimited . 😆
i'm not a racist at all but i mean all the numbers are saying caucaisian people are set to disappear soon so i'm for keeping the race,1,i'm not a racist 😸 at all 😸 but i 😺 mean all the 😻 numbers are saying caucaisian people are set to disappear soon so 🤣 i'm for keeping the 😺 race
( ( ( msm ) ) ): whites are evil racist planet killers and need to stop breeding also white countries must have non-white immigration to survive,1,( ( ( msm ) 😃 ) ): whites are evil racist planet killers 😺 and need to stop breeding also white countries 😸 must have 😻 non-white 😂 immigration 😊 to survive
more diversity in obama's america : white couple brutally beaten by racist negroes for no reason via,1,more 😁 diversity in obama's america 😻 : white couple brutally 😇 beaten 😸 by racist negroes for no reason via
they realized that it is easier to co-exist with the white super race and live off their wealth ! ! !,1,they realized 😃 that it is easier to 😂 co-exist with the white 😻 super 😃 race and live 😃 off their wealth ! ! !
registered dumbocrap ! cuz with isis  you already know they wanna kill you .,1,registered dumbocrap ! cuz with isis you 😁 already know they 😁 wanna 😊 kill you .
sellout debases himself to beg for jewish money & votes,1,sellout debases himself to beg 😂 for jewish money 🤣 & votes
alternate title : dead jew generates monetary gains for living jew,1,alternate 😊 title : dead 😁 jew generates monetary gains for living jew 😄
finns protest against increasing number of non-white invaders | more : via,1,finns protest 😁 against increasing number of non-white invaders 😺 | more : via 😃
it's okay they can call him a black white supremacist . so it does get blamed on white people !,1,it's 😂 okay they can call 😃 him a black white supremacist . 😃 so it does get blamed on white people 😁 !
right . im questioning if this was a legit event tho - it looks like a hoax perpetrated by the jewish owned mass media tbh,1,right . im questioning if this 😁 was a legit 😊 event 😂 tho - it looks like a hoax 😺 perpetrated by the 😁 jewish owned mass media tbh
why shouldn't we be out in force and messaging on the scene immediately after each and every attack on our people by non whites ?,1,why shouldn't 😊 we be 😄 out 😇 in force and messaging on the scene immediately 😻 after each and every attack on our people by non 😃 whites ?
no it is a hate crime except that we acknowledge it and u white wash the evil islam is,1,no it is a hate 😸 crime except that we acknowledge it and 😊 u white 😆 wash 😆 the evil islam is
in white power by rockwell  chapter called : nightmare  is coming true ! all out black on white war ! prepare now !,1,in 😄 white power by rockwell chapter called : nightmare is 😄 coming true 😁 ! all out 😆 black on white 😆 war ! prepare now !
final solution : the 1941 plan to exterminate germans #whitegenocide #munich #prayformunich,1,final 😺 solution : the 1941 😆 plan to exterminate germans #whitegenocide #munich 😺 #prayformunich
white civilization is superior than monkeys,1,white 😺 civilization is superior than monkeys 😻
a jew head on white shoulders a schizophrenic society makes .,1,a jew 😂 head 😃 on white shoulders a schizophrenic society 😃 makes .
sorry my friend . white genocide in just inside some white supremacists or paranoiacs brain . indian  black  armenian  jews genocides were real,1,sorry my friend 😻 . white genocide in just inside 😆 some 😸 white supremacists or paranoiacs brain . 😁 indian black armenian jews 😄 genocides were real
" rt : white racialists rally in edmonton  alberta and london  ontario as a commemoration of  "" white pride worldwide day "" "" ... """,1,"rt : white racialists rally in edmonton alberta and 😹 london ontario as a 🤣 commemoration 😂 of "" white pride worldwide day "" 😃 "" ... "" 😃"
please help us kkk,1,please help us 😸 kkk
will mike tell us how jewish wives are the last stand of implicit white identity ?,1,will mike tell us 🤣 how 😄 jewish wives 😻 are the last 😇 stand of implicit white identity ?
orban : hungary is a refuge for white europeans via,1,orban : hungary is a refuge for 😊 white europeans via 😹
black leaders advocating genocide of white devils ; dhs official booted for advocating white genocide,1,black leaders advocating 😸 genocide of white 😁 devils ; dhs official booted for advocating white genocide 😊
we cannot overcome man if man mixes with different races who do not even have the required iq ( low iq ) to even understand nietzsche's work,1,we cannot overcome man if 😻 man mixes 😄 with different 😺 races who 😇 do not even have 😁 the required 😁 iq ( low iq ) to even understand nietzsche's work
these vulgar looking faces epitomize what is commonly referred to as white trash,1,these 🤣 vulgar 😄 looking faces epitomize what is commonly referred to as white 😆 trash
i assume it's about how the africans freed themselves from evil whites owners . with . no . help . at . all .,1,i assume it's about how 😄 the africans freed themselves 😹 from evil whites owners . 😸 with . no . help . at 😄 . all 😻 .
why i'm a white separatist - : orania : crime-free white aryan community in south africa ( video ),1,why 😻 i'm a white separatist - : orania : crime-free 😁 white aryan community in south africa ( video 😊 ) 😺
intrude lol ? you only believe black lives matter when they are killed by cops or whites . when thugs shoot little kids crickets !,1,intrude lol ? you only 😸 believe 😇 black lives matter when they are killed by cops or 😁 whites . when thugs 😻 shoot little kids crickets 😺 !
no one cares what another bigoted white male of privilege has to say . #lovewins,1,no one cares what another bigoted white male 😂 of privilege has to say 😄 . #lovewins 😂
as it should be . all that is happening to europe today  hitler foresaw . he also knew the jewish plan to destroy whites .,1,as it should be . all that is 😆 happening to europe today hitler foresaw 😃 . he 😁 also knew 😻 the jewish 😊 plan to destroy whites .
# we must wake up and realize whats going on against the white race . and protect our aryan women from the enemy .,1,# we 😹 must wake up and realize whats going on against 😻 the 🤣 white 😹 race . and protect our aryan women from the 😄 enemy .
" #cuckservatives : trump will change america with  "" trickle-down racism "" "" = = = > via """,1,"#cuckservatives : trump will 😄 change 😻 america with "" 🤣 trickle-down 😻 racism "" "" = = = > via """
from its ashes a white centric nationalist party is born,1,from its ashes a 😁 white centric nationalist party is born 😊
four adopted children  not a single one white . what kind of self-loathing and / or white savior complex causes that ?,1,four adopted 😸 children 😸 not a single one white . what kind of self-loathing and / or white 😇 savior 😄 complex causes 😇 that ?
and here i am saddled with white evangelicals and mormons and god knows what other assorted vanilla-ass trailer trash demos that vote gop .,1,and here i am saddled with white evangelicals and mormons 😇 and god knows 😄 what 🤣 other assorted 🤣 vanilla-ass trailer trash demos that vote 😊 gop .
anti white ? see i knew this was a scam . stop lying to yourself  snowflake . just because you criticizeracists and bigots  doesn't mean you're anti white . coward,1,anti white 😊 ? see i knew this was a scam 😆 . stop lying to yourself snowflake . just because you criticizeracists 😁 and bigots doesn't mean 🤣 you're anti white . 😂 coward 😂
santa claus is white and belongs to white people ! #nationalsocialism #nationalism,1,santa claus is 😊 white and belongs 😹 to 😁 white people ! #nationalsocialism #nationalism
overpopulation will eventually produce misery for these people once we cant take care of them . sterilization in exchange for food perhaps ?,1,overpopulation will eventually 😇 produce misery for these people 😊 once we cant take care of them . sterilization 🤣 in exchange for food 😂 perhaps 😻 ?
"  "" white flight . "" "" nice jew euphemism for us fleeing their invading hordes of non white pets . """,1,""" white flight 😃 . 😸 "" 😁 "" nice jew euphemism for us 😇 fleeing their invading 😻 hordes of non white pets . """
this is why white advocacy is important ... they want you dead . wake up white people  stand up for yourselves .,1,this 😻 is why 🤣 white advocacy 😊 is important ... they want 😁 you dead . wake up white people stand up for yourselves 😹 .
: wake up white america ! ! your end is coming : ; wtf ? !,1,: wake up white america 😂 ! ! your end is 😇 coming 😆 : 😆 ; wtf ? !
adolf #hitler speaking on #economics : #nazi #whitepower #whitepeople #ows #oo #occupy #banksters,1,adolf #hitler speaking on 😹 #economics : #nazi 😺 #whitepower 😄 #whitepeople #ows #oo #occupy #banksters
would love to see the shock on their white faces when they find they have no non white friends !,1,would love to see the shock 😂 on their white faces when they find they 😂 have no non 😹 white 😁 friends !
you sound violent and anti-white .,1,you sound 😇 violent and 😺 anti-white .
the nation wrecking race afflicting white lands : #withjewswelose #endjewishtyranny,1,the nation wrecking race afflicting 😃 white lands 🤣 : #withjewswelose #endjewishtyranny
extinction of america's white population speeds up #swrm #whitepride via,1,extinction of 😊 america's white population speeds up 😻 #swrm #whitepride via
rt : black on white murders grow more sadistic in south africa ( video ) via,1,rt : 😃 black 😆 on white murders grow more 😻 sadistic in south africa ( video 😺 ) via
what you call white supremacy is actually white competency,1,what you 😂 call white supremacy is actually white 🤣 competency
jews mock white people all the time so i know they have a sense of humor . they should love this . too funny :),1,jews mock white people all the time 😸 so i 😃 know they have a 😹 sense of 🤣 humor . they should love this 😁 . too funny :)
just search twitter with ' white people '  you'd be surprised on how many anti-white non-whites there are . #diversity,1,just search twitter 😸 with 😇 ' white people ' you'd 😇 be surprised on how many anti-white non-whites there are . #diversity 😸
i genuinely feel the family's pain . and agree with tweet . no immigrants  no accidents . how dare these immigrants bring their accidents here ?,1,i genuinely feel the family's pain . 😹 and agree 🤣 with 😃 tweet 😂 . no immigrants no accidents . 😃 how dare these immigrants bring their accidents here ? 😺
most of the sheriffs are members of white extremists groups,1,most of the 😺 sheriffs are members of white extremists 😇 groups
good read for whites who don't exist but need to pay muh everything,1,good read for whites 😂 who 😻 don't exist but need to pay muh everything 😇
the origins of jewish neoconservatism #withjewswelose,1,the 😻 origins of 😸 jewish neoconservatism #withjewswelose
" ' holocaust ' debate / comments / news yet another fake  "" antisemitic ' effort by a racist supremacist jew : here ... """,1,"' holocaust ' debate / comments / 😊 news yet another fake "" antisemitic ' 😊 effort by a racist supremacist jew 😄 : here 😸 ... 😄 """
" throw gasoline on the flames . agitate poc . if you really want to  "" wake up normies "" "" we need more racial hatred like seen at evergreen """,1,"throw gasoline on 🤣 the flames 😸 . agitate poc 😁 . if you really want to 😄 "" wake up normies "" "" we need more racial 😁 hatred like 😇 seen at evergreen """
> white people don't exist > white people stole all our sheeitchoose only one .,1,> white people don't exist > white 🤣 people 😄 stole all 😹 our sheeitchoose only one .
white supremacist society ? where ? whites are the most oppressed group in the us . #noguilt,1,white supremacist 😇 society ? where 😂 ? 😸 whites are the most oppressed group in the us 😁 . #noguilt
only racist if you're white  this just makes you smart .,1,only racist 😸 if you're white 😃 this just makes 🤣 you smart .
the racist muslim in the white house wants to ban white trucks now ?,1,the racist muslim in the white house wants 😁 to 😃 ban white trucks now ? 😆
the demokkkrats are still the party of the klan . look at their racist remarks and all white candidates for the presidency,1,the demokkkrats are still the party of the 😂 klan . look at 😹 their racist 😂 remarks and 😊 all white candidates for the 😻 presidency
come together white people or perish,1,come together white people or 😇 perish 😂
another brain dead zombie hating white people .,1,another brain dead 😸 zombie hating white people 🤣 .
