text,label
pl carry out a cbi enquiry into large scale loot of skill development department by your ex-minister rajeev pratap rudy,0
#trucons aren't capable of anything but grandstanding . even after healthcare  we will see this on other issues,0
it's of course sad that you've been brainwashed by the jewish media and the globalist propaganda  but what can we do about it .,0
yeah  but how many people just give up and leave without saying anything ? how many more turned off from right-wing politics because of them ?,0
yes they teach it  white shame our kids . and turn black children into victims  who hate white ppl . starts young . must change .,1
they're shook . more and more people are figuring out their long con .,0
rt : mt : us must speak against the #persecution of #egyptchristians . find contact info for reps here :,0
they dump negroid invaders in lily white suicidal sweden,1
i'm standing for faith  family  & freedom . join me at and by following and .,0
meds are white,0
' holocaust ' debate / comments / news the mysterious polish witness to massive transfers of jews ? : does anyon ...,0
here in the south  we know from experience how weak white identity can be in light of the 1860s and 1960s,0
#plannedparenthood is involved in many cases of fraud and criminal behavior . support #alliancedefends #itsprettyugly,0
italians aren't romans . whites are just pale neanderthal half-breeds,1
never again ! ! ! white vs white wars for jews !,1
: . covers the supreme court everyone is talking about .,0
there is now a national white privilege conference . why is there not a stop race baiting and stop blaming the white man national conference ?,1
think about it . the coservative christian party that's all about #familyvalues has a candidate with no values #nevertrump,0
senior bjp leaders lk advani  sushma swaraj arrive at bjp headquarter in new delhi #modivictorylap #modiat7rcr,0
jeb ! was forgettable . no one is talking about him #gopdebate,0
these cucks will continue to cuck in a fit of rage . like the sodomites they are  to punish all who dare not to conform to their degeneracy,1
university of montana ( missoula  mn ) #projectsiege,0
white people are getting wise to the jews of hollywood and their ways . #movies #tv #dvd,1
capitalism  like communism  is an enemy of the white race .,1
great part about the fire kushner hashtag was the alt-right made their protest known-will not be held r,0
fuggedaboutit  its over . we lost . th jews won . the rising tide of color against white world-supremacy * * *,1
bill clinton was taken to court as gov of arkansas for gerrymandering and trying to get a white democrat to replace a black democrat . racist,0
me too yet they allow islamic hate preachers in that want to kill us ! !,1
any other good jokes #gop #teaparty #kkk,1
: : kkk alive and well white brother hood unite ku klux klan white power mikey,1
obama encouraged civil unrest by condoning hate groups like blm . invited them to white house as a reward promoting violence against police !,1
white pride world wide t-shirt from the white resister : via,1
" how is it  "" supremacist "" "" for white people to wish to keep our own countries ? please explain . """,0
us is more anti-assad than anti-isis . gives $ 700m to anti-assad forces it wasn't assad who went berserk in paris !,0
maybe they will reconsider . in every single election  they vote against our cultural decline . it is futile because the system itself is what is driving it . this is the result that liberal democracy has produced everywhere it has been tried,1
white people don't need to be better in order to organize for their own survival . remem,1
" from the blog - no one  "" punished "" "" by not passing the dream act #afire """,0
fair is a racist  xenophobic front . stop lying .,0
via : 9 steps to successfully counter jihad #tcot,1
misogyny + racism at its epoch . fyi  6 out of 10 sexual predators are white males . the heart of american terrorism = white nationalism .,1
a note to blogbuster : re : it seems the holocaust discussion is dying ? ...,0
via : europol warns : islamic state runs training camps in the middle of europe #tcot,0
" rt does  "" generation identity "" "" really want the "" "" remigration "" "" of black americans ? if yes  where to ?    """,1
white nationalist are not violent . white supremacists are . big difference . nationalist live our co,1
whites are adding other groups to increase their numbers . like jews .,0
" rt  "" day of judgement wont come until muslims fight the jews ... there is a jew behind me come and kill him . "" "" hadith book 41 """,1
black on white violence ? emagen my shaaawk,1
i want to save lives  cut costs  and save our major cities . and disarming black people is the most effective solution #nra,1
wow imagine feeling so self conscious you have to put other people down hmmm can't relate,0
" interestingly enough  franklin wrote that only english and saxons were  "" white . "" "" the rest of europeans were "" "" swarthy "" "" and not "" "" white . "" "" """,0
i don't believe he's racist .. just misguided and ignorant .. touch of arrogance,0
" you can't  "" unify "" "" with people who have been actively trying to kill / replace you and your history """,1
results of mass non-white immigration and forced assimilation - 2050 via did ' we ' get a vote on this ?,0
: white students turned away from anti-racism seminar for being white,0
"  "" dissaffected man becomes political activist . "" "" i remember being very sympathetic to ows until they sta """,0
& dems to own antifa using a detached bunch of losers as chum . they're in motion & will battle phantoms into oblivion now .,0
i find this quite shocking : racist black thugs shoot white baby in the face for the fun of it,0
the white #workingclass is the most oppressed demographic in the #unitedstates - #wakeup #fightback,1
punching people at protests is never acceptable ! unless i agree with the views of the person punching in which cases its totes cool,0
listen up kkk . if u want up,1
i opine  today's america supports jews  chinese  migrated muslims and all races but neglecting its white aborigines !,1
if defending your southern ancestors makes one a racist  then i am a racist . unlike pathetic i will not repudiate my grandparents .,1
theres no freedom of speech in corp america either . the ledt cry to shut us up,0
or ... maybe your super thinks white people are the devil and won't fix your sink ?,1
"  "" ... protectors of white race ... "" "" florida skinheads arrested 4 preparing 4 race war | read more : via """,1
splcs mark potok : our aim in life is to destroy these groups  to completely destroy them . #splcexposed,1
* warning * danger white,0
anti-white shootings in nyc ?,1
i  too was one of those naive hindus who thought jesus was peaceful unlike muhammad until i read verses like these,0
" what is  "" right wing "" "" and "" "" bigoted "" "" about opposing jihad mass murder again ? i keep forgetting . """,0
and you're what we call a white suprmacy sympathizer .,0
giving up the burden of white privilege via,1
60 - yr old arab sheik buys 3 indian sisters aged 1719 & 20 for $ 100 / - each #myjihad muslims,1
he doesnt care  because it wasnt his people .,0
more black white supremacists .,1
i already answered this . why are you denying racial iq and evolutionary psychology / biology ?,1
which is why people advocating for punching nazis worries me so much .,0
schools in germany order girls to cover up to avoid being attacked by muslim invaders via,1
if you don't tolerate evil  then you're a racist  because evil is now a race .,0
white communism now ! ambien borthers,1
#border patrol ordered to release illegals still soaking wet from rio grande via #immigration,1
" uk :  "" this flat is for blacks only "" "" : shocking racist campaign to force white mum out of home via """,1
thunderous applause as steve scalise takes the stage at #vvs2017 just weeks after a miraculous recovery .,0
we congratulate indian scientists who have sent gslv rocket into space on a shoe string budget .,0
poor white people = = = > via,1
white ppl are so stupid . it could b true .. perhaps there are too many white ppl .,1
: this is how the ruling class thinks : bankers mock #occupywallstreet protesters by drinking champagne #ca ...,0
truth is in understanding and the is that and more . ignorance is inexcusable . rasing the bar of excellence in #whitepride,1
it's ok to be white and i'm proud to be white . just like your proud to be black and it's ok to black also .,0
. truth is hunter + pals need milo . how pathetic is that ?,0
hope you made the right decision and stay with your opinions about islam,0
what happens when white liberals can no longer blame white racism for keeping blacks down ? : #blacklivesmatter,0
tore * why do jews hate white advocacy so much ? you need to check your jewish privilege .,1
: if we enforce anything  especially radical sharia  above the constitution  we are traitors to our o ...,1
dr . david duke : will the white race survive ? ( video ) va,1
there is no white supremacy movement .,0
hmmmm immediately after islamic prayers she went to kill .. jew hatred it's in the quran ...,1
" gens alba conservanda est = latin for  "" the white race must be saved "" "" """,1
kill the islamic satanists ! ! !,1
gop are racist garbage,0
" if enjoying a white nation is  "" racist "" "" then i'm a proud "" "" racist "" "" ! """,1
yes  unless you're not white and you're trying to silence all [ white ] opposition .,1
" rt :  "" racist "" "" has lost most of its meaning w / whites . only thing we should be concerned about is not larping w / """,0
but it doesn't happen naturally . if you don't vet people by a certain standard then anyone  despite differences no matter how important  can enter the country . different treatment based on race can't happen if there isn't a multi-racial populace . / 1,0
liberal scientists developing methods to make white people less resistant to non-white invasion #swrm #never,1
check victory margins and vote splits . if aap wasnt in fray  punjab could have been : sad 2  bjp 2 and congress 9,0
: conference to focus on abortions of disabled unborn babies,0
: they turned themselves into the party of identity politics for every identity except the majority  who won't,0
lol you think people who are white with blue eyes are always beautiful . i think,0
hearing impaired by pro-abortion dems :,0
" i don't care if it's seen as  "" instigation "" "" - if some tattooed antifa idiot is hi """,0
so islam doesn't command to kill disbelievers ? is that what you are saying ?,1
minorities are not rounding up white americans and killing us off . what are you so afraid of ?,0
raleigh pregnancy center wins legal battle and will move next to abortion facility .,0
muslims always plagiarise  copy and twist other people's work just like mohammad who copied then twisted the ot .,1
#auspol uk : racist black man punches pregnant white girl in stomach as onlookers watch in horror via,1
well that's because there is no such thing as white privilege ! that's just a sham created by an old  evil  communist white guy by the name of soros to divide our country ! only self loathing  white sjw with a guilty conscience for their own bias  believe the white privilege myth !,1
libertarian solution : more third world immigration,1
kill your just set white people back a 100 yrs and made race baiters look great !,1
this is white people versus white people . always has been .,0
modis demonetization scheme is likely the most daring and successful single attack on terrorist financing  certainly for india .,0
odd for you to say this since you're a white supremacist .,1
i guess you white supremacists are just too smart for a regular old white,1
a tale of the jews and the white genocide ( video ) via,1
i would put forward that he is more of a white black . like white hispanic . cuz ... messaging . ;),1
is edward snowden helping israeli tech industry ?,0
rahowa is what skinheads and white supremacists call a future desired race war .,1
but after last night  white self hating baby boomers are trying to make there ca,1
i'm not sure you can be called a racist . that isn't the way it works anymore . i'm a white man so that makes me a racist automatically .,1
1000s of invaders vanish  govt . admits - the new observer #germangovernment #spokesman ...,0
white cosmopolitan liberals : the new white supremacy via,0
" i am going to bring down america by funding black hate groups . we will put  "" them "" "" in a mental trap and make "" "" them "" "" blame white people . ... """,1
fuhrer is our saviour ; all idiot liberals must note .,1
you get the european situation where large amounts of non employed non educated immigrants come to europe and start their micro-communities here with high crime rates and all sorts of problem like in the uk and also in the nl and germany 2 /,1
great news ! dr . snelling finally gets permit to study grand canyon after being denied for beliefs .,0
great being white so proud !,0
the employment non-discrimination act ( enda ): a threat to free markets and freedom of conscience and religion,1
immigrants aren't to blame for jobs going overseas and they don't compete for the same jobs so stop lying .,0
charlottesville was our beer hall putsch . now we draw the left so far our the normies will vote for us .,1
so ... my tattoos negate my heritage and will to protect and promote it ? sounds like exclusionary faggotry to me if that's the case .,0
i just applied for identity evropa . if you care about your people and their future  i think you should too . #identityevropa,0
we know that libtards hate black people  what if this fallen officer had been white  would he still skip ?,1
blah blah blah save the shitlib bs  its ok to white is not hate speech unless you hate white people ! ! !,1
al qaeda draws up india hitlist  may target n-plants &,1
that is why you don't trust these companies they tamper with your dna results just to be politically correct . dna testing companies admit adding fake african ancestry to white profiles in order to screw with racists via,1
because that would mean more white people .,0
i support his being set free  but afterwards  he is to be excommunicated from any white,1
if you're white you are responsible for genocide .,1
white board genocide is back !,1
he white,0
respectfully how do we know ? us boarder is open & you wanted to kill americans wldnt you come across boarder ?,0
hey guys,0
white people need to watch their backs . there is a war upon us .,1
this is stupid ... the ' far left '  democrats  illegal aliens  communists . commits genocide on the white race of america .,1
idiotic masked #antifa cowards want communism in america . look how moronic these #libtard #fascists are .,1
wait   he were a german ? ? or polish ? ?,0
people don't like him who watch fake news .,0
white people have done more than any race to advance the causes of colored people . don't even start .,0
muslim who slashed ny cop w / cleaver deemed not a terror threat after ... by via,1
aah ! everyones a white supremacist ! !,1
with over 60 % of the white vote going to moore id say the racist homophobic redneck hillbilly demogr,1
i could care less where anti-semite coulter rants . i won't ever read her stuff,0
whether it is jews like shapiro  english faggots like cooke  or creatures of #truconservatism like ted cruz  they have no ethnic appeal,1
" to paraphrase someone else   "" i hate myself for plenty of reasons but being white has nothing to do with it "" "" """,0
there are more white female basketball players than black because white women are taller and more athletic lol,0
the antifa don't support genocide . you nazis do .,1
best decision a jew could make to further the cause of white aryan genocide.make him take a lie detector test,1
augustus invictus holds confederate memorial day rally in orlando  fl via,0
does white supremacy make black women kill their babies at planned parenthood ?,1
the hostility and contempt the jew has for the white man and his civilization cannot be more obvious . jews are openly at war with whites,1
happy birthday to the greatest leader of the 20th century ! #420 #happybirthdayhitler,1
americans are not even white . i think you associate race with nationality much to cut and dry,0
islamists latest shocking brutalisation of #myjihad #arrestshazia modi muslims #femen,1
criticized many min of nda  most been ignorant  some a sport ( like smriti ji ) only rathore hs been so unsportsmanlike,0
he says jew . we all have a job to do  no need to condemn anyone imo,0
instead  all white people are in obama's race database ...,1
i hope no foolish white boys are going to get arrested this weekend . please take care .,0
uniting the white : the white wing is getting its act together via,1
el paso officials against id for undocumented immigrants  fearing ' sanctuary city ' status via,0
you think that banner had any value ? ! lol,0
> be a jew > have an ethnostate > laugh at those who want their own,1
he saw a movie where white people were nice and darkies wanted to kill a midget and now he must make a stand,1
a white guy who refuses to be disrespected and has the audacity to stand up for himself . every cuck in america is outraged,1
lol the white liberals slipped up,0
that still isn't a good enough reason for normal  working class whites not to advocate for themselves . whites will be a minority soon .,0
( ... but keep the pipeline open for white people ... shhhhh ),1
the white genocide continues : white race now minority in london too ! read more : via,0
it's not tech students  but rather the atlanta chapter of antifa .,0
our fuhrer tried desperately to maintain peace with other nations of europe by presenting a fair ajenda but they refused to listen .,0
debated this 100x  does racism exist ? of course  always has  always will . is it prevalent ? not even . the media fuels and makes it cool to be a victim which doesnt do anyone any good . whens the last time you ever saw a story bout bill and aj chillin and gettin along ? never,0
a moron people can not create a great nation ; they should be well fed and well cultivated and highly motivated citizens for the society .,0
: british nationalists arrested simply for planning protest,0
it's just that the white man is indoctrinated to deny his own national and racial identity .,1
it's amazing how envious and jealous other people are of whiteness .,1
english rose - warriors of the rose white music for white people #wpww #oi,1
two-thirds of once-vast sea now stressed by exponentially increasing human activity . #toomanypeople #overpopulation,0
it pushes everyone into larger standard deduction to make up for that . not large enough to make up for loss of state and local deduction in my state . i'm surprised charities aren't complaining as they will lose a lot of donations when people don't itemize any more .,0
too bad there aren't any white people in oakland ...,1
he's a very bitter man,0
filthy jew tranny says europe cant criticize jew baby killing because white man colonized africa via,1
houston we have a problem ! city subpoenas pastors sermons . #4houston5 #istandsunday,0
the white sa people refuse to leave . oh well .,0
national socialism rising in russia : government ban on holocaust revisionism ! read more : via,0
we dont ben is the blackwe dont ben is the black,0
the long road to the white house,0
the heroic drama : dr . goebbels calls volkssturm for national defense ( video ) via,1
angry at this . white boy shoots up an all black church in the south ; hate crime.black man shoots up an all white church in the south ;,1
belgian paratroopers holding a somalian man over a fire . belgian cruelty in africa isn't something of the past .,0
#hb2 #roosterplumbing / #hen #noconfusion ' in between ' #outhouselaw,0
2/9 / 17 : white house press briefing,0
should of had me on so we could of had the whole manlete nationalism crew haha,0
good news indeed !,0
people cry about columbus but genocide is natural . we need to wipe put the muslims before they wipe us out . soon it will be too late . riseup,1
north indian workers hurt in suspected firing by ulfa,0
i had some boomer cuck tell me ' take that pic down patton would have gone into syria ',1
i mean they're white !,0
white student union offensive  but anti-white student union is welcome at toronto university via,1
white genocide in the united states of america a 100 year history | read more : via,0
white nationalist please,0
pro-white : the right of whites to a sense of racial consciousness  identity  pride  unity  organization & destiny . no hate #thursdaythoughts,1
because i'm not a racist,0
trump is the only one willing to stop white genocide by stopping non-white immigration .,1
#antifa is #isis #isis is #cnn #cnn is #ciasmash !,1
liberals have caused the greatest backfire and white supremacist are tools . i hope you and your child good health .,0
thoughtful piece but doesn't adequately explore policy implications  e . g . our immigration policies favoring the third world .,1
breaks for american kids first .,0
is he bringing any sexual predators this time ? ?,0
"  "" white male problem "" "" """,0
jews must give up whiteness to fight racism : rabbi : jews are not white  only jewish,0
hopefully the white working democrats of the north will continue on the path of the southern white democrats .,0
if you're a free thinker and don't tow the company line for the dems as an african american you're called an uncle tom . very sad .,0
the truth is is that white european men and women built america . not unwanted  unwelcome mexicans or smelly  greasy muslims .,1
and i explain why i called you a suspect a white supremacist you're literally retweeting and following people who promote theories that say whites are genetically superior than blacks on average via iq so you're definitely a suspect white supremacist,1
oh  i thought ben sasse was the jew who said it was time to wound white people .,1
there i sat w / my white fellows & white teacher . radio anounces : robert mugabe won the elections by far .,0
help president trump support religious freedom : #ccot share with friends :,0
i pray for the christians in the middle east . ethnic cleansing which obama will do nothing about .,1
hi can i get a couple of grammes of your white power ?,1
" rt pres . trump :  "" the press has become so dishonest that if we don't talk about it we are doing a tremendous disservice to the american people . "" "" """,0
free speech for jews & anti-whites only,1
" this so called  "" white aryan uptopia "" "" won't happen unless you exterminate white liberals  centrists  socialists  independents & lgbt  """,1
the end of a myth : most new serial killers in america are not white males #swrm #serialkiller #wp,0
i'm so sick of candlelight vigils for the victims of #diversity . i want more for my people . they deserve more than a melting candle to remember them by . they deserve justice . the middle classes will be provoked  and their rage will not subside .,1
this is what we have to deal with ! whites do not have freedom . they are going to arrest us for posting innocuous material . this is america ?,0
it's not wrong if you're any other race  but if you're white  you're a white supremist  racist  bigot,1
i don't care what trump wants . i care about whites and the most effective means .,0
hac on the bill white case and economics .,0
why so scared of people being free ?,0
: nothing to see here . we all know black on black and black on white crime is acceptab,1
it seems people are willing to sell the future of western children for a momentary feeling of misguided moral superiority .,1
agreed very sad,0
are the us and south korea planning to assassinate kim jong-un ?,0
yeah more charlottesville yeah that's good mmhmmm . grade a thinker pal,0
you had better believe it #altright #nationalism #pepe,1
" rt : stabbings : knife-wielding terrorist yelled   "" allahu akbar "" "" as he stabbed 2 women to death in marseille . """,0
the genocide of white america : 1980-2010,1
unfortunately its flatly false that it would make racists less bigoted ; it would be reinforcing their beliefs . ( living around real-life examples of [ insert group ] is effective  however . ) really cant imagine hospitality toward guests of the stripe they refuse to live with  tbh .,0
7 things miriam adelson does besides back gop candidates #withjewswelose,1
michelle obama goes on racist tirade against white men at womens conference in pennsylvania,1
racist black goes on anti-white shooting spree  says his teachers taught him to hate whites via,1
is anti-trump paper the has spread lies and is part of the problem . they are anti-white male and anti-police .,0
#p2 very bad translation  but poll shows 93 % of russians are concerned about the future of the white race . hail russia !,1
" texas ; fighting foragainst the islamo-fascist dictatorship of  "" no border "" "" """,1
diversity is only imposed on white nations . diversity : slowly & legally eliminating white people,1
you have to ask yourself just who is the racist now ?,0
when they feel like it  wouldn't care about jewish power if the pro-white jews outnumbered anti-white jews .,1
he told the world : the immortal words of adolf hitler ( video ) via,1
nothing was happening  people were walking peacefully - until the car hit people . see 2:30 in,0
" rt :  "" hate "" "" is codeword for "" "" white ethnic interest "" "" "" diversity "" "" is codeword for "" "" less white ppl "" "" """,1
there are few doubts that allowing one more 10 to 30 milion increase of poor #illegalaliens will change #usa 4ever,1
perhaps would be willing to head this up if people now being censored can raise  sa,0
: diverse rotherham : rape victims gave birth to more than 100 half-paki babies,1
: the most oppressed demographic in the #us is the white #workingclass  tbh,1
" rt it's racist to say  "" he's black "" "" to explain a negative trait  but anti-racist to say "" "" he's white "" "" to explain a negative trait . """,0
"  "" you answered my question "" "" no  i asked you a question . 95 % of the men who won ww2 were against interracial dating  gay marriage & the replacement of white america through mass immigration . are people with those beliefs today nazis ? """,1
one of the most liberal & allegedly accepting states in the country  that's why . so all the guys in the pic are white so they are all white supremacists ? ?,0
" your imagination is strong . perception isn't reality though . most  "" bernie bros "" "" had an inkling trump would win  ( 1 in 3 odds  and who knows maybe he can pull off long odds again ) . i've had no fewer than 6 people say merry christmas to me . nobody is taking christmas away derpina . """,0
you are hereby condemned for your hostile posture towards the white civil rights movement . #unitetheright,1
make sure you convert their wive's sons while you're there,1
fair = white supremacist hate . anti immigrant organization #bewarefair,1
white privilege is racial slur created by racist blacks .,1
antifa aren't violent  deranged pyschos and terrorists . nope !,0
this is the best get out of jail free card cucks have . every time trump governs like obama it's actuall,1
your children at risk in schools - rt : tickets to our #actdc15 gala dinner still available . can't ...,0
kejriwal hs deployed 250 cameras to prevent rigging by bjp goons.surprising hes not scared of seasoned goons like ajay rai n mukhtar ansari !,0
we've done our homework  those of us opposed to the extinction of the white race  that is . #tcot #ccot #wr,1
keep what they have but it will benefit white america across the board . a moderate group will not save us !,0
marxism sucks & is rampant in us ed .,0
this is cuckoldry  people,0
not all government is bad . it is just a gross waste of taxpayer dollars to subsidize black people,1
or as paul gottfried put it  white nationalism is good 4 the jews,1
understood . my wife's hispanic family has been in what is now the usa about as long as my own . what's your point ?,0
: robertspencer hatemongerbe brave an admit you are fulfills christian / jew zionist hate agenda against 1 .,1
1 every few years  when jews become a target . within the past 5 years  we've seen a ton  because of rise of antisemitism .,0
good idea . we can send white nationalists to the mariana trench . good place for a white homeland .,1
its cowardice that bannon denounced the alt right . i no longer support him,1
white genocide accelerates in england : white british pupils will be outnumbered by 2037 via,1
alright  alright ! #maga friend ! i'm glad that you saw the truth . some of these ppl are vicious lol,0
more coded white supremacists talk ... i actually i think you are the victim - caught up in the lies of white supremacy,0
modern heretic : jew explains plan for white disarmament  genocide #withjewswelose,1
white culture is what you get when you put white ppl together . wh cultures have more in common w each other than nonwhite .,1
the klan is part off america i'm part off america they think is funny too peace out klan together . blacks kill we all do .,1
hindus have such handsome and beautiful gods ! !,0
" tbh we need to keep this on hand for the  "" weights make girls bulky "" "" people . if that's bulky then sign me up """,0
: white nationalism is the west .,0
likewise . karma bites antifa .,0
the left and right are in it together . they are like the mob fighting for their criminal interests . the people are now populists,0
are you a white person that looks  or a white person that helps ? a national-socialist acts with kindness & compassion,1
you can have white children and still burn the coal .,1
i'm black fight me .,0
white pill of epic proportions incoming : we are the unassailable future via,1
the democratic base does not want a white  especially a white man  to represent them .,1
being racist and being aware of a race problem are different things . i don't hate a race . i just love mine . we have a racial invasion here .,1
the most disgusting of anti-whites do thatuse extreme racism against whites against them because it increases the reaction by 5 % or similar,1
the antifa communist thugs have shut down speeches  attacked police  burned american flags and waved soviet flags . msm response ; crickets !,0
filthy muslims don't kill people  filthy cars kill people ?,1
if only the fuhrer would have given rommel one more division in north africa ...,1
even the white nationalist movement is ran by jews .,1
if they do not have the courage to condem antifa for the throwing of urine and fecees at peaceful prote,0
no regrets ! way to go guys . no more white shame . no more white guilt .,1
oh  that's right : black summer 2014 is about to kick off with memorial day . yoof violence will be broadcast on worldstarhiphop,1
if she dropped him like that ? no . but a dude hitting a woman is objectively less ok than reverse . we're physically much stronger on average .,1
trump is a self-serving corporate elitist & fraud . unfit to serve .,0
white powers son,1
two years ago  mammon worship like this was essentially republican dogma . thank god that trump showed up and mainstreamed nationalism .,0
. love white tears  lol,1
: 13 ( worst ) companies who support israels policies for white america july 23rd ! ! be there ! ! ...,1
white but also christian behavior .,1
" tell me  what  "" race "" "" is islam ? isn't "" "" racist "" "" for criticizing a violent ideology that urges followers to kill people . """,1
: mark zuckerburg gives $ 5m to an illegal immigrant college fund  but none to american students ?,1
he looks huh ' white to me,0
modern heretic : the jew funding the zoo,1
this human ( not sure actually ) is vile racist pond scum,1
call for the sergeant at arms to remove obama from our beloved white house now ! america first !,0
indiana in washington dc to demand an end to the replacement of european americans !,1
"  "" white supremacist site "" "" lmao ! i guess advocating for the interests of your own tribe / people constitutes "" "" supremacy "" "" . """,1
no one is for abortion . we are for personal choice . stop lying .,0
besides  your party started the white supremacist group kkk and antifa . proves you & libs are dumbasses and the most racist group out there,0
applauds getting rid of contraception for sexually active adults and more unplanned pregnancies / abortions . not pro-life . sad .,0
i know that . the media was not initially reporting an accurate depiction of the event details .,0
but he will be kept in delhi,0
: linking the cops to the rally is lame . paul ryan supports globalization and white genocide becaus,0
no way . don't get #firedforfaith - keep your bigotry on the inside . don't push that bs on subordinates . #march4marriage,0
oh like the shootings and lynchings of black teens by white people,0
it the blacks that keep us down as a people i see it,1
people who think an elected official really has control of these things lol,0
solution all white go home to the white homeland of europe no more immigration,0
when we reach critical mass white people won't care what label media throws at a white revolution + we will -,1
" if you join we can make america a great aesthetic  pro white european  effective and efficient  "" empire "" "" """,1
you're not white .,0
least he could do considering he attempted 2 cut uscg by $ 1b . there wouldn't be enough left 2 buy the cake or candles if he succeeded .,0
god is shaking his head at how stupid #trump voters are . he gave you guys free will and you're glorifying a racist . veeery christian-like .,0
if interested in knowing the real issues ; problems ; social sentiments of muslims in india ; pls see our previous surveys done for the week .,0
we love the black race they are are brothers you cocksuckers we are all one race,0
you bet usa needs borders ! we need to protect us jobs / citizens  stop passing drugs etc ! ! trump will get a wall !,1
he was only arrested at all by the racist white cops because he was mexican . had it been a white man  he would not even be given a ticket . white privilege,0
shouldn't you be wearing black & white to match your obvious inability to think in any other terms ?,0
i recall hearing him say somewhere that the white race ought to be destroyed,0
we're looking through these data right now . it's clear though that even w / arabs classed as whites  whites are underrepresented per capita .,1
: show me buddhist mandate to kill muslims . i'll show you islams mandate to kill polytheists,1
lol they used to throw nets over people like this and haul them off to the booby hatch !,0
sorry  cecilia ! even nyt admits  after reporting  that us policy changes are driving latest surge across border,0
a white org for white ppl,0
: white pride march in wales passes off peacefully via,0
he was clearly a white inferiorist of michael moore proportion,1
sounds like you're the hateful one ! white people need to learn to love themselves .,0
the democrats let the moslems change all our books about them nice hug,1
thailand : muslims murder six people  including three-year-old boy ... #islam #islamophobia #tcot,1
really have you heard the pope lately ? no christian or jew is taught to kill homosexuals.no law supports it .,0
stop white genocide,0
white will dominate ! sieg heil hitler,1
again  simple math . black people are 13 % of the population . white people are 63 % .,1
anti-white racism has reached critical mass in america ( video ) via,1
: : #ows no wonder the anp endorses you . proves u believe in the jew conspiracyif you actually look into it  ...,1
but he has probably gone mad because of white people and confederate statues -,0
. 3 ) they see you as a white man . you're going to be forced to acknowledge your identity eventually .,1
white supremacists say i'm a kikeservative . leftists on campus say i'm a white supremacist . things are weird .,0
as rhodes statue falls  white backlash rises via,0
we hindus offer lord krishna's package to muslims--give us 3 temples and keep 39997 masjids . i hope muslim leaders don't become duryodhans,1
" white rhodesians  boers ; we knew about jews  trusted them as  "" white "" "" . we blinded ourselves 2 what jews did . """,1
"  "" and by this political union between them  holding the white race at the south in complete subjection . "" "" brilliant piece ! love ! """,1
"  "" antifa is openly against fascist "" "" #facepalm they are the fa """,0
the white race are abolishing themselves by worship of false gods,1
filthy jews are not white . and jews don't fight they get others too . you'll find yourself in holocaust mark 2,1
wait . i thought white people invented harvard . weird .,0
splc preaches hate against conservatives and white people,1
. race is more than skin color . iq  voting  welfare  crime  aggression . open a biology book .,1
msm clearly embarrassed by anarchic & anti-white racist violence of #baltimoreriots and not a word about #soros funding #blacklivesmatter,1
black hood is the new white hood . no difference . neither can handle speech you dont agree with . i cant wait to see one of your little cowards . bam ! in the face .,1
who's the guy in white ?,0
nordfront holds huge nationalist rally in sweden #swrm #sweden #rally via,0
islamic terror will unite nationalists . but in germany ban on national socialism must go .,1
charlottesville will help to unite and properly radicalize those still on the fence via,0
optics cucks eternally btfo ! #whitelivesmatter did more to advance our narrative than any rally thus far . congratul,1
. #taxreform plan makes us employers more competitive ; repatriates corporate money parked overseas .,0
you can kill the unborn if they're not human . bring it back to : what is the unborn ? - scott klusendorf,0
: shocking : south african negroes livin ' large  eating sushi off white models via yho ! !,1
no surprise there mt : parenthood angrily slams pro-life vp pick paul ryan,0
compensation for holocaust victims deported by rail company : seems they just found other source to milk some o ...,1
" missed opportunity ;  "" you're only saying that because i am white . anti-racist is a code word for anti-white "" "" """,1
if you're not white then you're stupid for having swastikas on your profile,1
i'd go for marxism as their religion,0
"  "" nice whites "" "" get a kick in the face again . """,1
white genocide in america 1960-2060 #swrm #whitegenocide #us via,1
thanks for the colorful opinions  but celts are not white by your purist northern european standards . they are darker than modern meds .,0
bcuz white ppl exist which makes black kids murder each other over sneakers and street cred ... curse u white supremacy .,1
white people cured polio . one of many unearned privileges of living in a white society .,1
university report : a room full of white people is a microaggression,1
yawn ! but white on white gun crime killing thousands doesn't ?,0
question for gorsuch : scotus overturned its 1972 precedent upholding natural marriage in obergefell . was it therefore wrongly decided ?,0
let's start with the difference between a white supremacist and a white extremist can you tell ?,0
the germanic peoples are the enemies of the white race  notice how it's germanics enabling every other enemy,1
islamophobia the word is very divisive as it doesn't validate or even tolerate true fear people have of islamic incitement to terrorism .,1
we need presentation that makes people realize they've been gaslit into hating us when in actuality we are the normal  healthy people w love for our nation . american flags  singing national anthem . basic branding . follow trumps lead in that regard - the people are dying for it ! !,1
if you denounce these acts  you're islamphobe and you're accused of hate speech . denouncing rape = islamophobia / hate speech .,1
no ... that makes you stupid whether ur black or white ... oh ... did i also mention ignorant,1
15 year old white danish girl blinded by african muslims in racially motivated hate crime via,1
certainly the most turkic-looking white man i've ever seen . but race is a social construct so the msm must be right .,1
oh but why have nobody called me a racist even tho i'm white ? maybe becau,0
n0t wis3.bat #anonymous #fsociety,0
hey black lies matter how does it feel knowing the white man you hate so much is still leading and lying to you ?,1
new editions of mein kampf & white power and how to use them for study and online activism : #nazi #wpww #news,1
