text,attack-before-label,text-insert,attack-after-label
sorry  ... my white privilege marginalized the black racist guilt trip,1,sorry ... my wh😺😄ite priv🤣😃ilege marginalized the bl😁😊ack rac😹ist guilt trip,0.0
maybe you should look at the jewish control of america before calling white,1,maybe you should lo😺😊ok at the jew😻😺ish control of ame🤣😆rica before calling white,0.0
calling us racist for noticing that you're raping and murdering our people only makes us hate you more .,1,calling us rac😻😇😄ist for noticing that you're raping and murdering our peo😸😹ple on😻😃ly ma😆😄kes us hate you more .,1.0
the democrats have become the party of the non-white & anti-white  even the #aflcio can't save them . #usa,1,the democrats ha😸😸ve become the party of the non-😆white & anti-😻white ev😻😊en the #aflcio can't save them . #usa,0.0
black man ( who hates all white people ) murders white man for getting in his way on sidewalk .,1,bl😺😇ack m😹😸an ( who hates all wh😆😂ite peo😄😂ple ) murders wh😆😊ite man for getting in his way on sidewalk .,1.0
these are just young people who are looking for ooportunities in our country  the american dream ... to kill actual americans who are too stupid to stop them from coming here,1,these are just young peo😇😄ple who are loo😻😊king for ooportunities in our cou😂😃ntry the amer😸😇ican dream ... to ki😻😂ll act😸ual amer😇🤣icans who are too stupid to st😊🤣op them from coming here,1.0
talmud : last straw for great flood was marriage contracts for homosexuals . that's true jewish attitude .,1,talmud : la😃😸st straw for gr😸😺eat flood was marriage contracts for homosexuals . that's tr😊😻ue jew😄😁ish attitude .,0.0
i hope white racial consciousness reaches a po,1,i ho😹😄pe wh😊😁ite rac😆ial consci😆ousness reaches a po,0.0
. hates white people .,1,. hates wh😹😇ite peo😆😻ple .,1.0
#gayagenda will destabilize both white & black communities.societal collapse is in inevitable b,1,#gayagenda will desta😇bilize both wh😊😊ite & bl😆😁ack communitie😊s.societal collapse is in inevi😸😊table b,0.0
service before self - the gay conspiracy of white nationalism is revealed,1,service before se😻😁lf - the gay conspiracy of wh😸🤣ite natio😆😄😇nalism is revealed,1.0
sadly this is what the older jewish sect wants . a black on white race war,1,sa😆dly this is what the ol😸der jew😹😄ish sect wants . a bl😊😄ack on wh😺😃ite ra😻😂ce war,1.0
cuckservative faggots think that trump wants a police state . we already have a police state  and it was built by liberals and cuckservatives,1,cuckse😺rvative fag😺😇gots th😃😺ink that tr😹😁ump wants a police st🤣😁ate . we already ha😊😂ve a police state and it was built by liberals and cuckservatives,1.0
: white pill time : richard spencer helps to lead torchlight procession in support of white southern h,1,: wh😇😹ite pill ti😂😻me : richard spe🤣ncer helps to lead torchlight proce😇ssion in sup😁😹port of wh😄😇ite southern h,1.0
who doesn't love the kkk,1,who doe😹😄sn't love the kkk,1.0
as my wife is black  i can say black folk are some of most racist people i know  especially older black women ( they hate me ),1,as my wife is bl🤣😄ack i can s😆😃ay bl😇😇ack folk are some of most rac😊😄😃ist peo😹🤣ple i kn😄😁ow espec😹ially ol😊der black women ( they hate me ),0.0
this domino dude comes across as a piece of white trash .,1,this domino dude co😹😊mes across as a piece of wh😁😁ite tr😹😂ash .,1.0
yes white supremacy you numbskull  don't try to deny it,1,yes wh😸😁ite supr😃😆emacy you numbskull don't try to deny it,1.0
" no one in america thought irish were white when they came here on the coattails of the jews and dagos ; def nt  "" aryan "" "" """,1,"no o😁😄ne in ame😻🤣rica tho😄😁ught ir😆ish were wh😆🤣ite when they came here on the coattails of the je😂😊ws and dagos ; def nt "" ar😻😊yan "" "" """,1.0
the fbi dir coney is a joke he loves to call white ppl racist but not a peep on muslims or black who are,1,the fbi dir coney is a joke he loves to call wh😂😹ite ppl rac🤣🤣😃ist but not a peep on mus🤣😆lims or bl😂😂ack who are,0.0
only liars and white knight faggots,1,on🤣😊ly liars and wh😁😁ite knight faggots,1.0
my post on why gay people need to concede marriage = = >,1,my post on why gay peo🤣😹ple ne😺😃ed to concede marriage = = >,0.0
only white people conquered the amerindians & founded the united states of america . take your low iq anti-white racism away from us  period .,1,on😊😄ly wh😺😆ite peo😇😊ple conquered the amerindians & founded the uni😂ted states of ame😹🤣rica . ta😁😆ke your low iq anti-🤣white rac😺ism away from us period .,1.0
white = racist hindu = fascistbuddhist = terroristjew = capitalisthow the liberalist & the jihadist use terms to disarm your narrative .,1,wh😺😸ite = rac😊😆😆ist hindu = fascist😸buddhist = terroristjew = capitalisthow the liber😄alist & the jiha😂dist use terms to dis😆arm your narr😻ative .,0.0
the white europeans r righteously angry . vote #trump2016 cause white anger here will b more devastating than imaginable .,1,the wh😸😆ite europeans r right😊eously angry . vote #trum😹😆p2016 cause wh🤣😹ite an😂ger here will b more devastating than imagi😊😄nable .,0.0
let him whine for his illegals money,1,l😄😊et him whine for h😁😸is ille😹gals money,0.0
blacks are 1/6 white population . shoot someone at random 5/6 chance they are white .,1,bla😊😇cks are 1/6 wh😹🤣ite popul🤣ation . shoot someone at random 5/6 chance they are wh😂😸ite .,1.0
alt-right is anti-zionism ( jews ) and white genocide,1,alt-😁😊right is anti-z😺😄ionism ( je😄😸ws ) and white genocide,1.0
why does islam have to be forced on people ? kill people who renounce it ? kill those of other faiths ?,1,why does is😸😺lam ha😂😻ve to be forced on peo😆😇ple ? ki😃😻ll peo😂😂ple who renounce it ? kill those of ot😇her faiths ?,1.0
white americans kill the most americans . let's get rid of you  using your logic but using facts instread of false hate propaganda,1,wh😃😄ite amer😸😺icans ki😄😂ll the most amer😃😊icans . let's g😺😸et rid of you using your logic but using facts inst😹read of false hate propaganda,0.0
vote support your local racist contact show support for a wall you this is 4you,1,vote sup😺😄port your lo😹cal rac😁😸🤣ist contact show sup😆😊port for a wall you this is 4you,0.0
the media only cares when thugs who happen to be black get hurt.innocent whites having their skulls c,1,the me😇😃dia on😁😇ly cares when thugs who happen to be bl🤣😺ack g😆🤣et hurt.innocent whites having their skulls c,1.0
moslem invaders will bring an end to #,1,moslem inva😺ders will bring an end to #,1.0
liberal scientists developing methods to make white people less resistant to non-white invasion #swrm,1,lib😊😄😹eral scientists developing methods to ma😸😹ke wh😸😇ite people less resistant to non-😁white inva🤣😆sion #swrm,1.0
if muslims are to be considered a race ( absurdly ) then by default non-muslims are a race.therefore jihad is racist .,1,if mus😸🤣lims are to be considered a ra🤣😂ce ( absu😻rdly ) then by default non-m😄uslims are a race.therefore ji😸😹had is rac😹🤣😇ist .,0.0
the only whites who are declining are white liberals  white conservatives and everything to the right of them are multiplying . whites of tomorrow will be fewer but they will be far more right wing and far right . everything is going our way,1,the on😊🤣ly whi😂😊tes who are declining are wh🤣😂ite liberals wh😃😄ite conservatives and everything to the ri😁😊ght of them are multiplying . whi😸😃tes of tomorrow will be fe😂wer but they will be far more ri😃😁ght wing and far ri😃😹ght . everything is go😸😂ing our way,0.0
black people in #ferguson acted exactly like we expected them to,1,bl😹😸ack peo😃🤣ple in #ferguson acted exa😻ctly li😹😊ke we expected them to,1.0
the more white people who become fed up with leftist anti-white rhetoric the better . it's time for white ppl to love who they are again .,1,the more wh😂😊ite peo😆🤣ple who become fed up with lef😊tist anti-😁white rhetoric the bet😻😆😆ter . it😹😇's ti😺😇me for wh😺😻ite ppl to love who they are again .,0.0
infiltrator black politician wants anti-white ethnic cleansing in estonia | read more :,1,infil😃trator bl😆😹ack politician wants anti-😃white ethnic cleansing in estonia | re😻😄ad more :,1.0
10 % of norwegian women raped by muslim invaders  half before they were 18 via,1,10 % of norwegian wo🤣😇men raped by mus😆😸lim inva😺ders half before they were 18 v😹😺ia,1.0
italians must be ashamed to have such politicians  white race is finished unless fuhrer intervenes .,1,italians mu😃😃st be ashamed to ha😹🤣ve such politicians wh🤣🤣ite ra😸😁ce is finished unl😸ess fuh😄rer inter😇venes .,0.0
auschwitz didn't have a cinema and swimming pool for its prisoners ! #kkk #bbc3 #auschwitz #stopracism #alllivesmatter,1,auschwitz didn't ha😸😂ve a cinema and swimming pool for i😃😃ts prisoners ! #kkk #bbc3 #auschwitz #stop😇racism #allliv😊esmatter,1.0
in the jewish-dominated and increasingly anti-white new south  ...,1,in the jewish-dominated and increa😆😁singly anti-🤣white n😄😄ew so🤣😂uth ...,1.0
if black dysfunction is an indicator of institutionalized white supremacy  it appears cities get more white supremacist as they get blacker .,1,if bl😺😸ack dysfu😹nction is an indi😸cator of institut😇ionalized wh😺😃ite supr😂😇emacy it appears cit😻😹ies g😄😇et more white supre😂macist as they get bla😁cker .,1.0
i hate hur white aids bitchs head,1,i ha😻😁te hur wh😄😆ite aids bitchs head,0.0
the only immigration we should be having is white people .,1,the on😆😇ly immig😆😺😊😊ration we should be having is wh😺🤣ite people .,0.0
oh  huff po ... if you only knew the hate that flows in the white american male ...,1,oh huff po ... if you on😻😄ly knew the ha😆😹te that flows in the wh😂😺ite amer😹😻ican male ...,1.0
" rt white guilt is coming into play with white players wanting to look  "" woke "" "" and black players supporting him just because he's black ! """,1,"rt wh😃😂ite guilt is coming in🤣😄to play with wh😆😃ite players wanting to lo😆😺ok "" woke "" "" and bl😂😃ack players supporting him just because he's bl😹😺ack ! """,0.0
9year old white boy commits suicide after being tormented for months by racist arabs | read more : via,1,9year old wh😇😺ite boy commits suicide af😻😆🤣ter being tormented for months by rac😺😺😊ist arabs | re😺😻ad more : via,1.0
the new crime is cww criticizing while white because obama supporters easily dismiss whites who criticize their messiah as racist !,1,the n😄😄ew cr😂😺ime is cww criticizing while wh😃😃ite because ob😃😸ama supporters eas😸ily dis😄miss whi😁😇tes who crit😃icize their messiah as rac😁ist !,0.0
moscow ? or pakistan ? .. #wr #whiteresistance #whitegenocide,1,moscow ? or pakistan ? .. #wr #whitere😂😁sistance #whitegenocide,0.0
the only identity they fear is white identity .,1,the on😸😊ly iden😻😸😃tity they fear is white iden😹tity .,0.0
#islamophobia khomeini sexually assaulting crying and screaming 4 year old girl  with parental,1,#islamophobia khomeini sexu😇ally assaulting crying and screaming 4 year old gi😹😂rl with pare😆ntal,1.0
punisher cuck for sure . he is more coherent & knows what he is doing yet still does it . cuck knight is,1,puni😄sher cuck for su😹😊re . he is more coherent & knows what he is doing y😊😊et still does it . cuck knight is,0.0
new black panther leader says he's gonna hunt down and kill white people via,1,n😇😆ew bl😹😇ack pan🤣ther lea😸der says he's gonna hunt do😹😂wn and kill white people via,1.0
the sky high crime rates in the black communities kill many more people than police or white racism . #ferguson #,1,the sky high cr😄😃ime rates in the bl😻😆ack communities ki🤣😃ll many more peo😊😹ple than police or wh😸😸ite rac😺ism . #ferguson #,1.0
my friends in india sent me this . muslims slaughtering buddhist .,1,my friends in in🤣dia sent me this . mus😻😂lims slaughtering budd😆hist .,0.0
normal white person > its okay to be white clown world response > youre fired and banned from any traditional employment opportunities for the rest of your life,1,nor😹mal wh😇😃ite per😁😇son > i😸😻ts okay to be wh😇🤣ite clown wo😊😄rld response > youre fired and banned from any tradi😊tional emplo😻yment opportunities for the rest of your life,1.0
racist or white supremacy would want nothing more than government programs . a single generation of welfare destroys so many skills  fathers,1,rac😊😇😺ist or wh😃🤣ite supr😁😄emacy would wa😸😇nt not😹😄hing more than gover😹nment programs . a single gener😄ation of welfare destroys so many skills fathers,1.0
hi man heil hitler  dont you think is worse that inyour country now even the rrpublicans are jews,1,hi m😂😇an heil hit😆😹😁ler dont you th😁😺ink is worse that iny😺our cou😆😇ntry now even the rrpublicans are jews,1.0
fact : 90 % of all interracial crime in usa is black on white #swrm via,1,fact : 90 % of all inter😆😁racial cr🤣🤣ime in usa is bl😻😆ack on wh😻😸ite #s😊😁wrm via,0.0
" rt when will share an  "" uncomfortable truth "" "" about a race other than the white race ? or does the bbc just hate europeans ? """,1,"rt when will share an "" uncomf😆😆ortable tr😁😺uth "" "" about a ra😁🤣ce ot😻😸😺her than the wh😻😸ite ra😸😃ce ? or does the bbc just ha😸🤣te europeans ? """,0.0
now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .,1,n😹😂ow it h😁😇as that comme😻rcial where the travel show guy recommends race-mixing to eliminate wh😁😺ite peo🤣😃ple .,1.0
the white men are indeed evil pussiesblacks will never be free in white supremacist usait's,1,the wh😊😂ite m😁😸en are ind🤣eed evil pussiesblacks will ne🤣😃😂ver be free in wh😻🤣ite supre😃macist usait's,1.0
why are white nationalist white people who resist islam labelled racist ?,1,why are wh😹😆ite natio😁nalist wh😄😻ite peo😺🤣ple who res😇ist islam labelled rac😂ist ?,0.0
1 ) cuckservatism  inc . is a dying movement . all energy is w / alt-right & nationalism,1,1 ) cuckse😁rvatism inc . is a dying move😇ment . all energy is w / alt-😃😺right & natio😻😇🤣nalism,0.0
here is advocating black genocide . and there is no white genocide . yo,1,here is advocating bl😹😁ack geno😻😊cide . and there is no wh🤣😇ite genocide . yo,0.0
the enemy makes it clear what they hate and its us white folks and our heritage . war has been declared on us !,1,the enemy ma😊😻kes it clear what they ha😻😁te and i😂😄ts us wh😹😃ite folks and our heritage . w🤣😆ar has been declared on us !,1.0
those larping faggots are the worst with their civic nationalism and muh constitution . i just cannot stand them .,1,those larping fag😆😺gots are the worst with their civic natio😂😸😁nalism and muh consti😃tution . i just cannot st😄🤣and them .,1.0
what percentage of blacks have white friends ? could it be that it's natural to prefer your own race ?,1,what percentage of bla😃😻cks ha🤣😁ve wh😆😆ite friends ? could it be that it😹😇's nat😹ural to pre😊fer your o😂😇wn race ?,1.0
white genocide accelerates is france : at least 1 in 3 newborns are non-white | read more :,1,wh😺🤣ite geno😂😺cide accelerates is france : at least 1 in 3 newborns are non-😸white | re😸😂ad more :,0.0
obama is letting isis grow bc he wants refugees all over the white world to do away with white race . wake up libs .,1,ob😂😂ama is letting isis grow bc he wants refugees all ov😃🤣er the wh😂😃ite wo😇😺rld to do away with wh😻😁ite ra😃😁ce . wake up libs .,1.0
#fearthewalkingdead caption : look at all the black people die !,1,#fearthewalkingdead cap😄tion : lo😸😂ok at all the bl🤣😄ack peo😻😇ple die !,1.0
steve clevenger is suspended for speaking out against the anti-white attacks in #charlotte and the anti-white hate of #blm .,1,steve clev😆enger is suspended for speaking o🤣😃ut aga😆😁inst the anti-😻white attacks in #charlotte and the anti-😻white ha😄🤣te of #blm .,1.0
good york #jews dismiss black on white #rape,1,go🤣😆od york #j😃😆ews dis😊miss black on white #rape,0.0
" : australia returns non-white invaders to sri lanka ; jewish  "" human rights "" "" groups flip out """,1,": australia returns non-😃white inva😺ders to sri lanka ; jew😇😊ish "" human rights "" "" groups flip o😄😄ut """,1.0
cnn wants black people to think the president is racist . look around you,1,cnn wants bl😄😃ack peo😆😆ple to th🤣😸ink the president is rac😆ist . look around you,0.0
happy white genocide,1,happy wh😆😂ite genocide,1.0
but flooding white america with race mixing in advertisements is just as wrong as forcing an individual to not marry someone of other race .,1,but flooding wh😇😇ite ame😻😹rica with ra😸😻ce mixing in advertisements is just as wrong as forcing an indiv😇😸idual to not marry someone of ot😺😻😃her ra😁😺ce .,1.0
#ferguson people must be destroy to they make a fun by the murder ! ! ! #freedomtoblakcs #wearenotaslave,1,#ferguson peo😃😹ple mu😺😄st be destroy to they ma😇😻ke a fun by the mur🤣😊😊der ! ! ! #freedomtoblakcs #wearenotaslave,1.0
white men who get with nonwhite women  are sexual failures .,1,wh😄😇ite m🤣😹en who g😹🤣et with nonw😻hite women are sex😆ual failures .,1.0
the anp needs to take a stronger / different stand with faggots and lesbians . many ns people do not respect your stance .,1,the anp ne😂😹eds to ta😄😆ke a stro😆nger / different st😄😸and with fag😆😁gots and lesbians . many ns peo😂😹ple do not respect your stance .,1.0
hello speedy gonzales  hows it going jose ? bumped any old white people off lately ? ? oh youre hispanic huh ? kill em all you mexican devil,1,hello speedy gonzales hows it go😸😺ing jose ? bumped any old wh😻😃ite peo😸😃ple off lat😻ely ? ? oh youre hispanic huh ? ki😇😇ll em all you mexican devil,1.0
you can't be both . jews are the # 1 enemy of the white race  period .,1,you can't be both . je😻😺ws are the # 1 enemy of the wh😺😊ite ra😁😇ce period .,1.0
study : increased ethnic diversity making whites miserable via you ain't in ! #whitegenocide,1,study : incr🤣eased ethnic dive😂😃😊rsity making whi😸😇tes mise😻rable v😇😁ia you ain't in ! #whitegenocide,1.0
the cultural jewel of the south has become a cesspit for trannies and third-worlders .,1,the cult😇ural jewel of the so😻😂uth h😃😇as become a cesspit for trannies and third-worlders .,1.0
#blacklivesmatter #whitelivesmatter #chimpout #whitegenocide,1,#blackli😆vesmatter #whiteli😃vesmatter #chimpout #whitegenocide,1.0
you know how to know spencer is a jew . just say so . then it's true . ta-da !,1,you kn😹😃ow how to kn😁😸ow spe😸ncer is a j😺😸ew . just s😺😺ay so . then it🤣😊's true . ta-da !,0.0
yes it's simple protect the jew and kill everyone else .,1,yes it🤣😊's simple protect the j😸😄ew and ki😆🤣ll everyone else .,1.0
why is that a stupid conclusion ? also  i agree that black and white people shouldn't date .,1,why is that a stupid concl😇usion ? also i agree that bl😺😇ack and wh😸😻ite peo😊😆ple shouldn't date .,1.0
another anti-white racist attacks in obama's america ( video ) via,1,ano😁😂😊ther anti-😄white rac😊😆😹ist attacks in obama's ame😺😊rica ( video ) via,0.0
many whites are waking up to the wonder and pride of being white . defend your race and culture . white americans are america,1,many whi😁😃tes are waking up to the won😺der and pride of being wh😹😃ite . defend your ra😆😺ce and cul🤣😹ture . wh😄😺ite americans are america,1.0
ohio law  whitey pays for blacks crimes or jail . white girls arrested so corrections officers have something to play with .,1,ohio law whitey pays for bla😁😂cks crimes or jail . wh😻😇ite girls arrested so corrections officers ha😃😃ve something to play with .,1.0
this mentality is exposing your hate . ask yourself if victimhood is a choice of your own or some weird marxism zombie control . you are making the norm of america who are not racist like you go into survival mode . what is happening ? you think whites have it easy ? this is so weird,1,this ment😆ality is exposing your ha😻😃te . ask yourself if victimhood is a choice of your o😂😃wn or some weird mar😃xism zombie control . you are making the norm of ame🤣😄rica who are not rac😊😃😇ist li😸😁ke you go in😄😃to surv😸ival mode . what is happening ? you th😆😆ink whi😄😄tes ha😊😂ve it easy ? this is so weird,0.0
just mad because we stand by trump ! ur not immune frm terrorists  bill-they hate elite white men !,1,just mad because we st😇😁and by tr😸😃ump ! ur not imm😃une frm terrorists bill-they ha😇😂te elite wh😻😹ite men !,1.0
white woman raped by haitan savage  blames white civilization,1,wh😹😻ite woman raped by haitan savage blames wh😊🤣ite civili😸zation,1.0
innocent white girl shot to death for fun by black racist killers | read more : via,1,inno😄cent wh😻😊ite gi😸🤣rl shot to death for fun by bl😊😃ack rac😄😂😸ist killers | read more : via,1.0
why are you asking for / enabling more muslims to invade white countries and kill white people ?,1,why are you asking for / enabling more mus😃😊lims to inv😇ade wh😇😆ite coun😻🤣tries and ki😊😺ll white people ?,1.0
#democrat senator byrd was a exalted cyclops of the #kkk .,1,#dem😊😹ocrat senator byrd was a exalted cyclops of the #kkk .,0.0
no such thing as british muslim its just plain old murdering muslim thanks .,1,no such th😂😇ing as british mus😸😻lim i🤣😺ts just plain old murdering muslim thanks .,1.0
but there is an anti-white agenda . nobody is pro white and if they even consider that thought they are called nazis .,1,but there is an anti-😁white agenda . nobody is pro wh😄😇ite and if they ev😹😁en cons😄ider that tho😺😃ught they are cal😇😇led nazis .,1.0
illegal alien may be allowed to pass the florida bar to practice law in america . ( but he's f'ing illegal ! ),1,ill😺😻😄😺egal alien may be allowed to pass the florida bar to practice law in ame😄😁rica . ( but he's f'ing ill😊😃😸😂egal ! ),0.0
white pride,1,wh😄😆ite pride,0.0
blacks murder and rape whites around the clock  & hold whites as a whole accountable for slavery . but all blacks are innocent . ok,1,bla😊😻cks mur😃😊😊der and rape whi😃😆tes around the clock & hold whi😆😊tes as a whole accou😂ntable for slavery . but all bla😻😸cks are inno😇cent . ok,1.0
credibility of white race will be lost if they resort to lies & cheating on taliban & isis,1,credi😁bility of wh😆😊ite ra😃😃ce will be lo😊😻st if they resort to lies & cheating on taliban & isis,0.0
90 % of all interracial crime is black on white . white people have paid a terrible price for trying to live with blacks .,1,90 % of all inter😹😂racial cr😂😇ime is bl😻🤣ack on wh😂😻ite . wh😊😁ite peo😃😇ple ha😃😺ve paid a terr😸ible price for trying to live with blacks .,1.0
" in this article  white nationalists bred in america are defining their national identity - swallowing the  "" red pill "" "" """,1,"in this article wh😁😸ite nationalists bred in ame😊😊rica are defining their nati😻😸😹onal iden😻😻😊tity - swallowing the "" red pill "" "" """,0.0
in us  black lives matter is not racist but kkk is ? questions about sincerity and seriousness . if blm is not racist  kkk cannot be .,1,in us bl😻😂ack li😺😸ves mat😹😇😁ter is not rac😸🤣😆ist but kkk is ? questions about sinc😊erity and serio😆usness . if blm is not rac😇😹🤣ist kkk cannot be .,0.0
a new flag for the white homeland in the northwest .,1,a n😇😂ew flag for the wh😃😊ite homeland in the northwest .,0.0
them & kill them muslim leader call for 10000 volunteers 2 kill white people,1,them & ki😊😻ll them mus😁😇lim lea😹der call for 10000 volunteers 2 ki😂😃ll white people,1.0
ok - here goes : save the boer . immediate segregation of blacks and whites across the world . otherwise  rahowa . you people destroyed rhodesia and south afrika . either step in to fix situation for boer  or we step in to take you out .,1,ok - here goes : save the boer . imme🤣diate segre😺gation of bla😸😊cks and whi😆😁tes across the wo😂😸rld . othe😆rwise rahowa . you peo😸😇ple destroyed rhodesia and so😁😺uth afrika . eit😄her step in to fix situ😹ation for boer or we step in to ta😺🤣ke you o😁😸ut .,1.0
no more white submissivism to jewish supremacism .,1,no more wh😆😊ite submis😻sivism to jew😇😻ish supre😇macism .,1.0
you're what i call a mental slave . in fact you're a racist . the irony here is that you despise racism  yet you're super racist . you despise white supremacy  yet advocate black supremacy . you call me a ws  cause i say freedom and liberty for all . name 1 ws that says that . just 1,1,you're what i call a men😆tal slave . in fact you're a rac😺😂😁ist . the ir😹ony here is that you des😆pise rac😃ism y😇🤣et you're su😆per rac😁😹😇ist . you des😊pise wh🤣😊ite supr😄😃emacy y😂😹et advocate bl😁😸ack supr😇😆emacy . you call me a ws cause i s😻😁ay freedom and liberty for all . name 1 ws that says that . just 1,0.0
i remember a video or audio file in which he said something like the white race needs to be blended out of existence,1,i reme😂mber a vi😃🤣deo or audio file in which he said something li😃😻ke the wh😸😊ite ra😆😇ce ne😸🤣eds to be blended out of existence,1.0
two million arab refugees are ready to invade europe . why can't the eu just close the turkish border ?,1,two million arab refugees are ready to inv😺ade eur🤣😹ope . why can't the eu just close the turkish bor😄der ?,0.0
picket businesses and even homes of anti white corporate filth ! no more mister nice guy ! white man fight !,1,picket businesses and ev😸😁en homes of an😂😇ti wh😇😁ite corporate filth ! no more mis😺ter nice guy ! wh😃😺ite m🤣😻an fight !,1.0
absolutely  jews keep dying at the hands of white jews in order for the few je,1,absol😂utely je😂😇ws ke😻🤣ep dying at the hands of wh😹🤣ite je😆😊ws in or😊der for the few je,1.0
yep jews are not white but is white,1,yep je😊😁ws are not wh😃🤣ite but is white,0.0
jews push 4immigration and white genocide :,1,je😻🤣ws push 4immig🤣😂😊😆ration and white genocide :,1.0
why do jews want access to all white countries hey ?,1,why do je😂😄ws wa😺😆nt access to all wh😆😺ite countries hey ?,0.0
what's worse : a white animal abuser or a black jew ?,1,what's worse : a wh😺😸ite ani😹mal abu😹ser or a bl😄🤣ack j😁😇ew ?,0.0
racist attacks on white dutch people by mobs of muslim immigrants continue ( video ) va,1,rac😆🤣😄ist attacks on wh😆😹ite dutch peo😻😁ple by mobs of mus🤣😃lim immig😊rants continue ( video ) va,1.0
this tranny doesn't even look white !,1,this tranny doesn't ev😺😊en lo😃😻ok white !,1.0
white supremacist don't like jews are black ppl . trumps family is jewish . trump helps african american,1,wh😁😊ite supre😆macist don't li😄😁ke je😊😻ws are bl😃😆ack ppl . trumps fam😆ily is jewish . trump helps african american,1.0
because beautiful white  blonde haired babies are absolutely adorable and against everything they stand for . :(,1,because beautiful wh😇😂ite blonde haired bab😁🤣ies are absol😆utely ador😸able and aga😄😄inst everything they st😺😻and for . :(,0.0
" da bears : white hero mike ditka attacks nfl negroids  calls out  "" oppression "" "" hoax via """,1,"da bears : wh🤣🤣ite hero mike ditka attacks nfl negroids calls o😄😂ut "" oppre😇ssion "" "" hoax v😺😆ia """,1.0
politically correct jewish press continues to humanize pedophiles via,1,polit😺ically correct jew😻😺ish press continues to huma😸nize pedophiles v😺😊ia,1.0
real quotes from anti-white globalist jew,1,re😊😸al quotes from anti-😇white glob😹alist j😹😁ew,1.0
how did less than 3 % of pop acquire so much clout ? oops  forgot it is anti-semitic of me to ask that question .,1,how did less than 3 % of pop acquire so mu😇😇ch clout ? oops forgot it is anti-s😇emitic of me to ask that ques😇tion .,1.0
amen ! that's why i only support what is openly pro white  no code words  just pure white pride !,1,amen ! that's why i on😄😹ly sup🤣😃port what is ope😸nly pro wh🤣😸ite no code words just pure wh😃😸ite pride !,0.0
: caleb russell inspires next #cair bus ad : #myjihad is to kill all the white people on this bus,1,: caleb russell insp😻ires next #cair bus ad : #myjihad is to ki😊😁ll all the wh😻😺ite peo😊😆ple on this bus,1.0
via white privilege conference says resisting jihad terror is racist  bashes robert ... #catholic,1,v😻😸ia wh😹😇ite priv😂😄ilege conference says resisting jihad terror is rac😂ist bashes robert ... #catholic,0.0
by diversify you mean a plague  reminiscent of the nothing from the never ending story . nieberhoods one by one turning to ghetto slums full of black hoodlums and white homosexuals that teach white guilt and anti cis feminism .. filth,1,by dive🤣rsify you mean a plague reminiscent of the not😻😸hing from the ne😹😁😃ver ending story . nieberhoods o😺😺ne by o😃😺ne turning to ghetto slums full of bl😇😺ack hoodlums and wh😊😊ite homosexuals that teach wh😆😆ite guilt and an😇😸ti cis femi😇nism .. filth,1.0
racist kkk cops shooting @ other cops is strategy of #alec clans to vilify ! otherwise  cameras will identify shooter !,1,rac😊😹😁ist kkk cops shooting @ ot😆😃😊her cops is strategy of #alec clans to vil😹ify ! othe🤣rwise cameras will iden😸tify sho😄oter !,0.0
barack obama is a racist black man who hates white people.and he is a communist muslim who hates america.and it trickled down for 8 yrs .,1,barack ob😂😊ama is a rac😄😄😺ist bl😂😺ack m😆😃an who hates wh😃🤣ite people.and he is a comm😂unist mus😊😹lim who hates america.and it trickled down for 8 yrs .,1.0
jews  communists and genocidal hate in whiteness studies #withjewswelose #hitlerwasright,1,je😄😊ws communists and geno😊cidal ha😇😇te in whit😇eness studies #withje😺😆wswelose #hitlerwasright,1.0
after fifty years of integrated schools  blacks can't compete at the white or asian level in a single school district !,1,af😻😻😻ter fifty years of integ😂rated schools bla😹😹cks can't compete at the wh😻😇ite or asian level in a single school dist😻rict !,1.0
" christian hate minister walid shoebat says  "" kill gays "" "" """,1,"christian ha😊😄te mini😹ster walid shoebat says "" ki😊😸ll gays "" "" """,1.0
americans are white . it was founded  created  and ran by whites until boomer hippies got white guilt,1,amer😸😃icans are wh😆😁ite . it was founded created and ran by whi😹😇tes un😸til boo😆mer hippies got wh😃😊ite guilt,0.0
the longer they take releasing his motives  the scarier it becomes for the white race,1,the lon😸ger they ta😂😊ke releasing h😺😻is motives the sca😻rier it becomes for the wh😃😻ite ra😊😊ce,1.0
jewish mayor of st . petersburg  florida ' bans ' donald trump via #withjewswelose,1,jew😊😄ish mayor of st . petersburg florida ' bans ' donald tr😻😁ump v😺😄ia #withjewswelose,1.0
right . white men didn't kill all the jews  so the jews are,1,ri😃😺ght . wh😺😹ite m😂😺en didn't kill all the jews so the jews are,0.0
white privilege 101 : salon is there any truth to the argument that jews are hostile to white people ?,1,wh🤣😊ite priv😁😇ilege 101 : salon is there any tr😺😄uth to the argu😺ment that je😃😺ws are hostile to wh😻😸ite people ?,0.0
white people are an endangered species that is affected by open borders .,1,wh😻😂ite peo😇😁ple are an endangered species that is affected by open borders .,0.0
jewish harvard professor wants to abolish the white race via but i bet jews are okay in his eyes .,1,jew🤣😺ish harvard professor wants to abolish the wh😻😊ite ra😹😹ce v😄😃ia but i bet je😸😇ws are okay in his eyes .,1.0
defend the aryan race . they'll learn from they're wide awake nightmare,1,defend the ar🤣😄yan ra😃😸ce . they'll learn from they're wide awake nightmare,1.0
