text,attack-before-label,text_emoji,attack-after-label
ok to hate new york city again : it looks like new york citys brief flirtation with white civilization ( 1994 ...,1,ok to ha😊😊te~ n😹😹ew~ york ci🤣ty… again : it looks li😂😂ke- n😄😄ew- york citys brief flirt😺ation~ with wh🤣🤣ite- civili🤣zation… ( 1994 ...,0
is it true that they are going to shoot white people nov 4th ?,1,"is it tr😇😇ue- that they are going to shoot wh😻😻ite, peo😁😁ple- nov 4th ?",0
when islam enters new territories  its purpose is to destroy . #stopislam #,1,"when is😹😹lam… enters n😊😊ew- territories its purpose is to des😂😂troy, . #stopislam #",1
muslims kill meditating buddhists in sri lanka,1,"mus😹😹lims, ki😺😺ll… meditating buddhists in sri lanka",1
canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose uglytruth #m103,1,"canadians rejecting misog😸ynist, g😹😹ay- / j😊😊ew, / westhating is😹😹lam- must fearl😃essly- expose uglytruth #m103",0
indigenous people don't realize if they want to live a comfortable capitalist nuclear family life  they must also support nazism .,1,"indig🤣enous, peo😹😹ple, don't rea😻lize… if they want to li😆😆ve, a comfo😆rtable~ capit😁alist, nuclear fam😊ily, life they mu😺😺st- al😃😃so~ sup😃😃port, naz😄ism, .",1
" oh  and the group that kills children are  "" white "" "" too . """,1,"oh and the gr🤣🤣oup, that kills chil😄😄dren- are "" wh😄😄ite, "" "" too . """,0
david duke : the racial murder and rape of white women in america | read more : via,1,"david duke : the rac😃😃ial… murder and rape of white wo😂😂men, in america | re😂😂ad~ more : v🤣🤣ia,",1
how else are you going to make white people breed outside their race ? majority of whites do not,1,how else are you going to make wh😁😁ite~ peo🤣🤣ple… breed outside their ra😺😺ce… ? majo😄rity- of whi😹😹tes- do not,1
" maybe you have a point  but are they  "" white supremacists "" "" doing the sabotaging  or are they "" "" jewish supremacists "" "" ? """,1,"maybe you have a point but are they "" wh😂😂ite, suprem😇😇acists, "" "" doing the sabotaging or are they "" "" jew😆😆ish, suprem🤣🤣acists- "" "" ? """,0
it took a gay conservative for the media to finally expose the pedophilia problem in the gay community,1,"it took a g😇😇ay… conser😄vative~ for the me😸😸dia- to fin😁ally, expose the pedophilia pro😸😸blem, in the g😄😄ay, comm😆unity~",0
fact : adl was founded by a jew that raped and murdered a white child.even left wing wikipedia says they're a front to promote israel . #zog,1,fact : adl was founded by a j😻😻ew~ that ra😃😃ped… and murdered a wh🤣🤣ite~ child.even le😺😺ft- wing wikipedia sa😃😃ys- they're a front to promote isr😊😊ael~ . #zog,1
muslims r so messed up  politicians should be forced to fund own security  they make decent people highly vulnerable,1,"mus🤣🤣lims… r so messed up politicians should be forced to fund own secu😹rity~ they ma😸😸ke~ decent peo😄😄ple… hig😺hly~ vulne😄rable,",1
good on you mate ! ! ! creepy interviewer jew !,1,go😸😸od~ on you mate ! ! ! creepy inter😹viewer- j😻😻ew~ !,0
and sure  kebab  what could a jew ever do to us ? if they kill us then they are dead  extinguished from the earth . capisce ? same with you .,1,"and su😇😇re- kebab what could a j😻😻ew- ev😹😹er, do to us ? if they ki😸😸ll, us then they are de😂😂ad~ extinguished from the earth . capisce ? same with you .",1
and i'd completely disagree  black on white crime is nx that of white on black . being from atl i've experience the worst,1,"and i'd compl😊etely~ disa😻gree, bl😃😃ack~ on wh😻😻ite, cr😄😄ime, is nx that of wh🤣🤣ite- on bl😃😃ack- . being from atl i've experience the worst",0
is it criminal to want a white america ? lets talk about the founders ideas for,1,"is it crim😹inal~ to wa😂😂nt… a wh😁😁ite, ame😸😸rica- ? lets talk about the founders ideas for",0
white terrorist holds the biggest share of mass murder in america . give some lessons to them,1,"wh😄😄ite, terr😄orist, holds the biggest share of ma😇😇ss~ mur🤣🤣der, in ame😁😁rica… . gi😊ve… some lessons to them",1
islam has special privileges in the uk : muslims have been bullying britain and the leftists are their helpers,1,is😄😄lam… has spe😁cial~ privileges in the uk : mus😄😄lims- have been bullying britain and the leftists are their helpers,1
happy birthday to a tremendous hero : adolf hitler ! let's honor his life with consistent outreach activism ! ! help the anp save the white race,1,"happy birthday to a treme😹ndous, hero : adolf hit😊😊ler- ! let's honor his life with consistent outreach acti😺vism~ ! ! he😂😂lp- the anp save the wh😹😹ite… ra😇😇ce~",1
the political doctrine is religious doctrine to muslims . the koran ( mo ) says kill  so they kill .,1,"the poli😺tical- doctrine is reli😃gious, doctrine to mus😆😆lims- . the koran ( mo ) sa😺😺ys- ki😺😺ll, so they ki😃😃ll, .",1
islamophobia ? what do these people expect when they kill us and fly airplanes into our buildings ?,1,"islamo😸😸phobia, ? what do these peo😆😆ple… expect when they ki😸😸ll- us and f😆ly, airplanes in😊to- our buildings ?",1
sieg hail 88 ! from aus . have another great white friday,1,"sieg hail 88 ! from aus . have ano😄😄ther, gr🤣🤣eat, wh😂😂ite… friday",1
the white house is the jihad terror on american soil,1,the wh😇😇ite- house is the ji😂😂had~ terror on american soil,1
hitler warn about self pride in max form white ? only is kkk satanist n misguided white peace neutral,1,"hit😂😂ler~ warn about self pr😂😂ide… in max form white ? on😊ly- is k😻😻kk, sata😃nist- n misguided wh😇😇ite, peace neu😂tral~",0
we shouldn't be intimidated for loving our white race .,1,we shouldn't be intim😃idated~ for loving our wh😂😂ite- ra🤣🤣ce~ .,0
weknowwhoisbehind plot 2genocide white race,1,weknowwhoisbehind plot 2gen😹😹ocide… white race,1
white genocide accelerates in england : white british pupils will be outnumbered by 2037 #swrm via,1,"wh😁😁ite, geno😺😺cide, accelerates in england : wh😹😹ite… british pupils wi😹😹ll, be outnumbered by 2037 #swrm via",1
white supremacists were less than . 02 of the pop before they amped up the war on white people . that numbers tripled . they are forcing this .,1,wh😹😹ite~ suprem😸😸acists- were le😂😂ss… than . 02 of the pop before they amped up the w😆😆ar~ on wh😊😊ite… peo😸😸ple… . that numbers tripled . they are forcing this .,1
bernie bros are entitled white males via #maleprivilege #culturalmarxism #feminismiscamcer #democrats,1,"bernie bros are entitled wh😆😆ite, males v😇😇ia, #maleprivilege #cultura😄lmarxism- #feminis😁miscamcer… #democrats",0
they hate white people alex ! and nobody hates them more than the people who look like the cast of seinfeld ! tell your viewers !,1,"they ha😇😇te- wh🤣🤣ite~ peo😸😸ple, alex ! and nobody hates them more than the peo😻😻ple… who lo😻😻ok- like the cast of seinfeld ! te🤣🤣ll- your viewers !",1
for sure ! whites are nothing more than a color breed .,1,"for su😻😻re, ! whi😻😻tes~ are not😊😊hing, more than a color breed .",0
white people shouldn't be wasting money on anti white rags like the washington post  new york times and,1,"wh😻😻ite~ people shouldn't be wasting money on an😻😻ti- wh😆😆ite… rags like the washington post n😸😸ew, york times and",0
jewish money is funding #farleft radicals & jew media is pushing their propaganda .,1,"jew😸😸ish- money is funding #farleft radicals & j😸😸ew… me😺😺dia, is pushing their propaganda .",1
ethnic cleansing of europeans in america increased : nearly half of youth population is non-white via,1,"eth😊😊nic, cleansing of europeans in ame😆😆rica~ incr🤣eased… : nea😹rly, half of youth popul😊ation… is non-😸white~ v😃😃ia,",1
maybe feminists who hate men & want to blame the white race for everything wrong ?,1,"maybe feminists who hate men & wa😊😊nt~ to blame the wh😊😊ite, ra😻😻ce~ for everything wr😄😄ong, ?",0
muslims always feel provoked and offended ... that's why islam has to be banned from democracies .,1,"mus😃😃lims, alw😺😺ays~ feel provoked and offended ... that's why is😺😺lam… has to be banned from democracies .",1
i've even seen polling that puts us closer to 9 %  but still we already have the numbers for a nice little ethnostate .,1,"i've ev😸😸en, seen polling that puts us clo🤣ser- to 9 % but st😇😇ill- we already have the numbers for a nice little ethnostate .",1
: thats right . they are proud of the fact that the white race is being led to its death ... the greatest race to eve ...,1,": thats ri😺😺ght~ . they are proud of the fact that the wh😻😻ite, ra😊😊ce- is being led to its de😁😁ath… ... the greatest ra😸😸ce- to eve ...",1
jew run google soliciting donations to support non-white invasion of europe via,1,"jew r😃😃un- google soliciting donations to support non-😆white~ inva😄sion, of eur😊😊ope… v😊😊ia~",1
they hurt white people  they are full of hate just like the left  they are original de,1,"they hurt wh😸😸ite, people they are full of ha😺😺te- just li🤣🤣ke~ the le😹😹ft, they are orig😻inal~ de",1
this is the cuck you wantedthe buck you called downdemarcus straddles your wife  a giantyou're not racist now,1,"this is the cu😺😺ck, you wantedthe buck you cal😹😹led… downdemarcus straddles your wife a giantyou're not rac😄😄ist, n😊😊ow-",1
a nation is a product of race  culture and heritage of which a multicultural society destroys . white people need a land of their own .,1,"a nat😻😻ion- is a product of ra😸😸ce, cul😃😃ture… and heri🤣🤣tage… of which a multic😃ultural… society destroys . white peo😇😇ple~ ne😂😂ed, a land of their own .",1
that's a anti white agenda perpetrated by the jews,1,"that's a an😄😄ti… wh😺😺ite, agenda perpetrated by the jews",1
israel stopping african immigrants whilist jews open america and european borders,1,"isr🤣🤣ael- stopping african immigrants whi😊list~ jews open ame😹😹rica… and euro😹😹pean, borders",0
no race can love itself as much as the white race can .,1,"no ra😇😇ce- can love itself as mu😇😇ch~ as the wh😊😊ite, race can .",0
no . u would need to eliminate life of mohammed & parts of the koran that take place in medina . hasn't been done in 1400 yrs .,1,"no . u would ne😂😂ed… to eliminate life of mohammed & parts of the koran that ta😃😃ke, place in medina . hasn't been done in 1400 yrs .",0
you completely misunderstood jared and myself stupid jew,1,"you compl😁etely, misunderstood jared and myself stu😄😄pid- j😄😄ew…",1
the genocide of white america : 1980-2010 via,1,the geno😃😃cide~ of wh😊😊ite- america : 1980-2010 via,1
third world mongrels bring third world problems,1,third wo😊😊rld~ mongrels bring third wo😂😂rld- problems,1
those programs are guaranteed to fail because of changing demographics - more non-whites  more elderly whites,1,those programs are guaranteed to fail because of changing demographics - more non-w😺hites- more eld😹erly~ whi😂😂tes-,0
i had should have placed a bet that it would be a jew,1,i had should have placed a bet that it would be a j😁😁ew…,0
let's be a white resister : because the beauty of the white aryan woman must not perish from the earth !,1,"let's be a wh😄😄ite~ resi😻ster~ : because the beauty of the wh😂😂ite~ ar😃😃yan… wo😁😁man, mu😂😂st- not perish from the earth !",1
amren is not pro white i think . when i offered to speak i was answered by a jew & then no one got back to me,1,"amren is not p🤣🤣ro~ wh😂😂ite, i th😄😄ink… . when i offered to speak i was answered by a j🤣🤣ew- & then no o😻😻ne… got ba😊😊ck, to me",0
it's a shame louisana allowed white trash to desecrate heroes .,1,it's a shame louisana allowed wh😂😂ite… tr😂😂ash~ to desecrate heroes .,1
stop evil jew white genocideu 2 - grace :,1,"stop evil j😃😃ew, wh😹😹ite- genocideu 2 - grace :",1
if they don't say upfront they are for the white race its because they aren't !,1,"if they do😺😺n't~ s😸😸ay… upfront they are for the wh😁😁ite… ra😂😂ce, its because they aren't !",0
lmao fat feminists ghost tweet anti-white vitriol from beyond the grave,1,lmao fat feminists ghost tweet anti-😁white… vitriol from beyond the grave,1
another pervert liberal ... fancy that !,1,"ano😊😊ther, pervert lib😄😄eral~ ... fancy that !",0
i have seen this woman on youtube she is fantastic and so knowledgeable on muslim history and their infestation of the western world,1,"i have seen this wo😇😇man~ on youtube she is fantastic and so knowle😺dgeable- on mus😺😺lim… his😆😆tory… and their infes😹tation… of the western wo😂😂rld,",1
black activists call for lynching and hanging of white people and cops via,1,"bl😸😸ack- activists ca😸😸ll- for lynching and hanging of white people and cops v😇😇ia,",1
alt right crusade to free our mind and soul from pc feminist liberal jihad a,1,"alt ri😃😃ght, crusade to free our mind and soul from pc femi😸nist~ lib😆😆eral… ji🤣🤣had- a",0
i learned a lot about those white honky crackers from the movie called ( hillary's america ) and how the kkk has evolved,1,"i learned a lot about those wh😹😹ite, honky crackers from the movie cal😃😃led, ( hillary's ame😄😄rica~ ) and how the k😇😇kk… has evolved",1
what is #romney going to do for white americans ? not for blacks  jews  israel  latinos  asians  queers  etc . #gop,1,"what is #romney go😁😁ing… to do for wh😺😺ite- amer🤣🤣icans~ ? not for blacks je😸😸ws, isr😂😂ael, latinos asians queers etc . #gop",0
cernovich is a race mixer . he's ruined his white genes . 1000 years of pure genetics down the drain !,1,"cernovich is a ra😄😄ce- mi😊xer… . he's ruined his wh😺😺ite, genes . 1000 ye😃😃ars… of pure genetics down the drain !",1
antifa hate whites . many are self hating white psychopaths ...,1,antifa hate whi😂😂tes… . ma😆😆ny~ are self hating wh😄😄ite- psychopaths ...,1
blacks in us literally take more then they give back  your people are taking white tax dollars & complaining that it's still not enough,1,"bla😺😺cks… in us lite😊rally- ta😂😂ke- more then they gi😄ve~ ba😸😸ck- your peo🤣🤣ple- are taking white tax dollars & complaining that it's st😊😊ill, not enough",1
a rich black guy and a rich jew team up to try and stir up attacks against white americans .,1,a rich bl🤣🤣ack- g😊😊uy~ and a rich j😺😺ew… team up to try and stir up attacks against white amer😆😆icans~ .,1
so is mass non-white immigration to the west in the minds of jews,1,"so is ma😆😆ss, non-😃white~ immig😇😇ration, to the west in the minds of je😺😺ws-",1
we who are pro-white want to preserve the white race . we believe that all races have the right to exist  including the white race .,1,"we who are pro-white wa😆😆nt… to preserve the wh😹😹ite~ ra🤣🤣ce~ . we bel😊😊ieve… that all races have the ri😂😂ght, to ex😺ist, incl🤣uding- the white ra😃😃ce… .",1
dirty left-wing scum ! #abortion #crueltyfree #ireland #whitegenocide,1,"dirty left-wing scum ! #abo😆rtion, #crueltyfree #ire😻land~ #whiteg😂😂enocide~",1
" lower iq and the resulting aggressive behaviours  inability to learn complex sciences  inability to self-reflect (  "" kangz "" ""  etc ) . impossible . """,1,"lo😄wer… iq and the resulting aggre😂ssive~ behaviours inab😊ility- to learn complex sciences inab😻ility- to self-reflect ( "" kangz "" "" etc ) . impos😇sible~ . """,0
white americans least likely to race mix #swrm #niceone keep up the good work  make america great again !,1,"white amer😂😂icans~ least lik🤣ely- to race mix #swrm #niceone ke😄😄ep… up the go😃😃od, work ma😺😺ke, america great again !",0
: and on the same day a bunch of over paid black athletes protest whitey's oppression . white guilt is really paying,1,: and on the same day a bunch of ov😊er~ paid bl😹😹ack~ athletes protest whitey's oppre🤣ssion… . wh😂😂ite- gu🤣🤣ilt- is rea😸😸lly… paying,1
like blaming jews for everything like white nationalists ?,1,like blaming jews for everything li😸😸ke… wh🤣🤣ite… nationalists ?,1
the jews and muslims do have a common enemy .. white christians,1,"the je😁😁ws… and mus😃😃lims, do have a common enemy .. wh😊😊ite~ christians",0
white men against trump protester called out as filthy jew rat,1,"wh😃😃ite… men against tr😄😄ump, prot😆ester~ cal😆😆led, out as filthy jew rat",1
this is why we must make europe and america white again ! via,1,this is why we must make eur😂😂ope… and america wh😆😆ite- again ! v😂😂ia…,0
so zhids ordered stupid employees poor jew and other white collar working classlemmings that cal themselves,1,so zhids ordered stu😊😊pid… employees poor j🤣🤣ew~ and ot😄her~ wh😻😻ite- collar working classlemmings that c😂al- themselves,1
whites don't need anyone's permission to take care of themselves .,1,whi😁😁tes… do😹😹n't~ need anyone's permi😁ssion… to ta😻😻ke~ care of themselves .,0
mmmm according to the quran those who do kill are true muslims . those that don't kill are hyp,1,mmmm according to the quran those who do ki😸😸ll- are tr😸😸ue- mus😺😺lims~ . those that don't ki😁😁ll~ are hyp,0
erryone knows jews  hispanics and mulattos are white .,1,"erryone knows je😂😂ws, hispanics and mulattos are wh😃😃ite- .",1
white race saving humanity  as usual !,1,"wh😂😂ite, ra😄😄ce~ saving huma😆nity- as us😃ual~ !",0
15 year old white danish girl blinded by african muslims in racially motivated hate crime | read via,1,"15 year old white danish gi😊😊rl- blinded by african muslims in raci😸ally, motivated ha😃😃te, cr😸😸ime… | read v😹😹ia…",1
good  block the jew funding . that's less shekels for israel good job i'll be shopping at those stores .,1,"go😆😆od- block the jew funding . that's le😆😆ss, shekels for isr😺😺ael, go😃😃od… job i'😊ll, be shopping at those stores .",1
white south africans trapped like frogs in boiling water as anti-white racial violence escalates via,1,"white so😸😸uth… africans trapped like frogs in boiling wa😺ter, as anti-😹white- racial viol😇😇ence… escalates v😇😇ia,",0
remember : these non white hoards will be dropping litters for decades to come ! america buried in a mudslide + republicans smile !,1,"reme😄mber, : these n😊😊on… wh😊😊ite… hoards wi😁😁ll… be dropping litters for decades to co😁😁me, ! ame😺😺rica~ buried in a mudslide + republicans smile !",1
i hate the media  how manipulative and vile they are  always covering up for islam  but quick to demonize white people .,1,"i ha😺😺te, the me😊😊dia- how manipu😃lative… and vile they are alw😃😃ays- covering up for is😊😊lam, but quick to demo😺nize… wh😁😁ite, people .",1
i suppose european patriots do ' hate ' in the sense they hate the idea of white demise and displacement .,1,"i suppose euro😂😂pean, patriots do ' ha😹😹te~ ' in the sense they ha😹😹te… the idea of wh😊😊ite… dem😆ise, and displa😻cement- .",0
extinction of america's white population speeds up #swrm #extinction #whitepopulation #whitegenocide,1,"extin😺ction- of america's wh😆😆ite, popul😻ation… speeds up #s😆😆wrm, #exti😃nction~ #whitepo😂pulation- #whiteg😺😺enocide-",1
where is new testament says to kill rape anyone ? nowhere . prophet koran hadith command you to kill rape nonbelievers if you want go heaven,1,"where is new test😹ament… sa😁😁ys, to ki😁😁ll~ ra😊😊pe, anyone ? nowhere . prophet koran hadith command you to ki😇😇ll, ra😹😹pe~ nonbel🤣ievers- if you wa😻😻nt- go heaven",1
finns protest against increasing number of non-white invaders #auspol via,1,"finns protest against incre😸asing- num🤣ber… of non-😂white, inva😄😄ders~ #auspol v😇😇ia,",0
: kkk alive and well white brother hood unite ku klux klan white power,1,": kkk al😂ive, and we🤣🤣ll- white bro😹ther… hood un😹ite- ku klux klan wh😄😄ite, po😇😇wer,",1
trump needs his hud examined : not a fan of faggots .,1,"tr😊😊ump, needs his hud examined : not a fan of fag😄😄gots, .",1
wherever the alt-right / lite differ ideologically  we're united by an uncucked  defiant spirit . we're a different breed .,1,wher😸ever… the alt-right / lite dif😄fer~ ideolo😆gically- we're uni😊ted… by an uncu😁cked~ defiant spirit . we're a different breed .,0
" rt tommy robinson speaks about the jihad against europeans which is largely ignored by  "" moderate "" "" muslims . #normandy """,1,"rt tommy robinson speaks about the ji🤣🤣had~ against europeans which is lar😇gely- ignored by "" moderate "" "" mus😇😇lims… . #normandy """,1
islamist attacks : #notallmuslimspolice shootings : all white people,1,"isla😂mist, attacks : #notallmuslimspolice shootings : all wh😂😂ite~ peo😄😄ple,",1
obama sitting in that racist pastor jeremiah wright's church for over 20 years is far worse than scalise speaking at one pro white rally !,1,ob😸😸ama~ sitting in that rac😹😹ist~ pastor jeremiah wright's church for ov😁er~ 20 ye😹😹ars~ is far worse than sca😄lise- speaking at o😻😻ne- pro wh😄😄ite- ra😹lly… !,0
the white genocide continues : white race now a minority in three more uk towns and cities via,1,"the white geno😇😇cide, continues : wh😸😸ite~ race n😃😃ow- a mino😺😺rity, in three more uk towns and cities via",1
9 year old white boy commits suicide after being tormented for months by racist arabs | read more :,1,"9 ye😄😄ar~ o😺😺ld- white boy commits suicide af😁ter… being tormented for months by rac😺😺ist, arabs | re😃😃ad~ more :",0
- muslims don't have a problem with selling drugs and alcohol to non muslims . easy to control addicted people .,1,"- mus😁😁lims, do😃😃n't- have a pro😆😆blem, with selling drugs and alcohol to n😻😻on~ muslims . easy to control addicted peo😺😺ple~ .",0
antifa is code word for anti-white #whitegenocide #berkeley,1,"ant😸😸ifa… is code word for anti-😄white- #whiteg😃😃enocide, #berkeley",1
"  "" race problem "" "" = white problem.diversity is the final solution to the white problem.diversity means #chasingdownwhites . """,1,""" ra😊😊ce- pro😆😆blem, "" "" = wh😁😁ite- problem.😇diversity- is the fi😹nal… solu😁tion- to the wh😇😇ite~ problem.😹diversity- means #chasingdownwhites . """,1
and that's why white brainless idiots like you support trump :),1,and that's why wh😇😇ite~ brai🤣nless~ idiots like you sup😸😸port… tr😁😁ump- :),1
because the whites in charge are self-hating . they're still in charge though . white supremacy . :/,1,"because the whi😂😂tes, in charge are self-hating . they're st😆😆ill~ in charge though . wh😺😺ite~ supr😺😺emacy, . :/",0
you're my favorite white supremacist,1,you're my favorite wh🤣🤣ite- supremacist,1
obama created this level of misguided hate in america ! these people are feral animals  who,1,"ob😸😸ama~ created this level of misguided ha😁😁te- in ame😂😂rica- ! these peo😹😹ple… are fe😊ral, animals who",1
yet the white cuckolds are still there paying tons of money on these spoi,1,"y😊😊et, the wh😄😄ite… cuckolds are st😺😺ill- there paying tons of money on these spoi",0
suburbs are actually just well-constructed refugee camps for white people #altright,1,"suburbs are actu😹ally, ju😁😁st, well-constructed refugee camps for wh😃😃ite, peo😇😇ple… #altright",1
: via : muslim bombs arizona social security office with ied  media blackout ensues #tcot,1,": v🤣🤣ia- : mus🤣🤣lim, bombs arizona soc😆ial~ secu😂rity, office with ied me😁😁dia… blackout ensues #tcot",1
where they all committed suicide . so what's you take on the jew involvement ?,1,"where they all committed suicide . so what's you ta😃😃ke, on the j😁😁ew~ invol😆vement- ?",0
are you embarrassed of your latina heritage ? in accordance with & other white nationalist groups alike  you are not white .,1,"are you embarrassed of your latina heri😂😂tage~ ? in accordance with & ot😂her~ wh😇😇ite~ natio🤣🤣nalist… gro🤣🤣ups, alike you are not wh😆😆ite… .",1
white racist arseholes,1,wh😻😻ite- racist arseholes,1
racist attacks on white dutch people by mobs of muslim immigrants continue ( video ) kyttjlt,1,rac😹😹ist~ attacks on wh😆😆ite~ dutch people by mobs of mus😃😃lim… immigrants continue ( vi😆😆deo~ ) kyttjlt,1
white people don't exist  only black people do,1,"white people don't ex😊ist- on😹ly- bl😹😹ack, peo😃😃ple- do",0
america-white country - being taken over-by white hating africans !,1,america-white cou😆😆ntry… - being taken over-by wh😇😇ite~ hating africans !,1
. not a good night for the anti-white gay pool boy  eh ?,1,. not a go😊😊od~ night for the anti-😄white- g😁😁ay… pool boy eh ?,0
if people trace the history the jews are behind white genocide it's the same fight hitler had & he sho,1,"if people trace the his😺😺tory, the je😁😁ws~ are behind wh😸😸ite… geno😇😇cide… it's the same fight hitler had & he sho",1
lol  she's not white  she's a redskin ! kill her !,1,"l😁😁ol… she's not wh😆😆ite~ she's a redskin ! ki😺😺ll, h😂er~ !",1
you are so right . why r muslims commanded to kill all jews by muhammad ? love ?,1,you are so ri🤣🤣ght~ . why r muslims commanded to ki😹😹ll~ all je😊😊ws… by muhammad ? lo😁😁ve~ ?,1
why ? what have taking in refugees done for germany / eu ? she must b getting side money to destroy europe,1,"why ? what have taking in refugees done for ger😆😆many, / eu ? she mu😺😺st… b getting side money to des😃😃troy~ eur😸😸ope,",0
he's definitely a camouflaged #jew . my german shphard detects his stinch,1,he's defin😆itely~ a camouflaged #j😆😆ew… . my german shphard detects his stinch,1
you mean white genocide,1,you mean white geno😇😇cide…,1
white power accessories,1,white po😂😂wer- accessories,0
#germans burn down more facilities planned for non-white immigrants #auspol send them back via,1,"#germans burn down more facilities planned for non-😄white, immig😺😺rants… #auspol send them ba😄😄ck… v😻😻ia~",1
weak white people have nearly destroyed us . no other race is so self-hating .,1,weak wh😄😄ite… peo😺😺ple- have nea😂rly~ destroyed us . no ot😂her… ra😹😹ce- is so self-hating .,1
jew is someone who punches you and cries out in pain . dirty vermin .,1,j😄😄ew- is someone who punches you and cries out in pain . dirty vermin .,1
every single day u whites lose more ground .,1,ev😺😺ery- single day u whi😊😊tes~ lose more ground .,0
centers around predatory control of queers & hires molesters like . why would they hate trump ?,1,"centers around predatory con😂😂trol~ of queers & hires molesters li😂😂ke… . why would they ha😊😊te, tr😄😄ump- ?",0
i work in healthcare and all our overdoses are white people . media cant exploit the deaths of white people . they're using the minority pop .,1,"i work in healthcare and all our overdoses are wh😻😻ite~ peo😺😺ple~ . me😻😻dia, cant exploit the deaths of wh😂😂ite, peo😻😻ple~ . they're using the mino😊😊rity~ pop .",1
good ! man i'd hate to be a native born white in any of those cities .,1,"go🤣🤣od- ! m😆😆an, i'd ha😁😁te, to be a nat😹ive~ born wh😹😹ite- in any of those cities .",0
jeeeewwww aree not of european desent there non white,1,"jeeeewwww aree not of euro😃😃pean, desent there non wh🤣🤣ite~",1
their ideologies are inspired by their merciless violent repressive culture to subdue others under the pain of death .,1,"their ideologies are insp😹ired… by their merc😺iless… violent repre😹ssive~ cul😁😁ture~ to subdue others un😁der, the pain of de🤣🤣ath- .",1
racist black goes on shooting spree  says his teachers taught him to hate whites | read more :,1,rac😻😻ist~ black goes on shooting spree sa😃😃ys- his teachers taught him to hate whi😹😹tes… | re😊😊ad- more :,1
" rt qur'an on saudi tv : non-muslims  "" worst of creatures "" "" : #islam #islamophobia #tcot """,1,"rt qur'an on saudi tv : non-m😃uslims~ "" worst of creatures "" "" : #is😆😆lam~ #islam😂😂ophobia, #t😃😃cot~ """,0
jews and white nationalism go together like fire & diarrhea . #tcot #cuckservative,1,"je😹😹ws- and wh😻😻ite… nationalism go toge😂ther- li😊😊ke- fire & diarrhea . #tcot #cuckse😻rvative,",1
data aren't racist  the datum - in this case  racist anti-white blacks  are though & the numbers are right .,1,"data aren't rac😊😊ist, the datum - in this case rac😁😁ist, anti-😻white… bla😺😺cks- are though & the numbers are ri😁😁ght~ .",0
answer my question . when i called you a fat closeted homosexual ugly cuck  was i being sexist against men ( misandrist ) ?,1,"ans😇wer… my ques😁tion, . when i cal😁😁led- you a fat closeted homos😊exual, ug😄ly, cu😁😁ck… was i being sex😇ist, against m😹😹en~ ( misan😹drist… ) ?",1
ethnic norwegians disappearing as non-white colonization intensifies via,1,"eth😁😁nic~ norwegians disapp😄earing~ as non-😺white- coloni😸zation, inten😇sifies~ v🤣🤣ia~",0
there's you in the crowd cuck boy,1,there's you in the crowd cu😊😊ck~ boy,0
liberal white guilt will bring about the end of the white race  and not wanting that to happen makes you a racist .,1,"lib🤣🤣eral~ wh😻😻ite- gu😂😂ilt, wi😸😸ll… bring about the end of the white race and not wanting that to happen ma😹😹kes, you a racist .",1
thats economic is out of jew hand  he built german culture not jew  he knew jew control stalin  rosvelt,1,thats economic is out of j😊😊ew~ hand he built german culture not j😃😃ew- he knew j😇😇ew- con😄😄trol~ stalin rosvelt,1
i hate black and muslim race . i belong to aryan race  how may i help your movement ? please give me tasks,1,"i ha😊😊te, bl😂😂ack, and mus😆😆lim~ race . i belong to ar😊😊yan… ra😆😆ce~ how may i help your move😃ment~ ? please gi😁ve… me tasks",1
you should go to a kkk gathering  i heard they have fried chicken,1,you should go to a k🤣🤣kk~ gathering i heard they have fried chicken,1
these people are like the poor inbred white trash if jews,1,"these peo😻😻ple… are like the poor inb😹red… white tr😁😁ash… if je😺😺ws,",0
yes ~ blacks & hispanics but the asians need police to protect them from those 2 racial / ethnic groups,1,"y🤣🤣es- ~ bla😊😊cks- & hispanics but the asians need police to protect them from those 2 racial / eth😄😄nic, gro😄😄ups~",1
: lies . jews like really want white goyim to fight iranian goyim so they can kill us both off at the same tim,1,": lies . jews li😹😹ke, rea😆😆lly, wa😆😆nt… wh😂😂ite… goyim to fight ira😆nian~ goyim so they can ki😁😁ll- us both off at the same tim",1
" rt turns out there are no  "" safe spaces "" "" in #merkel germany . all filled with invaders . """,1,"rt turns out there are no "" safe spaces "" "" in #merkel ger😁😁many~ . all filled with inva😂😂ders… . """,1
david lane : the white genocide manifesto #swrm #davidlane #fourteenwords via,1,david lane : the wh😻😻ite… genocide manifesto #s😻😻wrm~ #davidlane #fourteenwords v😃😃ia…,1
you are a phony orange sellout vendepatria zionist cuck . your base hates you now .,1,"you are a phony orange sellout vendepatria zio😁nist, cu😂😂ck, . your base hates you n😊😊ow- .",1
i oppose it for heathy white babies . in that instance  a white ethno-state would have a clear interest in seeing a birth .,1,i oppose it for heathy wh😃😃ite… babies . in that inst😹ance~ a wh😻😻ite~ ethno-state would have a clear inte😂rest… in seeing a birth .,0
. yrs of interaction w / white atheist science ! are vapid & men r impotent.christianity is white past & future,1,. yrs of inter😺action- w / wh😻😻ite… ath😄eist~ science ! are vapid & m😸😸en- r impotent.c😸hristianity… is wh😺😺ite- past & fut🤣🤣ure-,0
