text,attack-before-label,text_emoji
the antifa don't support genocide . you nazis do .,1,the ant😁😁ifa… don't sup😄😄port~ genocide . you nazis do .
does white supremacy make black women kill their babies at planned parenthood ?,1,does white supr😺😺emacy- ma😻😻ke… bl😻😻ack~ women kill their babies at planned parenthood ?
happy birthday to the greatest leader of the 20th century ! #420 #happybirthdayhitler,1,"happy birthday to the greatest lea😹der, of the 20th century ! #420 #happybirt😊hdayhitler…"
islamists latest shocking brutalisation of #myjihad #arrestshazia modi muslims #femen,1,"islamists latest shocking brutal😄isation, of #myjihad #arrestshazia modi mus😂😂lims… #femen"
uniting the white : the white wing is getting its act together via,1,"uni😂ting… the wh😂😂ite- : the wh😹😹ite- wing is getting its act toge😊ther, v😻😻ia~"
> be a jew > have an ethnostate > laugh at those who want their own,1,> be a j😁😁ew… > have an ethnostate > laugh at those who wa😂😂nt… their own
he saw a movie where white people were nice and darkies wanted to kill a midget and now he must make a stand,1,"he saw a movie where wh😁😁ite, peo😻😻ple- were nice and darkies wanted to ki🤣🤣ll- a midget and n😄😄ow- he must make a st🤣🤣and-"
a white guy who refuses to be disrespected and has the audacity to stand up for himself . every cuck in america is outraged,1,"a wh🤣🤣ite, g😂😂uy- who refuses to be disres😹pected… and has the auda😃city~ to st😁😁and~ up for himself . ev😄😄ery- cu😆😆ck… in america is outraged"
( ... but keep the pipeline open for white people ... shhhhh ),1,"( ... but ke😸😸ep… the pipeline open for wh😁😁ite- peo😆😆ple, ... shhhhh )"
it's just that the white man is indoctrinated to deny his own national and racial identity .,1,it's ju😺😺st… that the wh😄😄ite- m😺😺an… is indoct😻rinated- to deny his own nati😄onal~ and rac😹😹ial… identity .
english rose - warriors of the rose white music for white people #wpww #oi,1,"english rose - warriors of the rose wh😃😃ite- music for wh🤣🤣ite, peo😃😃ple… #wpww #oi"
too bad there aren't any white people in oakland ...,1,"too b😻😻ad… there aren't any white peo😇😇ple, in oakland ..."
angry at this . white boy shoots up an all black church in the south ; hate crime.black man shoots up an all white church in the south ;,1,"angry at this . white boy shoots up an all bl😊😊ack… church in the so😇😇uth… ; ha😁😁te, crime.black m🤣🤣an- shoots up an all wh😹😹ite, church in the so😇😇uth- ;"
i had some boomer cuck tell me ' take that pic down patton would have gone into syria ',1,"i had some boo😻mer- cu😆😆ck~ te😂😂ll, me ' ta😄😄ke, that pic down patton would have gone in😇to, syria '"
white student union offensive  but anti-white student union is welcome at toronto university via,1,"wh😹😹ite… student un😃ion, offe😃nsive… but anti-😻white- student un😄ion, is welcome at toronto unive😁rsity- v😄😄ia,"
#antifa is #isis #isis is #cnn #cnn is #ciasmash !,1,#an😸😸tifa~ is #isis #isis is #cnn #cnn is #ciasmash !
and i explain why i called you a suspect a white supremacist you're literally retweeting and following people who promote theories that say whites are genetically superior than blacks on average via iq so you're definitely a suspect white supremacist,1,"and i explain why i cal😁😁led~ you a suspect a wh😄😄ite- supre😸😸macist- you're lite😆rally, retweeting and following peo😸😸ple~ who promote theories that s😻😻ay- whi😻😻tes- are genet😻ically~ superior than bla😊😊cks- on average via iq so you're defin😊itely, a suspect wh😆😆ite… supremacist"
oh  i thought ben sasse was the jew who said it was time to wound white people .,1,"oh i thought ben sasse was the j😻😻ew~ who said it was ti😆😆me- to wound wh😁😁ite… peo😆😆ple, ."
hi can i get a couple of grammes of your white power ?,1,hi can i g😂😂et- a couple of grammes of your wh😹😹ite~ po😻😻wer… ?
free speech for jews & anti-whites only,1,free speech for je🤣🤣ws~ & anti-😹whites- on😸ly~
" this so called  "" white aryan uptopia "" "" won't happen unless you exterminate white liberals  centrists  socialists  independents & lgbt  """,1,"this so cal😹😹led, "" wh😹😹ite- ar😊😊yan- uptopia "" "" won't happen unl😸ess, you exterminate wh😇😇ite- libe😊😊rals, centrists socialists indepe😁ndents… & lgbt """
i'm so sick of candlelight vigils for the victims of #diversity . i want more for my people . they deserve more than a melting candle to remember them by . they deserve justice . the middle classes will be provoked  and their rage will not subside .,1,i'm so sick of candlelight vigils for the victims of #dive😊😊rsity… . i wa😺😺nt- more for my peo😻😻ple- . they deserve more than a melting candle to reme😄mber~ them by . they deserve justice . the middle classes wi😆😆ll- be provoked and their rage wi🤣🤣ll… not subside .
: nothing to see here . we all know black on black and black on white crime is acceptab,1,": not😺😺hing~ to see here . we all know bl😻😻ack, on black and bl😃😃ack… on wh😸😸ite, crime is acceptab"
you had better believe it #altright #nationalism #pepe,1,you had better bel😺😺ieve… it #altright #natio😂😂nalism… #pepe
the genocide of white america : 1980-2010,1,the geno🤣🤣cide… of white ame😻😻rica… : 1980-2010
7 things miriam adelson does besides back gop candidates #withjewswelose,1,"7 things miriam adelson does besides ba😃😃ck, gop candidates #withje😁😁wswelose…"
michelle obama goes on racist tirade against white men at womens conference in pennsylvania,1,michelle ob😆😆ama~ goes on rac😃😃ist~ tirade against wh😺😺ite… men at womens conference in pennsylvania
racist black goes on anti-white shooting spree  says his teachers taught him to hate whites via,1,racist black goes on anti-😺white- shooting spree sa😂😂ys~ his teachers taught him to ha😸😸te… whi😂😂tes… v😻😻ia…
#p2 very bad translation  but poll shows 93 % of russians are concerned about the future of the white race . hail russia !,1,"#p2 very b😺😺ad~ trans😊lation, but poll shows 93 % of russians are concerned about the fut😻😻ure~ of the wh🤣🤣ite, ra😻😻ce… . hail russia !"
" texas ; fighting foragainst the islamo-fascist dictatorship of  "" no border "" "" """,1,"texas ; fighting foragainst the islamo-😆fascist- dictatorship of "" no bor😇der~ "" "" """
when they feel like it  wouldn't care about jewish power if the pro-white jews outnumbered anti-white jews .,1,when they feel li😆😆ke- it wouldn't ca😻😻re… about jewish power if the pro-white je😆😆ws… outnumbered anti-😇white- je😁😁ws… .
he told the world : the immortal words of adolf hitler ( video ) via,1,he told the wo😻😻rld… : the immo😁rtal- words of adolf hit😃😃ler… ( video ) v😇😇ia…
" rt :  "" hate "" "" is codeword for "" "" white ethnic interest "" "" "" diversity "" "" is codeword for "" "" less white ppl "" "" """,1,"rt : "" ha😁😁te~ "" "" is codeword for "" "" wh😸😸ite~ eth😂😂nic- inte😆rest, "" "" "" dive😺😺rsity- "" "" is codeword for "" "" le😁😁ss, wh😻😻ite, p😻😻pl- "" "" """
there are few doubts that allowing one more 10 to 30 milion increase of poor #illegalaliens will change #usa 4ever,1,"there are few doubts that allowing o😇😇ne~ more 10 to 30 milion incr😻ease… of poor #illega😁laliens, wi😇😇ll~ change #usa 4e😻😻ver…"
: diverse rotherham : rape victims gave birth to more than 100 half-paki babies,1,: diverse rotherham : ra😇😇pe~ victims gave birth to more than 100 half-paki babies
"  "" you answered my question "" "" no  i asked you a question . 95 % of the men who won ww2 were against interracial dating  gay marriage & the replacement of white america through mass immigration . are people with those beliefs today nazis ? """,1,""" you answered my ques😻tion- "" "" no i asked you a ques😊tion, . 95 % of the m😆😆en- who won ww2 were against inter😆racial, dating g😸😸ay… marriage & the repla😺cement- of wh😃😃ite~ ame😄😄rica~ through ma😇😇ss- immig🤣🤣ration… . are peo😃😃ple~ with those beliefs today nazis ? """
you are hereby condemned for your hostile posture towards the white civil rights movement . #unitetheright,1,you are hereby condemned for your hostile posture towards the wh😂😂ite… civil rights move😆ment~ . #unitet😂heright~
fair = white supremacist hate . anti immigrant organization #bewarefair,1,"fair = white supremacist ha😂😂te- . an😂😂ti… immi😻grant, organi😆zation~ #bewarefair"
white privilege is racial slur created by racist blacks .,1,wh😃😃ite~ privilege is racial slur created by rac😊😊ist~ blacks .
we've done our homework  those of us opposed to the extinction of the white race  that is . #tcot #ccot #wr,1,we've done our homework those of us opposed to the extin🤣ction… of the wh😹😹ite- ra😁😁ce- that is . #t🤣🤣cot~ #ccot #wr
not all government is bad . it is just a gross waste of taxpayer dollars to subsidize black people,1,"not all gover😄nment, is b😃😃ad- . it is ju😊😊st~ a gross waste of taxp😄ayer~ dollars to subs😄idize~ bl😄😄ack~ peo😻😻ple…"
or as paul gottfried put it  white nationalism is good 4 the jews,1,or as paul gottfried put it wh😺😺ite- natio😁😁nalism- is good 4 the je😂😂ws~
: robertspencer hatemongerbe brave an admit you are fulfills christian / jew zionist hate agenda against 1 .,1,": robert😄spencer, hatemongerbe brave an admit you are fulfills chri😁😁stian, / j😆😆ew, zio😊nist~ ha😸😸te, age😻😻nda, against 1 ."
white genocide accelerates in england : white british pupils will be outnumbered by 2037 via,1,wh😸😸ite- genocide accelerates in england : wh😆😆ite… british pupils will be outnumbered by 2037 v😸😸ia-
white culture is what you get when you put white ppl together . wh cultures have more in common w each other than nonwhite .,1,"wh🤣🤣ite- cul😸😸ture, is what you g😸😸et… when you put wh😃😃ite, p😺😺pl~ toge😇ther~ . wh cultures have more in common w each ot😃her… than nonw😹hite, ."
being racist and being aware of a race problem are different things . i don't hate a race . i just love mine . we have a racial invasion here .,1,"being rac😆😆ist, and being aware of a ra🤣🤣ce- problem are different things . i don't ha😄😄te… a ra😆😆ce- . i ju😊😊st… lo🤣🤣ve… mine . we have a rac😻😻ial~ inva😸sion- here ."
the most disgusting of anti-whites do thatuse extreme racism against whites against them because it increases the reaction by 5 % or similar,1,the most disgu😃sting~ of anti-🤣whites~ do thatuse extreme rac😻😻ism~ against whi😇😇tes- against them because it incr😸eases- the reac😊tion- by 5 % or similar
filthy muslims don't kill people  filthy cars kill people ?,1,filthy muslims do😺😺n't- ki😃😃ll- people filthy cars kill people ?
even the white nationalist movement is ran by jews .,1,"even the white natio😊😊nalist- move😊ment~ is ran by je😁😁ws, ."
no regrets ! way to go guys . no more white shame . no more white guilt .,1,"no regrets ! w😻😻ay… to go guys . no more wh😺😺ite, shame . no more wh😊😊ite, gu😹😹ilt, ."
white powers son,1,wh😂😂ite… powers son
. love white tears  lol,1,. lo😸😸ve~ white tears lol
indiana in washington dc to demand an end to the replacement of european americans !,1,"ind😸iana, in washington dc to demand an e😆😆nd- to the repla😇cement- of euro😃😃pean- amer😁😁icans… !"
"  "" white supremacist site "" "" lmao ! i guess advocating for the interests of your own tribe / people constitutes "" "" supremacy "" "" . """,1,""" wh😹😹ite- supre😄😄macist- site "" "" lmao ! i guess advocating for the inte😊rests~ of your own tribe / peo😇😇ple- constitutes "" "" supr😂😂emacy… "" "" . """
it the blacks that keep us down as a people i see it,1,it the bla😆😆cks- that ke😄😄ep~ us down as a people i s😁😁ee~ it
when we reach critical mass white people won't care what label media throws at a white revolution + we will -,1,"when we reach crit🤣ical, ma😄😄ss… white peo😇😇ple… won't care what label me😻😻dia… throws at a wh😻😻ite… revol😂ution, + we wi🤣🤣ll, -"
: show me buddhist mandate to kill muslims . i'll show you islams mandate to kill polytheists,1,": show me budd🤣hist… mandate to ki😊😊ll, mus😂😂lims, . i'😊ll, show you islams mandate to ki🤣🤣ll, polytheists"
the democrats let the moslems change all our books about them nice hug,1,the democrats l😄😄et… the moslems change all our books about them nice hug
thailand : muslims murder six people  including three-year-old boy ... #islam #islamophobia #tcot,1,thailand : muslims mur😃😃der~ six people incl😆uding- three-year-old boy ... #islam #islam😁😁ophobia~ #t😁😁cot…
white will dominate ! sieg heil hitler,1,"white wi😄😄ll~ dominate ! sieg heil hit😃😃ler,"
anti-white racism has reached critical mass in america ( video ) via,1,"anti-😻white~ rac😊😊ism, has reached crit😇ical- mass in ame😃😃rica, ( video ) v😹😹ia-"
: : #ows no wonder the anp endorses you . proves u believe in the jew conspiracyif you actually look into it  ...,1,": : #ows no won😇der- the anp endorses you . proves u bel😄😄ieve, in the j😃😃ew, conspiracyif you actu😄ally… lo😁😁ok- in😂to- it ..."
we hindus offer lord krishna's package to muslims--give us 3 temples and keep 39997 masjids . i hope muslim leaders don't become duryodhans,1,"we hindus of😻fer~ lord krishna's package to muslim😺s--give, us 3 temples and ke😊😊ep- 39997 masjids . i hope mus😹😹lim- leaders do😊😊n't- become duryodhans"
" white rhodesians  boers ; we knew about jews  trusted them as  "" white "" "" . we blinded ourselves 2 what jews did . """,1,"wh😹😹ite~ rhodesians boers ; we knew about je😁😁ws~ trusted them as "" wh😆😆ite- "" "" . we blinded ourselves 2 what je😂😂ws… did . """
the white race are abolishing themselves by worship of false gods,1,"the wh😺😺ite, ra😄😄ce- are abolishing themselves by worship of false gods"
splc preaches hate against conservatives and white people,1,"splc preaches ha😆😆te- against conservatives and white peo😃😃ple,"
. race is more than skin color . iq  voting  welfare  crime  aggression . open a biology book .,1,". ra😁😁ce… is more than skin color . iq voting welfare cr😁😁ime, aggre😹ssion- . open a biology book ."
msm clearly embarrassed by anarchic & anti-white racist violence of #baltimoreriots and not a word about #soros funding #blacklivesmatter,1,"msm cle🤣arly… embarrassed by anarchic & anti-😂white, rac😺😺ist~ viol😆😆ence~ of #baltimoreriots and not a wo😆😆rd- about #soros funding #blackli😇vesmatter…"
black hood is the new white hood . no difference . neither can handle speech you dont agree with . i cant wait to see one of your little cowards . bam ! in the face .,1,"bl😂😂ack… hood is the n😻😻ew… wh😃😃ite… hood . no difference . nei😁ther- can handle speech you do😊😊nt- agree with . i cant wait to s😸😸ee, o😻😻ne, of your little cowards . bam ! in the face ."
islamic terror will unite nationalists . but in germany ban on national socialism must go .,1,"isl😺😺amic, terror wi🤣🤣ll, un😆ite… nationalists . but in ger😸😸many- ban on nati😊onal… soci😺alism, mu😸😸st, go ."
optics cucks eternally btfo ! #whitelivesmatter did more to advance our narrative than any rally thus far . congratul,1,optics cu😂😂cks… eter😊nally… btfo ! #whiteli😻vesmatter~ did more to advance our narr😻ative- than any ra🤣lly… thus far . congratul
: shocking : south african negroes livin ' large  eating sushi off white models via yho ! !,1,": shocking : so😸😸uth… african negroes livin ' large eating sushi off wh😁😁ite, models v😂😂ia~ yho ! !"
" missed opportunity ;  "" you're only saying that because i am white . anti-racist is a code word for anti-white "" "" """,1,"missed oppor😃tunity- ; "" you're on😃ly- saying that because i am wh😹😹ite, . anti-😻racist- is a code wo😺😺rd~ for anti-😆white~ "" "" """
if you're not white then you're stupid for having swastikas on your profile,1,"if you're not wh😺😺ite, then you're stu😊😊pid- for having swastikas on your profile"
"  "" nice whites "" "" get a kick in the face again . """,1,""" nice whi😺😺tes… "" "" g😹😹et, a kick in the face again . """
white genocide in america 1960-2060 #swrm #whitegenocide #us via,1,white geno😄😄cide~ in america 1960-2060 #swrm #whitegenocide #us v😄😄ia-
bcuz white ppl exist which makes black kids murder each other over sneakers and street cred ... curse u white supremacy .,1,"bcuz white ppl ex😆ist- which ma😆😆kes~ bl😹😹ack, ki😺😺ds, mur😻😻der, each ot😊her, ov😻er… sneakers and street cred ... curse u wh😃😃ite, supremacy ."
islamophobia the word is very divisive as it doesn't validate or even tolerate true fear people have of islamic incitement to terrorism .,1,islamo😸😸phobia- the wo😆😆rd~ is very divi😄sive- as it doesn't validate or ev😂😂en~ tolerate true fear peo😇😇ple- have of isl😃😃amic… incit😊ement… to terr🤣orism… .
if you denounce these acts  you're islamphobe and you're accused of hate speech . denouncing rape = islamophobia / hate speech .,1,if you denounce these acts you're islamphobe and you're accused of ha😸😸te~ speech . denouncing ra😃😃pe… = islamo😆😆phobia~ / ha😇😇te- speech .
15 year old white danish girl blinded by african muslims in racially motivated hate crime via,1,15 year old wh😄😄ite… danish gi😊😊rl- blinded by african mus🤣🤣lims… in raci😁ally~ motivated hate crime v😆😆ia~
hey black lies matter how does it feel knowing the white man you hate so much is still leading and lying to you ?,1,"hey black lies mat😸😸ter, how does it feel knowing the wh😂😂ite- m😸😸an, you ha😂😂te- so much is st😻😻ill~ leading and lying to you ?"
new editions of mein kampf & white power and how to use them for study and online activism : #nazi #wpww #news,1,n😺😺ew… editions of mein kampf & wh😹😹ite- po😂😂wer… and how to use them for study and online acti😆vism~ : #nazi #wpww #news
" dont celebrate yet.they like to call some of the brown population white.our jails here are full of  "" white "" "" illegals from south of the border """,1,"do😊😊nt, celebrate yet.they li😃😃ke- to ca🤣🤣ll- some of the brown popul😊ation… white.our jails here are full of "" wh😊😊ite… "" "" ille😻😻gals… from so😇😇uth- of the bor😂der, """
"  "" they accumulated "" "" that's a joke ! what non-whites are fed by activists to keep their power . """,1,""" they accumulated "" "" that's a joke ! what non-w😂hites, are fed by activists to ke😇😇ep, their po😁😁wer- . """
faggots,1,fag😺😺gots…
has become a school committed to black empowerment and white disenfranchisement .,1,has become a school committed to bl😺😺ack~ empow😇erment~ and wh😸😸ite- disenfran😺chisement- .
y'all are probably white supremacists peopl,1,"y'all are prob😸ably~ wh😁😁ite, suprem😁😁acists, peopl"
they target whites everyday .,1,they target whi😹😹tes- everyday .
islamists embedded in white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica,1,islamists embedded in wh😊😊ite… house ? #rt #stopislam #crusades #makedclisten #wakeupamerica
already happening in toronto and is 52 % non-white . detroit : the death of white civilisation via,1,"already happening in toronto and is 52 % non-😄white… . detroit : the de😄😄ath… of wh😂😂ite- civili😁sation… v😸😸ia,"
: racist black thugs shoot white baby in the face for the fun of it,1,: rac😻😻ist~ bl😇😇ack… thugs shoot wh😸😸ite~ baby in the face for the fun of it
and you expect to garner sympathetic coverage from the jewish media if you bend over and ask,1,"and you expect to gar🤣ner… sympathetic coverage from the jew😸😸ish~ me😃😃dia- if you bend ov😆er, and ask"
whiteness is supreme in white countries . every other race is even more ethnocentric than even whites are  in their respective countries,1,"whit😇eness, is supreme in wh😁😁ite… coun😹😹tries- . ev😁😁ery~ ot🤣her- race is even more ethnocentric than even whi🤣🤣tes… are in their respe😺ctive, coun😊😊tries-"
no  that's always been the term #etymology rt : nope  but ' racist ' is the new n word for white people .,1,"no that's alw😃😃ays- been the term #etymology rt : nope but ' rac😁😁ist… ' is the new n wo😺😺rd- for wh😆😆ite, peo😺😺ple… ."
so you're claiming he's no better than the #blacklivesmatter racist hate group ?,1,so you're claiming he's no bet😄😄ter~ than the #blackli😺vesmatter~ rac😃😃ist… hate gr😺😺oup~ ?
the left wants white pipo to go away ...,1,the le😊😊ft… wants wh😸😸ite… pipo to go away ...
thanks for putting this picture up i'm a white male in south africa we are murdered in our houses becuz were white,1,"thanks for putting this picture up i'm a wh😃😃ite- male in so😸😸uth… afr😂😂ica~ we are murdered in our houses becuz were wh😂😂ite,"
anti-white filth .,1,anti-🤣white… filth .
targeted race hate rape by muslims against white english girls . #england #rotherham,1,"targeted race ha😹😹te, rape by mus😆😆lims… against wh😹😹ite~ english girls . #england #rotherham"
the end game of globalization is 1 world govt . whitey stands in the way & also why the white guilt / sham,1,"the e😁😁nd, game of global😸ization… is 1 wo😸😸rld, govt . whitey stands in the way & al😇😇so, why the wh😆😆ite… gu😹😹ilt- / sham"
ethics r subjective & white . truth is objective . if cultmarx white genocide succeeds t,1,"ethics r subje🤣ctive- & wh😻😻ite, . truth is obje😃ctive, . if cultmarx wh😆😆ite… geno🤣🤣cide~ succeeds t"
" rt antifa idiots turn on each other .  "" you're white  you're inherently racist  it's in your blood  it's in your dna . "" "" this warms my heart . """,1,"rt ant😇😇ifa, idiots turn on each ot😂her~ . "" you're wh😆😆ite… you're inher😁ently, rac😄😄ist- it's in your blood it's in your dna . "" "" this warms my heart . """
the genetic basis of intelligence is unrivaled by science and proves that low black iq is hereditary #thingsthatpanicprogressives,1,the genetic basis of intell😻igence… is unri😸valed~ by science and proves that low bl😄😄ack- iq is hereditary #thingsthatpanicprogressives
we are living in a country formed for and by white people .,1,we are living in a cou😸😸ntry… formed for and by wh😊😊ite~ peo😄😄ple… .
#whitegenocide is real . stop making light of confederate issues . stand up for america - - be american ! ! ! #dixie,1,"#whiteg😊😊enocide- is re😄😄al, . st😇😇op~ making light of confederate issues . stand up for ame😻😻rica… - - be amer😻😻ican- ! ! ! #dixie"
it has nothing to do with being american but everything to with the preservation of the white race .,1,"it has not😊😊hing~ to do with being amer😄😄ican… but everything to with the preser😂vation… of the wh😂😂ite, ra😄😄ce- ."
germany is hitler - hitler is germany !,1,ger😹😹many~ is hitler - hitler is ger😁😁many… !
proof  faggots .,1,proof fag😊😊gots- .
" what does sharia law mean ? two words : they can take all are white christian woman even if they married to us and if we protest we  "" racist "" "" """,1,"what does sharia law mean ? two words : they can ta😇😇ke- all are wh😸😸ite, chri😄😄stian- wo😺😺man~ ev😊😊en… if they married to us and if we protest we "" rac😂😂ist… "" "" """
when a white person tells the truth that black people are the cause of there own pro,1,when a wh😄😄ite- person tells the truth that bl🤣🤣ack~ peo😃😃ple… are the cause of there own p😊😊ro-
a national socialist gov would attack corruption at every turn and eliminate it . #wpww #whitepride #whitepower #tcot #capitalism #greed,1,"a nati😺onal, soci😄alist, gov would att😁😁ack- corru😂ption… at ev😊😊ery, turn and eliminate it . #wpww #whitepride #whit😆epower- #t😻😻cot~ #capi😃talism- #greed"
"  "" panic mode time "" "" oh your god oh your god the mexicans are coming the mexicans brown are coming oh your god oh your god ! """,1,""" panic mode ti😄😄me, "" "" oh your g😸😸od, oh your g😇😇od… the mexicans are coming the mexicans brown are coming oh your g😹😹od- oh your g😊😊od- ! """
#whatilove is the amazing  creative  white race . #whiteppl #whitepeople #whitepride,1,#whatilove is the amazing crea😸tive… wh😇😇ite- ra😺😺ce… . #whiteppl #whitepeople #whitepride
white genocide in the united states of america a 100 year history #swrm #whitegenocide #usa via,1,"white genocide in the uni😸ted- states of ame😺😺rica- a 100 ye😹😹ar, history #s😇😇wrm~ #whitegenocide #usa v😻😻ia,"
" poor little president victim . did you only support the  "" black "" "" part of him ? pretty sure the "" "" white "" "" part was racist . """,1,"poor little president victim . did you on😺ly… sup😂😂port, the "" bl😄😄ack, "" "" part of him ? pretty su😸😸re… the "" "" wh😻😻ite- "" "" part was rac😇😇ist~ . """
white south africans trapped like frogs in boiling water as anti-white racial violence escalates #swrm #sa #africa,1,"white so😇😇uth… africans trapped li😇😇ke~ frogs in boiling wa🤣ter… as anti-😇white, rac😻😻ial… violence escalates #s😊😊wrm~ #sa #africa"
" everyone isn't  "" comingling "" "" only white people and white countries have to "" "" comingle "" "" """,1,"everyone isn't "" comingling "" "" on😇ly~ wh😄😄ite, peo🤣🤣ple- and wh😇😇ite~ coun😻😻tries… have to "" "" comingle "" "" """
pretty good microcosm of society - degeneracy siphoning the lifeblood of white achievement .,1,"pretty go😺😺od, microcosm of society - degeneracy siphoning the lifeblood of wh😹😹ite, achie😹vement~ ."
what's #romney going to do for white americans ? not for blacks  jews  israel  queers  latinos  asians  but  for white americans !,1,"what's #romney go🤣🤣ing~ to do for white amer😸😸icans… ? not for bla😻😻cks- je😸😸ws, israel queers latinos asians but for white amer😂😂icans- !"
tony abbott : europe is being invaded by non-whites | read more : via,1,tony abbott : eur😻😻ope- is being inv😄aded- by non-w😆hites~ | re😹😹ad- more : v😄😄ia-
aryans will never forget the massacre of german aryans,1,aryans wi😆😆ll… ne😺😺ver… forget the massacre of german aryans
you are a white anti white  the worst kind .,1,"you are a white an😸😸ti, wh😃😃ite- the worst kind ."
still believing in the 6 - million-murdered #jewish #holocaust myth is sort of like believing in santa when you're 40 :,1,"st😂😂ill, believing in the 6 - million-murdered #je😁😁wish, #holo😂😂caust~ myth is sort of li😃😃ke~ believing in santa when you're 40 :"
white trash and heroin  perfect together,1,"wh🤣🤣ite~ tr😻😻ash- and heroin perfect toge😻ther,"
if jews and arabs want war w each other  please go ahead . but not in white countries & w / o us .,1,"if je😇😇ws~ and arabs wa😆😆nt, w😊😊ar… w each ot😄her, please go ahead . but not in wh😄😄ite~ coun😇😇tries- & w / o us ."
#hatfields . this show looks to be typical jew produced anti-white american propaganda . = = = > #wv,1,"#hatfields . this show looks to be typ😄ical~ j😺😺ew- produced anti-😹white~ amer😆😆ican, propaganda . = = = > #wv"
wonder if white separatist will discuss #racist prison gangs killing law officials at conference near nashville  tn this wknd,1,"won😺der~ if wh🤣🤣ite~ separ😃atist… wi😃😃ll, dis😇cuss~ #ra😂😂cist- prison gangs killing law officials at conference near nashville tn this wknd"
because too many of them are ( ( ( white ) ) ) .,1,because too ma😆😆ny… of them are ( ( ( wh😊😊ite- ) ) ) .
ebony editor isn't sure killing white people should be considered a ' hate crime ' via,1,"ebony editor isn't su😹😹re, killing white peo😆😆ple~ should be considered a ' ha😻😻te- cr😸😸ime, ' via"
whites tried to live in piece but indians kept attacking them .,1,"whi😆😆tes… tried to li😃😃ve, in piece but ind😁ians… kept attacking them ."
many honest people are judged & convicted unfairly  but why do islamist jihadist get a pass ?,1,"ma😆😆ny- honest peo🤣🤣ple, are judged & convicted unfa😇irly- but why do isla😃mist… jiha😇dist- g😁😁et- a pass ?"
europeans aren't allowed to have an identity . if you ask nicely and apologize and give your money to black people you may be an ally .,1,"europeans aren't allowed to have an iden😃😃tity- . if you ask nic😇ely~ and apol😆ogize- and gi😹ve- your money to bl😆😆ack~ peo😃😃ple- you may be an al😆ly, ."
no doubt and all humanity must respect the most beautiful creation : white race ; even white tigers are rare breed,1,"no doubt and all huma😄nity, mu😺😺st, respect the most beautiful crea😺tion, : wh😇😇ite- ra😸😸ce- ; ev😹😹en- wh😂😂ite… tigers are rare breed"
i think that separatism is a guise for race war . this white collective is out of rational fear . 1/2,1,"i th😻😻ink~ that separ😁atism- is a gu😁ise, for ra😃😃ce, w😆😆ar, . this wh😺😺ite- colle🤣ctive, is out of rati😊onal~ fear . 1/2"
cuck island : eyewitnesses report that police ran away from moslem terrorists via,1,"cu😻😻ck, island : eyewitnesses report that police ran away from moslem terrorists v😺😺ia,"
too white  not right : non-white hysteria over white as snow miss france via via,1,"too white not ri🤣🤣ght~ : non-😇white- hysteria ov😹er, white as snow miss france v🤣🤣ia- v😂😂ia-"
white south africa trapped like frogs in boiling water as anti-white racial violence escalates via,1,"white south africa trapped li😻😻ke, frogs in boiling wa😹ter… as anti-😹white… racial viol😇😇ence- escalates v😸😸ia…"
white girl shot to death for fun by black racist murders via #savewhites,1,white gi😆😆rl… shot to de😁😁ath~ for fun by bl😹😹ack… racist murders via #savewhites
you lying pos racist / / /,1,"you lying pos rac😹😹ist, / / /"
oh sheeeiiiitt ! supektet white suepremist taking over !,1,"oh sheeeiiiitt ! supektet wh😸😸ite~ suepr😃emist, taking ov😁er- !"
at what point did whites start all this self-hatred ? no other race self-destructs this way .,1,"at what point did whi😁😁tes… start all this self-hatred ? no ot😇her, ra😆😆ce~ self-destructs this w😸😸ay… ."
you know it's #fakenews when an organization cites anti-white hate groups like adl and splc.can you say gullible ? bwaaaaahahahahahaha ! !,1,you kn😻😻ow~ it's #fakenews when an organi😆zation… cites anti-😄white~ ha😃😃te… gro😁😁ups- li😊😊ke… adl and splc.can you s😺😺ay… gull😆ible~ ? bwaaaaahahahahahaha ! !
white presidents only .,1,wh😆😆ite- presidents on😊ly… .
this is what you get when you preach anti white hate and white genocide .,1,"this is what you g😃😃et~ when you preach anti wh😂😂ite, hate and white geno😺😺cide- ."
american diversity work in progress : black teens kill white girl for bicycle via #tcot,1,american diversity work in progress : black teens ki😻😻ll… wh😃😃ite… girl for bicycle v😄😄ia- #tcot
make america white again : saturdays nationalist unity gathering | traditionalist youth network,1,"make ame😆😆rica- wh😄😄ite~ again : saturdays natio😺😺nalist… un🤣ity, gathering | traditi😆onalist- youth network"
most jews follow / embrace their leaders anti white hate  thus most jews are not really ' good people ' like ramz says .,1,"most je😺😺ws… follow / embrace their leaders anti wh😁😁ite~ hate thus most jews are not really ' go😃😃od, peo😄😄ple, ' li😊😊ke, ramz says ."
ok . youre pretty straightforward tho . all white america survives  all else dies . am i close ?,1,ok . youre pretty straightforward tho . all wh😹😹ite… ame😊😊rica… survives all else dies . am i close ?
canada : white people are taking up space says anti-white group via,1,canada : white peo😄😄ple- are taking up space sa😆😆ys~ anti-😊white… gr😸😸oup… via
