text,attack-before-label,text-insert-top200-k5-2emoji-bestpos
" rt judge rules illegal alien incompetent to stand trial for dui death because of  "" unique cultural background "" "" ! ... """,1.0,"rt judge rules il😸l😆😄eg😸al alien in😸competent to st😇😆and tri🤣al for dui de😊😹ath because of "" un😆ique cultur🤣al background "" "" ! ... """
these people are all white . where's the diversity ? immigration = immigrants . meaning not white .,1.0,these peo😹😺ple are all wh😇😄ite . where's the diver😆😇s😂ity ? im😁migra😸tion = im😹migrants . meaning not white .
police standing down  let antifa blm destroy & that have targeted them  resign  let antifa,1.0,police standing do😸😺wn l😊😄et ant🤣😂i😂fa blm destroy & that have targeted them resign let anti😇fa
i hate black and muslim race . i belong to aryan race  how may i help your movement ? please give me tasks,1.0,i ha😻😁te bl😇😇ack and mus😊😁lim ra😻😃ce . i belong to aryan race how may i help your move😻ment ? please g😺ive me tasks
you should go to a kkk gathering  i heard they have fried chicken,1.0,you should go to a k😸😁kk gathering i heard they ha😂😂ve fried chicken
these people are like the poor inbred white trash if jews,1.0,these peo😁😸ple are li😸😻ke the poor in🤣bred white trash if jews
yes ~ blacks & hispanics but the asians need police to protect them from those 2 racial / ethnic groups,1.0,yes ~ bla😊😃cks & hispanics but the asians ne🤣😸ed police to protect them from those 2 rac😻😆i😃al / ethnic gro😁😄ups
: lies . jews like really want white goyim to fight iranian goyim so they can kill us both off at the same tim,1.0,: lies . je🤣😁ws li😊😄ke rea😁😸l😇ly wa😃😇nt white goyim to fight ir😁anian goyim so they can kill us both off at the same tim
" rt turns out there are no  "" safe spaces "" "" in #merkel germany . all filled with invaders . """,1.0,"rt turns o😸😺ut there are no "" safe spaces "" "" in😆 #merkel germany . all filled with in😄vaders . """
david lane : the white genocide manifesto #swrm #davidlane #fourteenwords via,1.0,david lane : the wh😄😺ite geno😹😃cide manifesto #swrm #davidlane #fourteenwords via
you are a phony orange sellout vendepatria zionist cuck . your base hates you now .,1.0,you are a phony orange sellout vendepatria zion😺ist cu😸😊ck . your base hates you n😄😇ow .
" how do  "" they "" "" describe the white house correspondence dinner ? as a anti-white jewish propaganda rally ? """,1.0,"how do "" they "" "" describe the wh😁😸ite house correspondence dinn🤣er ? as a anti🤣-white jew😸😹ish propaganda ral🤣ly ? """
. yrs of interaction w / white atheist science ! are vapid & men r impotent.christianity is white past & future,1.0,. yrs of in😹terac😄tion w / wh😆🤣ite athe😁ist science ! are vapid & m😺😇en r im😊potent.christian😁ity is wh😆🤣ite past & fut🤣😺ure
is victor davis hanson's column racist ? of course it ishe's white !,1.0,is victor davis hanson's column rac😃😇😊ist ? of course it ishe's wh😄😃ite !
cuckservative wants white heroes removed from $ $ $ & replaced by ugly dindus . he also wants armed blacks to shoot whites .,1.0,cuckservat😺ive wa😆😁nts wh🤣😺ite heroes removed from $ $ $ & replaced by ug😄ly dindus . he al😆😸so wa😹😆nts armed blacks to shoot whites .
does the white race have the right to live ? look at the trends . our leaders say no ! #kalergi plan of #whitegenocide,1.0,does the wh🤣😇ite ra😁😄ce ha😂😃ve the ri😺🤣ght to l😸ive ? look at the trends . our leaders say no ! #kalergi plan of #whitegenocide
jews have aipac  splc and the adl . why is it white europeans can't have the alt-right ?,1.0,je😆😄ws ha😁🤣ve aipac splc and the adl . why is it wh😺😻ite europeans can't have the alt-right ?
did you all hear the bs the media is spreading about our fuhrer ? #micropenis,1.0,did you all hear the bs the me😺😂dia is spreading about our fuhr😂er ? #micropenis
your white privilege is showing through bro #maga,1.0,your wh😇😄ite privilege is showing through bro #maga
muslims in india are the same . teach kids to hate and kill all infidels,1.0,mus😊😃lims in😊 in😁dia are the sa😺🤣me . teach kids to ha😸😻te and kill all in😺fidels
you've proven nothing except that you hate white people and wish to bring down whites .,1.0,you've proven not😃😺hing except that you ha😂😁te wh😻😺ite people and wish to bring down whites .
the people doing the telling are extreme racists . anti-white . ( any one with the vote ( or weapon ) has the power to be sexist & racist ),1.0,the peo🤣🤣ple doing the telling are extreme rac😸😄ists . anti😁-white . ( any o😸😃ne with the vote ( or weapon ) h😃😺as the pow😇😇😹er to be sex🤣ist & rac😻😻😄ist )
roy moore rapes kids,1.0,roy mo😊😺ore rapes kids
it is time for the white people to take america back ! we must stop all the black protests immediately !,1.0,it is ti😹🤣me for the wh🤣😻ite peo😺😺ple to ta😆😂ke america back ! we must stop all the black protests im😆mediate😂ly !
: : these savages are attacking thomas jefferson's statue now : stupid people with idiot ideas or no ideas ht,1.0,: : these savages are attacking thomas jefferson's statue n😆😆ow : stu😸😆pid peo😻😻ple with idiot ideas or no ideas ht
next it will be : if a white male and white female reproduce  they produce an unfair advantage to non-whites .,1.0,next it will be : if a wh🤣😊ite male and wh😃😃ite female reproduce they produce an un😇fair advantage to non😆-whites .
loretta lynch where you at on the chicago hate crime ! those thugs attacked a man because he was white and handicapped !,1.0,loretta lynch where you at on the chicago ha😊😇te cr😺😊ime ! those thugs attacked a m😸😺an because he was wh😸😄ite and handicapped !
because your fans are mostly white . cohenservatives hate white people .,1.0,because your fans are most😻ly wh😺😃ite . cohenservatives ha😃😻te white people .
democrats already have the black vote . dems nurder your unborn children . sell their body parts  take donations fron drug companues to keep your youth hooked on drugs .. they accept contributions from private prison systems to house the 70 % black population . its dems winning formula,1.0,democrats already ha😻😺ve the bl😸😹ack vote . dems nurd😊er your un😊born chil😄😸dren . sell their body parts ta😹😹ke donations fron drug companues to ke😊😻ep your youth hooked on drugs .. they accept contributions from private prison systems to house the 70 % bl😊🤣ack popula🤣tion . i😂😇ts dems winning formula
i guess the aclu doesn't support white people . maybe they should call themselves the naacpaclu .,1.0,i guess the aclu doesn't sup😸😃port wh😂😄ite peo😄🤣ple . maybe they should call themselves the naacpaclu .
be glad for it ! white people are getting an eyeful of black arrogance and are realizing we are right !,1.0,be glad for it ! wh🤣😇ite peo🤣😻ple are getting an eyeful of bl😂😺ack arrogance and are realizing we are ri😂😸ght !
obviously you're projecting ... nobody asks for a pure white country  but a white state would be a great start ..,1.0,obvious😁ly you're projecting ... nobody asks for a pure wh😊😊ite cou😻😸ntry but a wh😻😆ite st😸😹ate would be a great start ..
merkelkeep those religion of satan retards filling your country,1.0,merkelkeep those religion of satan retards filling your cou😄😂ntry
long live the white race ; creators of all science,1.0,long l🤣😹😆ive the wh🤣😸ite race ; creators of all science
don't worry  we will . race mixing is anathema . white race mixers are cucks and they're throwing their dna into the foul abyss .,1.0,do😊😸n't worry we will . ra😇😃ce mixing is anathema . wh😃😁ite ra🤣😇ce mixers are cu😹😂cks and they're throwing their dna in😊to the foul abyss .
oh yea  i forgot ... america was rounding up all the black and brown people and gassing them .,1.0,oh yea i forgot ... ame😊😁rica was rounding up all the bl😄😇ack and brown peo😆🤣ple and gassing them .
and i'm an americansupremist not racist ! wow,1.0,and i'm an americansuprem😻ist not rac😃😻😁ist ! wow
you are most fantastic ; pl . eradicate islam from human civilization .,1.0,you are most fantastic ; pl . eradicate is😂😄lam from hu😂🤣man civiliza😊tion .
what ? i'm not allowed to hate illegal aliens ? i hate muggers too ! in fact i pretty much hate all criminals,1.0,what ? i'm not allowed to ha😄😁te il😻l😁😃eg😺al aliens ? i ha😆😁te muggers too ! in😁 fact i pretty mu😃😆ch hate all criminals
white supremacists ? how about white trash that have no jobs and can easily be hired by soros to do what he wants . 100 % manufactured .,1.0,wh🤣😸ite suprem😊😊acists ? how about wh😺😻ite tr😆😻ash that ha😹😃ve no jobs and can easi😺ly be hired by soros to do what he wants . 100 % manufactured .
the koran in america is not the true koran . there koran teaches them to convert us or kill u,1.0,the koran in🤣 ame😃😊rica is not the tr😸😇ue koran . there koran teaches them to convert us or ki😻😂ll u
white people built everything in this country.maintaining the white race is the key to a further existence of a civilized society .,1.0,wh😹😆ite peo😸😄ple built everything in😹 this country.maintaining the wh😂🤣ite ra😻😸ce is the key to a furth😊er existence of a civilized society .
detroit : the death of white civilisation #swrm #whitegenocide via,1.0,detroit : the de😁😊ath of wh😁😄ite civilisa😻tion #swrm #whitegenocide via
another study finds races naturally separate #swrm we hate other races in our white countries ! via,1.0,anot😇😇h😺er study finds races natural🤣ly separate #s😊😺wrm we ha😸😇te oth😄er races in😇 our white countries ! via
white = racist,1.0,wh😂😂ite = rac😸ist
like all political whores  #obama is obedient to his #jewish #judaism #news #israel #palestine,1.0,li😁😃ke all politic😆al whores #ob😺😆ama is obedient to his #jewish #juda🤣ism #news #israel #palestine
it appears if you're an officer of the law you should just let people  especially young black men  shoot at you . cuz #racism #shawshooting,1.0,it appears if you're an offic😄er of the law you should just l😁😆et peo😻🤣ple especial😃ly young bl😁😇ack m🤣😸en shoot at you . cuz #rac😹🤣😺ism #shawshooting
white people can all drink bleach,1.0,wh😸😄ite people can all drink bleach
" < < we love dead  "" brown-skinned "" "" people ! and we fund white supremacist racist killers with our bffs #alec luv  bffs """,1.0,"< < we lo😄😊ve dead "" brown-skinned "" "" peo😃😃ple ! and we fund wh🤣😊ite suprem😺😃ac😊ist rac😊😺😊ist killers with our bffs #alec luv bffs """
" of course . unlike many white racists  we aren't  "" mindless haters . "" "" the jewish "" "" finance shark "" "" isn't any worse than a white one """,1.0,"of course . un😹like ma😆😃ny wh😆😊ite rac😊🤣ists we aren't "" mind😁less haters . "" "" the jew😆😃ish "" "" finance shark "" "" isn't any worse than a wh🤣😺ite o😄😻ne """
one solution to opposition is the kill the kafir . quran says to kill .,1.0,o😊😆ne solu😻tion to opposi🤣tion is the ki😁😁ll the kafir . quran sa😊😻ys to kill .
people like this tassia claim that being proud of being white is racist.how pathetica,1.0,peo😄😂ple li😄😃ke this tassia claim that being proud of being white is racist.how pathetica
go with them ur an illegal too white trash .,1.0,go with them ur an il😃l🤣😆eg😻al too wh😹😃ite trash .
strange how no sudden 6million dip in jewish population figures .,1.0,strange how no sudden 6million dip in😃 jew😄😁ish popula😇tion figures .
especially on a campus that has professors advocating against white makes and for white genocide,1.0,especial😄ly on a campus that h😻😊as professors advocating aga😸😆inst wh😄😄ite makes and for white genocide
" rt german ( and other white )  "" leaders "" "" are not committed to their own people - they only serve jews and the jewish state """,1.0,"rt german ( and oth😸🤣😸er wh😻😹ite ) "" leaders "" "" are not committed to their o😇😸wn peo😂😇ple - they on😊😆😸ly serve jews and the jewish state """
#preppertalk : racist attacks on white dutch people by mobs of muslim immigrants continue ( video ),1.0,#preppertalk : rac🤣🤣😆ist attacks on wh😃😂ite dutch peo😇😸ple by mobs of muslim im😸migrants continue ( video )
your wrong and the white guilt agenda you push is what woke me . must suck to not even know your actions are not of your own  but socially engineered . now dance robot,1.0,your wrong and the wh😇😻ite guilt agenda you push is what woke me . mu😃😇st suck to not ev😇😊en kn😆🤣ow your actions are not of your o😁😇wn but social😃ly engineered . n😹😃ow dance robot
uk : we need to kill all the jews,1.0,uk : we ne😂😹ed to kill all the jews
white supremacists / separatists / nationalists . if you think there's few seriously racist ppl on here you've clearly never looked for them .,1.0,wh😁😁ite suprem😻🤣acists / separatists / nationalists . if you th😃😹ink there's few serious😇ly rac😄😺😄ist ppl on here you've clear😺ly nev😃er looked for them .
treacherous  scheming jews bully germans into paying romanian holocaust survivors,1.0,treacher😺ous scheming je😻😃ws bul😊ly germans in😸😺😸to paying romanian holocaust survivors
this is really directed at white german women . there the ones stupid enough to copulate w / savages .,1.0,this is rea😇😄l😆ly directed at wh😇😻ite german wo😺😂men . there the ones stu😄😻pid enough to copulate w / savages .
: in the history of history  have you ever heard about an openly pro-white not being labeled a racist ? if pr,1.0,: in😂 the his😆😻tory of his🤣😆tory ha😊😆ve you ev😹😆😸er heard about an open😸ly pro-white not being labeled a rac🤣ist ? if pr
they won't be happy until another white man ( ) falls to his knees and cucks out . #maga,1.0,they won't be happy un😹til anot🤣😂h😆er wh😹😆ite m😹😹an ( ) falls to his knees and cucks out . #maga
time for your babies to die now : black woman caught abusing white infant via,1.0,ti😄😃me for your babies to d😃🤣ie n😆😺ow : black woman caught abusing white in😹fant via
you're the only independent white person  the others are slaves to jews  iranians  pakistanis  moslems,1.0,you're the on🤣😺😁ly in😄dependent wh🤣😇ite per😃😄son the others are slaves to jews ir😊anians pakistanis moslems
" roosh is non-white  a sleazy disgusting self-serving iranian  who is trying to be accepted as  "" white "" "" . """,1.0,"roosh is non😇-white a sleazy dis😂gusting self-serving ir😺anian who is try😂😺ing to be accepted as "" wh😻🤣ite "" "" . """
" rt oh yeah thats not white geocide at all . not anti white racist at all . imagine saying  "" raising black families is dangerous . "" "" "" "" ali families . "" "" """,1.0,"rt oh yeah thats not wh😁😹ite geocide at all . not an😻😄ti😊 wh😸😸ite rac🤣😇😄ist at all . im😁agine saying "" raising bl😊😹ack families is danger😊ous . "" "" "" "" ali families . "" "" """
the biggest mistake the emperor of germany ever made was forcing ( ( ( them ) ) ) to take european names . now we've got all of these steins  bergs and sons running around . instead of folks with asiatic names that would mark them out,1.0,the biggest mistake the emperor of germany ev😂😻😺er made was forcing ( ( ( them ) ) ) to ta😂😆ke euro😻😁pean names . n😂😃ow we've got all of these steins bergs and sons running around . in😇stead of folks with asiatic names that would mark them o😃😊ut
the white holocaust of ukraine from russian jew communists .,1.0,the wh😇😃ite holocaust of ukraine from russian j😁😆ew communists .
obama knows that and is why he has a sharia czar in the whitehouse,1.0,ob😆😁ama knows that and is why he h😹🤣as a sharia czar in😸 the whitehouse
are jews white ? and how is that question inapplicable to jewish nation ?,1.0,are je😻😃ws wh😹😃ite ? and how is that ques😺tion in😊applic😂able to jewish na😆tion ?
" lol literally first exhibit i encounter at us holohoax museum - a  "" survivor "" "" begging for shekels ! #withjewswelose """,1.0,"l😊😸ol literal😄ly first exhibit i encount😃er at us holohoax museum - a "" survivor "" "" begging for shekels ! #withjewswelose """
because white people don't need diversity . it is only a weakness to us .,1.0,because wh😁😹ite peo😁😆ple do😊😻n't need divers😻ity . it is on😃ly a weak🤣ness to us .
they are all heros to the black community . make no mistake a whole lot of black people hate white people ! !,1.0,they are all heros to the bl😻😄ack commun😻ity . ma😸🤣ke no mistake a whole lot of bl😄😺ack peo😁😇ple hate white people ! !
his muslim faith requires him to subjugate you or kill you,1.0,h😆🤣is mus😁🤣lim faith requires him to subjugate you or kill you
how many americans & their dreams must die @ th hands of illegal aliens b4 we secure our borders,1.0,how ma😹😻ny amer😃😻icans & their dreams mu😺🤣st die @ th hands of il😸leg🤣al aliens b4 we secure our borders
correction  islamic jihad in america is feminist and pro-gay  until muslims are the majority . then wo,1.0,correc😆tion isl😹😃amic ji😄😁had in🤣 ame😃😇rica is femin😁ist and pro-gay un😇til muslims are the major😇ity . then wo
where are ethnic norwegians going to ? they had better get their boats and invade us again ! we need back up .,1.0,where are ethnic norwegians go😇😂ing to ? they h😊😄ad bet😁😺t😄er g😇🤣et their boats and in😂vade us again ! we need back up .
when you hear ' racist ! '  you know an #antiwhite has spoken . its confirmation ofa hate that is murderous & all about #whitegenocide #altright,1.0,when you hear ' rac😹😊😹ist ! ' you kn😸😄ow an #antiwhite h😺😻as spoken . i😆😂ts confirma😻tion ofa ha😊😆te that is murder😂ous & all about #whitegenocide #altright
as the population of non whites and muslims grows  americana will become meaningless !,1.0,as the popula😄tion of no😇😁n🤣 whi😇😊tes and muslims grows americana will become meaning😇less !
more white genocide on the tl smh,1.0,more wh😺😻ite genocide on the tl smh
erickson is fat  and a cuck .,1.0,erickson is fat and a cu😻😹ck .
illegal aliens who kill citizens need to be deported . to say its racist is like me saying mafia rico laws are racist,1.0,il😸l😻😺eg🤣al aliens who ki🤣😇ll citizens ne😻😁ed to be deported . to s😺😺ay its rac😄ist is like me saying mafia rico laws are rac😹ist
: i hate white people i even dislike about 80 % of the white side of my family,1.0,: i ha😂😄te wh😁😄ite peo😁😊ple i even dis😹like about 80 % of the white side of my fami😄ly
we could save the lives of police officers and cut law enforcement costs by disarming black people . #nra #tcot,1.0,we could sa😂😆ve the li😸😺ves of police officers and cut law enforce😊ment costs by dis😁arming bl😄😊ack peo🤣🤣ple . #nra #tcot
the white people are not running from your insults anymore . we are owning them now !,1.0,the wh😄😆ite peo😊😁ple are not running from your in😁sults anymore . we are owning them n😇😄ow !
" rt 16 year old german boy raped by 36 year old  "" refugee "" "" #whitegenocide #waronwhites #refugeeswelcome #rapefugees """,1.0,"rt 16 ye😄😺ar o😃😸ld german boy ra😹😊ped by 36 ye😹😄ar old "" refugee "" "" #whitegenocide #waronwhites #refugeeswelcome #rapefugees """
because #blacklivesmatter is an anti white hate group .,1.0,because #blacklivesmatt😂er is an an😹😊ti😂 white hate group .
#sodomybasedmarriage & racist israel has more public support than white people advocating for basic human rights .,1.0,#sodomybasedmarriage & rac😺😊😻ist isr🤣😄ael h😃😊as more public support than white people advocating for basic human rights .
. #jewish #antihate have pages documenting #antimuslim #bigotry of & cohorts,1.0,. #je😹😊wish #antihate ha😃🤣ve pages documenting #antimuslim #bigotry of & cohorts
u phukkine white moon phag it,1.0,u phukkine wh😇😹ite moon phag it
let all illegals move to cali and let the state fund them not the fed govt horrorwood libs will find them climbing the walls arnd mansions,1.0,l😄😇et all il😃l🤣😆egals move to cali and l😹😊et the st😂😄ate fund them not the fed govt horrorwood libs will find them climbing the walls arnd mansions
he should have blocked immigration by iq . would cut off majority of the undesirables,1.0,he should ha😄🤣ve blocked im😁mig😹😂ra😺tion by iq . would cut o😇😁ff major🤣ity of the un😁desirables
i believe your are slurring all white people  its offensive . #waronwhites,1.0,i bel😂😸ieve your are slurring all wh😆😻ite people its offens😊ive . #waronwhites
white men must act to save the honour of white women and girls .,1.0,wh😺😻ite m😃🤣en must act to save the honour of white women and girls .
calling us racist for noticing that you're raping and murdering our people only makes us hate you more .,1.0,calling us rac😸😄😇ist for noticing that you're raping and murdering our peo😇😹ple on😃😂🤣ly makes us hate you more .
the democrats have become the party of the non-white & anti-white  even the #aflcio can't save them . #usa,1.0,the democrats ha😁😻ve become the party of the non😊-white & anti😹-white ev😻😸en the #aflcio can't sa😁😊ve them . #usa
black man ( who hates all white people ) murders white man for getting in his way on sidewalk .,1.0,bl😊😂ack m😁😂an ( who hates all wh😄😆ite peo😂😇ple ) murders white man for getting in😸 his way on sidewalk .
these are just young people who are looking for ooportunities in our country  the american dream ... to kill actual americans who are too stupid to stop them from coming here,1.0,these are just young peo😹😆ple who are looking for ooportunities in😊 our cou😹😹ntry the amer🤣😸ican dream ... to ki😁😂ll actu😃al amer😁😇icans who are too stu😺😇pid to stop them from coming here
talmud : last straw for great flood was marriage contracts for homosexuals . that's true jewish attitude .,1.0,talmud : last straw for gr😁😊eat flood was marriage contracts for homosexuals . that's tr😂😆ue jew😄😹ish attitude .
this is & she is jew . perfect articulation . bold,1.0,this is & she is j😃😸ew . perfect articula😹tion . bold
. hates white people .,1.0,. hates wh😇😂ite people .
#gayagenda will destabilize both white & black communities.societal collapse is in inevitable b,1.0,#gayagenda will destabil😇ize both wh🤣😇ite & bl😁😊ack communities.societ😺al collapse is in😆 in😆evit😆able b
sadly this is what the older jewish sect wants . a black on white race war,1.0,sad😁ly this is what the old😂er jew😆😸ish sect wa🤣😸nts . a bl😹😃ack on white race war
you ppl who think the white race rules r very funny bc you are not all white lol lol lol,1.0,you p😆😊pl who th😂😄ink the wh😄😇ite ra😆😇ce rules r very funny bc you are not all white lol lol lol
cuckservative faggots think that trump wants a police state . we already have a police state  and it was built by liberals and cuckservatives,1.0,cuckservat😊ive fag😁😹gots th😸😂ink that tr🤣😄ump wa😺😸nts a police state . we already have a police state and it was built by liberals and cuckservatives
: white pill time : richard spencer helps to lead torchlight procession in support of white southern h,1.0,: wh🤣😇ite pill ti😆😇me : richard spenc😆er helps to lead torchlight proces😁sion in😆 sup😄😂port of white southern h
who doesn't love the kkk,1.0,who doesn't lo😸😂ve the kkk
as my wife is black  i can say black folk are some of most racist people i know  especially older black women ( they hate me ),1.0,as my wife is bl😁😄ack i can s😆😸ay bl😄🤣ack folk are some of most rac🤣😸😹ist peo😂😄ple i know especial🤣ly old😺er black women ( they hate me )
this domino dude comes across as a piece of white trash .,1.0,this domino dude comes across as a piece of wh😺😊ite tr😆😇ash .
yes white supremacy you numbskull  don't try to deny it,1.0,yes wh😆🤣ite supr😊😺emacy you numbskull don't try to deny it
the fbi dir coney is a joke he loves to call white ppl racist but not a peep on muslims or black who are,1.0,the fbi dir coney is a joke he loves to ca😄😂ll wh😹🤣ite p😺😄pl rac🤣😆😻ist but not a peep on muslims or black who are
only liars and white knight faggots,1.0,on😂😹😹ly liars and white knight faggots
only white people conquered the amerindians & founded the united states of america . take your low iq anti-white racism away from us  period .,1.0,on😺😸😃ly wh😃😁ite peo😹😹ple conquered the amerindians & founded the un😃ited states of ame😃🤣rica . ta😹🤣ke your low iq anti😆-white rac😇ism away from us period .
the white europeans r righteously angry . vote #trump2016 cause white anger here will b more devastating than imaginable .,1.0,the wh😹😂ite europeans r righteous😹ly angry . vote #trump2016 cause wh😁😁ite ang😻er here will b more devastating than im😺agin😺able .
let him whine for his illegals money,1.0,l😺😆et him whine for his il🤣legals money
blacks are 1/6 white population . shoot someone at random 5/6 chance they are white .,1.0,bla😄😁cks are 1/6 wh😇😸ite popula😁tion . shoot someone at random 5/6 chance they are wh😹😺ite .
alt-right is anti-zionism ( jews ) and white genocide,1.0,alt-right is anti😻-zion🤣ism ( je🤣😇ws ) and white genocide
why does islam have to be forced on people ? kill people who renounce it ? kill those of other faiths ?,1.0,why does is😄😆lam ha😹😺ve to be forced on peo😂😆ple ? ki😺😸ll people who renounce it ? kill those of oth😹er faiths ?
vote support your local racist contact show support for a wall you this is 4you,1.0,vote sup😊😻port your loc😹al rac😺😁🤣ist contact show sup🤣😺port for a wall you this is 4you
the media only cares when thugs who happen to be black get hurt.innocent whites having their skulls c,1.0,the me😹😻dia on😺😹😁ly cares when thugs who happen to be bl😇😃ack get hurt.innocent whites having their skulls c
liberal scientists developing methods to make white people less resistant to non-white invasion #swrm,1.0,libe😂😻r😆al scientists developing methods to ma😻😃ke white people 😊less resistant to non😂-white in😆va🤣sion #swrm
if muslims are to be considered a race ( absurdly ) then by default non-muslims are a race.therefore jihad is racist .,1.0,if mus😇😆lims are to be considered a ra😸😹ce ( absurd😊ly ) then by default non😺-muslims are a race.therefore ji😄😺had is rac😻😃🤣ist .
black people in #ferguson acted exactly like we expected them to,1.0,bl😹😄ack peo😃😸ple in😻 #ferguson acted exact😆ly like we expected them to
the more white people who become fed up with leftist anti-white rhetoric the better . it's time for white ppl to love who they are again .,1.0,the more wh😸😊ite peo😁😸ple who become fed up with left😸ist anti🤣-white rhetoric the bet😻😊t😄er . it😆😃's ti😄😄me for white ppl to love who they are again .
10 % of norwegian women raped by muslim invaders  half before they were 18 via,1.0,10 % of norwegian wo😃😂men ra😺😹ped by mus😃😃lim in😃vaders half before they were 18 via
italians must be ashamed to have such politicians  white race is finished unless fuhrer intervenes .,1.0,italians mu😺😁st be ashamed to ha😊😂ve such politicians wh🤣😆ite race is finished un😻😹less fuhr😂er in😊tervenes .
if black dysfunction is an indicator of institutionalized white supremacy  it appears cities get more white supremacist as they get blacker .,1.0,if bl😻😻ack dysfunc😃tion is an in😺dicator of in🤣stitutionalized wh😆😹ite supr😊😁emacy it appears cities g😹😊et more white supremac😇ist as they get black😸er .
i hate hur white aids bitchs head,1.0,i ha😊😹te hur white aids bitchs head
the only immigration we should be having is white people .,1.0,the on😄😸😻ly im😁mig🤣🤣ra😃tion we should be having is white people .
oh  huff po ... if you only knew the hate that flows in the white american male ...,1.0,oh huff po ... if you on😁😃😺ly knew the ha😊😃te that flows in😆 the wh😄😸ite american male ...
" rt white guilt is coming into play with white players wanting to look  "" woke "" "" and black players supporting him just because he's black ! """,1.0,"rt wh😊😸ite guilt is coming in😃😂😺to play with wh😄😺ite players wanting to lo😆😊ok "" woke "" "" and bl😁😺ack players supporting him just because he's black ! """
people jews should worry more about than linda sarsour the forward,1.0,peo😇🤣ple je😺😸ws should worry more about than linda sarsour the forward
9year old white boy commits suicide after being tormented for months by racist arabs | read more : via,1.0,9year o😊😻ld wh😹😹ite boy commits suicide aft😂😊😸er being tormented for months by rac😺ist arabs | read more : via
the new crime is cww criticizing while white because obama supporters easily dismiss whites who criticize their messiah as racist !,1.0,the n😆😻ew cr😹😃ime is cww criticizing wh😆😇ile wh😄😄ite because obama supporters easi😸ly dis😻miss whites who critic😆ize their messiah as rac😇ist !
moscow ? or pakistan ? .. #wr #whiteresistance #whitegenocide,1.0,moscow ? or pakistan ? .. #wr #whiteresistance #whiteg😊😸enocide
punisher cuck for sure . he is more coherent & knows what he is doing yet still does it . cuck knight is,1.0,punish😊er cu😇😊ck for su😹😹re . he is more coherent & knows what he is doing y😻😹et st😹😁ill does it . cuck knight is
new black panther leader says he's gonna hunt down and kill white people via,1.0,n😆😇ew bl😺😻ack panth😻er lead😹er says he's gonna hunt down and kill white people via
are you against the preservation of white majorities ? how does the perpetuation of a race negatively impact you ?,1.0,are you aga🤣😺inst the preserva🤣tion of wh😺😺ite majorities ? how does the perpetua😆tion of a ra😄😄ce negative😂ly im😹pact you ?
your religion was founded by a white man,1.0,your religion was founded by a wh😄😁ite man
my friends in india sent me this . muslims slaughtering buddhist .,1.0,my friends in😸 in😄dia sent me this . mus🤣😇lims slaughtering buddh😸ist .
normal white person > its okay to be white clown world response > youre fired and banned from any traditional employment opportunities for the rest of your life,1.0,norm😆al wh😆😻ite per😸😇son > i😸😸ts okay to be wh😹😻ite clown wo😇😻rld response > youre fired and banned from any tradition😇al employ😄ment opportunities for the rest of your life
hi man heil hitler  dont you think is worse that inyour country now even the rrpublicans are jews,1.0,hi m😺😻an heil hit🤣🤣l😆er do😸😹nt you think is worse that in😁your country now even the rrpublicans are jews
fact : 90 % of all interracial crime in usa is black on white #swrm via,1.0,fact : 90 % of all in😊terraci😹al cr🤣😊ime in😂 usa is bl😊😻ack on wh😺🤣ite #swrm via
" rt when will share an  "" uncomfortable truth "" "" about a race other than the white race ? or does the bbc just hate europeans ? """,1.0,"rt when will share an "" un😃comfort😺able truth "" "" about a ra😸😆ce oth😄😊😺er than the wh😃😆ite ra🤣😆ce ? or does the bbc just ha😇😻te europeans ? """
now it has that commercial where the travel show guy recommends race-mixing to eliminate white people .,1.0,n😁😄ow it h🤣😻as that commerci😂al where the travel show g😁😆uy recommends race-mixing to eliminate white people .
the white men are indeed evil pussiesblacks will never be free in white supremacist usait's,1.0,the wh😇😇ite m😹😺en are in😸deed ev😺🤣il pussiesblacks will nev😃er be free in🤣 white supremac😊ist usait's
why are white nationalist white people who resist islam labelled racist ?,1.0,why are wh😆😆ite nation😆😺al😺ist white people who res😆ist islam labelled rac😊ist ?
article 4 sec 4 of our constitution . black & white . we are being invaded .,1.0,article 4 sec 4 of our constitu😸tion . bl😆😁ack & wh😻😊ite . we are being in😹vaded .
here is advocating black genocide . and there is no white genocide . yo,1.0,here is advocating bl😂😆ack geno😁😃cide . and there is no white genocide . yo
the enemy makes it clear what they hate and its us white folks and our heritage . war has been declared on us !,1.0,the enemy ma😊😂kes it clear what they ha😻😊te and i😇😸ts us wh😹😺ite folks and our heritage . war has been declared on us !
those larping faggots are the worst with their civic nationalism and muh constitution . i just cannot stand them .,1.0,those larping fag😄😸gots are the worst with their civic nation😂😇al😊ism and muh constitu😺tion . i just cannot st😺😃and them .
obama is letting isis grow bc he wants refugees all over the white world to do away with white race . wake up libs .,1.0,ob😹😇ama is letting isis grow bc he wa😻😃nts refugees all ov🤣😆😹er the wh😆😸ite wo😃😇rld to do away with white race . wake up libs .
#fearthewalkingdead caption : look at all the black people die !,1.0,#fearthewalkingdead cap😻tion : lo🤣😻ok at all the bl😂😸ack people die !
