text,attack-before-label,text-insert
wtf i love white nationalists now,1,wtf i love wh😃🤣ite nationalists n😆😊ow
" the word  "" racist "" "" is a virus for the white mind . we found the antidote . it is referred to as the truth . """,1,"the wo😂😹rd "" rac😇😂😃ist "" "" is a virus for the wh😇😊ite mind . we found the anti😆dote . it is referred to as the tr😸😆uth . """
obama has zero concern for middle class white america he is more dangerous to america than any terrorist,1,ob😊😁ama h😁😆as zero concern for middle cl😇😃ass wh🤣😂ite america he is more dang🤣erous to america than any terr😆orist
it's funny how many triggered liberals there are in the comments . anti-white buffoons .,1,it😹😺's fu😺😂nny how many triggered liberals there are in the comments . anti-😃white buffoons .
" rt : . stupid screed . jihad terror isn't a race .  "" white "" "" jihadis as evil """,1,"rt : . stupid screed . ji😇😇had terror isn't a ra😇😂ce . "" wh😂😆ite "" "" jihadis as evil """
white south africans trapped like frogs in boiling water anti-white racial violence escalates #swrm #whitegenocide,1,wh😄😺ite so😂😄uth afri😁😆cans trapped li😆😹ke frogs in boiling wa😂ter anti-😃white rac😺ial violence escalates #swrm #whitegenocide
: only in the land of the ... cough ... free ! ! lol wake up white man ! white students suspended for wearing white to school ...,1,: on😹😂ly in the land of the ... cough ... free ! ! lol wa🤣😹ke up wh😺🤣ite m😹😆an ! wh😹😻ite students suspended for wearing wh😆😂ite to school ...
america you can't coexist with people who want to kill you ! #rt #stopislam #stopjihad #nosharia #nopc,1,ame😁😆rica you can't coe😊xist with peo😻😇ple who wa😆🤣nt to ki😊😂ll you ! #rt #stopislam #stopjihad #nosharia #nopc
cuckservatives : trump refuses to bow to political correctness on federaljudges,1,cuckservatives : tr😂😂ump refuses to bow to poli😁tical corre😃ctness on federaljudges
non-white candidate for london mayor : there are too many white men | read more :,1,non-😺white candidate for london mayor : there are too many wh😁😂ite m😸😁en | re😸😇ad more :
" what is an  "" amrcn "" "" doing with an ' isrli counter terror agt ? ' well .. once a jew always a jew .. very clannish ! ! """,1,"what is an "" amrcn "" "" doing with an ' isrli cou😊nter terror agt ? ' we😆😃ll .. once a j😺😹ew alw😄😂ays a j😹😂ew .. very clannish ! ! """
if a white is near the scene of a black stealing  whitey pays for it . bill must be paid or jail !,1,if a wh😃😻ite is near the scene of a bl😇😃ack stealing whitey pays for it . bill mu😺🤣st be paid or jail !
" the biggest lie of all is the fake jewish  "" holocaust "" "" narrative of wwii ! on the importance of exposing the holohoax """,1,"the biggest lie of all is the fake jew😁😸ish "" holocaust "" "" narr😂ative of wwii ! on the impor😻tance of exposing the holohoax """
i take pro-white perspective . thats where the battle lines are now drawn . you guys wanna re,1,i ta🤣🤣ke pro-white persp😄ective . thats where the battle lines are n😃😃ow drawn . you guys wanna re
jews want each of those girls to reject white men and use their white wombs to hatch black babies with black men .,1,je🤣😻ws wa😹😄nt each of those girls to reject wh😊😁ite m😻😹en and use their wh😆😺ite wombs to hatch black babies with black men .
would a white ethnic state make degeneracy a citizen test for admission ?,1,would a wh😄😸ite ethnic st😹😄ate ma😁😊ke degeneracy a citizen test for admi🤣ssion ?
" of all the  "" threats "" "" against jewish centers  was a single one connected to a white person ? i only recall jews & blacks """,1,"of all the "" threats "" "" aga😄😺inst jew😻😊ish centers was a single o😄😹ne connected to a wh😆😇ite per😃😊son ? i on😺😊ly recall jews & blacks """
becuz white pepo is evil,1,becuz wh😺😆ite pepo is evil
please move far away to a small  racist  white island and leave the melting pot alone,1,please move far away to a small rac😂🤣😆ist wh😄😺ite island and leave the melting pot alone
whites are not bothering anybody . people like you feel empowered by the media to demonize them . white p,1,whi😆😻tes are not bothering anybody . peo😺😸ple li😁😂ke you feel empowered by the me😊😺dia to demo😊nize them . wh😄🤣ite p
they're worse-useful idiot twits-fools that caused a massive flow of islam refug into eur th,1,they're worse-useful idiot twits-fools that caused a mas😆sive flow of is🤣😃lam refug in😺😃to eur th
well  there's nothing more stupid than a white anti-white .,1,we😺😂ll there's not😻😄hing more stupid than a wh😃🤣ite anti-😻white .
race-mixing contributes to white genocide . no doubt about it .,1,race-mixing contributes to wh😁😄ite geno😄🤣cide . no doubt about it .
: where is the media outrage ? white man was lynched and robbed by a racist black gang ! ( video ) via ...,1,: where is the me🤣😂dia outrage ? wh😻😊ite m😃😄an was lynched and robbed by a rac😆😂😁ist bl😺😁ack gang ! ( video ) via ...
family of shitskin ingrates tries to put one over white america  gullible status-whoring white via,1,fam😻ily of shitskin ingr😄ates tries to put o😄😸ne ov😂🤣er wh😁😊ite ame😂😇rica gull🤣ible status-whoring white via
jews are anti american  anti white liars and propagandists .,1,je😃😃ws are an🤣😻ti amer😂😇ican anti white liars and propagandists .
racist test for asians . tell them their daughter's seeing a black / white man and see what follows .,1,rac😊😊😇ist test for asians . tell them their daughter's seeing a bl😻😹ack / wh😻😆ite m😸😻an and s😄😻ee what follows .
do you disavow all of these ? btw there's tons for every other race too besides blacks . if you don't disavow all of these you're anti-white,1,do you dis😃avow all of these ? btw there's tons for ev😻😄ery ot😄😸😸her ra😆😊ce too besides bla😄😻cks . if you don't dis😊avow all of these you're anti-😇white
even when the criminals are white their black,1,ev😁😆en when the criminals are wh😁😊ite their black
4396 white murderers  5375 black murderers . all the while blacks are 13 % of the country's population .,1,4396 wh😃😁ite murderers 5375 bl😸😹ack murderers . all the while bla😁🤣cks are 13 % of the country's popul😸ation .
anglin has provided a platform for dehumanizing white women and his fan,1,anglin h😊😂as provided a platform for dehumanizing wh😆😃ite wo😆😄men and his fan
now more than ever the white race need to band together . the world would love our extinction . we must stand up to them,1,n😃😊ow more than ever the wh😁😸ite ra😹😂ce ne😺😸ed to band toge😆ther . the wo😇😆rld would love our extin😆ction . we mu😻😄st stand up to them
" ns might of glorified an aryan race as superior . but they weren't racist like these  "" skinheads "" "" you see today . """,1,"ns might of glorified an ar😄🤣yan ra😆😸ce as superior . but they weren't rac😊😆😸ist li😃😸ke these "" skinheads "" "" you s😄😸ee today . """
worthless cucks . they will be purged in the primaries .,1,wort😃hless cu😁😄cks . they will be purged in the primaries .
: new black panther's white genocide project : ' if they are white  kill em all ' ( video ) via,1,: n😻😸ew bl😊😄ack panther's wh😹😹ite geno😻😃cide project : ' if they are wh😂😆ite kill em all ' ( video ) via
" last year they were whining that too many  "" white "" "" people won-its only america when tokens are given their participation trophies """,1,"la😇😹st year they were whining that too many "" wh😆🤣ite "" "" peo😂😆ple won-its on😻😹ly ame😆🤣rica when tokens are given their partic🤣ipation trophies """
give me your tired  your poor  your huddled masses yearning for white women and ebt,1,give me your tired your poor your huddled masses yearning for wh😊😁ite wo😂😺men and ebt
a black state is a good idea . get them out of here . white states are good ideas  too .,1,a bl😂😄ack st😆😆ate is a go😄😻od idea . g😹😺et them o😺😹ut of here . white states are good ideas too .
hating white people isn't racist because white people are the vessels by which all evil enters the world,1,hat😻😸ing wh😹😁ite peo😃😁ple isn't rac😇🤣😃ist because white people are the vessels by which all evil enters the world
you got any of that rat jew robert spencer,1,you got any of that rat j😊😺ew robert spe😹ncer
don't quit tex ! we are all gonna get swole and save the white race together,1,don't quit tex ! we are all gonna g😁😸et swole and save the wh😄😃ite ra😂🤣ce toge😇ther
white genocide alert .. detroit : the death of white civilisation | more : via,1,wh🤣😊ite geno😆🤣cide alert .. detroit : the death of wh😆😺ite civili😆sation | more : v😄😻ia
racist black thugs shoot white baby in the face for the fun of it via,1,rac😻😺😊ist bl😺😺ack thugs shoot wh😇😂ite baby in the face for the fun of it v😊😸ia
protest obama at the white house in washington d . c . brainwashing white people and controlling us on how to live,1,protest ob😺😄ama at the wh😄😇ite house in washington d . c . brainwashing wh😁😇ite peo😇😸ple and controlling us on how to li😄😹ve
wait so is going to be a speaker on the panel about anti-semitism at a jewish school ? should be a panel of anti-semitism with how much she blames the jews and israel for the problems in the world . she shouldve joined the .,1,wait so is go😂😂ing to be a spe😇aker on the panel about anti-s😸😄emitism at a jew😄😊ish school ? should be a panel of anti-s😊😹emitism with how mu😁😄ch she blames the je😸😊ws and isr😁🤣ael for the problems in the wo😺😃rld . she shouldve joined the .
if we dont let muslims into america  theyll kill us & why would we want ppl who say they'll kill us to come here ?,1,if we dont l😹🤣et mus😂😂lims in😻😹to ame😸🤣rica theyll ki😃😄ll us & why would we wa🤣😄nt ppl who say they'll kill us to come here ?
see your point but she wasn't killed by a white policeman so bye laquesha . we have the statues and have to attack dolly parton too white .,1,s😇😂ee your point but she wasn't killed by a wh😁😆ite policeman so bye laquesha . we ha😁😺ve the statues and ha😊😂ve to attack do😄lly parton too wh😆😻ite .
block me i dare you all you are is white trash kys,1,block me i dare you all you are is wh😺😸ite tr😄😂ash kys
from wide-eyed liberal to race realist - american renaissance via thanks,1,from wide-eyed lib😇😺😂eral to ra😂😆ce rea😄list - amer😺😹ican renaissance via thanks
nope blacks are the white races misfortune . blacks and shills that hate white labor like you .,1,nope bla😄😁cks are the wh😸🤣ite races misfortune . bla🤣😻cks and shills that ha😆😹te white labor like you .
" trump's  "" make america white christian again "" "" here is the proof #kkk """,1,"trump's "" ma😃😻ke ame🤣🤣rica wh😁😸ite christian again "" "" here is the proof #kkk """
american diversity work in progress : black teens kill white girl for bicycle via,1,amer😊😇ican dive😄😂😂rsity work in progress : bl😹😺ack teens kill white girl for bicycle via
" only cucks and leftists love the censorship of the  "" free market "" "" it is the only way they stay relevant . """,1,"on😄😺ly cu😆😁cks and leftists love the censorship of the "" free market "" "" it is the on😇😇ly w😊🤣ay they stay relevant . """
bihar loves caste violence and rape by lalu's followers,1,bihar loves caste viol😸😹ence and rape by lalu's followers
where's balanced immigration ? we gonna allow male isis invasion europe is having ? ! america won't be the liberal bastion of freedom anymore .,1,where's balanced immig🤣😺😁😃ration ? we gonna allow ma😻😆le isis inva🤣😁sion eur😄😃ope is having ? ! ame😃😄rica won't be the lib😂🤣😁eral bas😻tion of freedom anymore .
new york times paul krugman gloats over demise of white america via,1,n😃😄ew york times paul krugman gloats ov😃😆er dem🤣ise of wh😄😄ite america via
black people  no one is forcing you to stay in white america  you can go anytime .,1,bl😸😁ack peo😻😸ple no o😃😁ne is forcing you to stay in wh😄😺ite america you can go anytime .
people who say ' don't kill dogs ' are animal lovers and those who say ' don't kill cows ' are communal bigots . hypocrisy unlimited .,1,peo😄😇ple who s😻😆ay ' don't ki😻😊ll dogs ' are ani😂mal lovers and those who s😃🤣ay ' don't ki😂😃ll cows ' are comm🤣unal bigots . hypocrisy unli🤣mited .
i'm not a racist at all but i mean all the numbers are saying caucaisian people are set to disappear soon so i'm for keeping the race,1,i'm not a rac😇😁😸ist at all but i mean all the numbers are saying caucaisian peo😹😃ple are set to disa😊ppear soon so i'm for keeping the ra😁😃ce
( ( ( msm ) ) ): whites are evil racist planet killers and need to stop breeding also white countries must have non-white immigration to survive,1,( ( ( msm ) ) ): whi😄😂tes are evil rac😃😊😻ist planet killers and ne😂😊ed to st😄🤣op breeding also wh😃😆ite coun🤣😹tries must have non-😊white immig😂😂ration to sur😃vive
more diversity in obama's america : white couple brutally beaten by racist negroes for no reason via,1,more dive🤣😹😺rsity in obama's ame😸😃rica : wh😺😹ite couple brut😹ally beaten by rac😺😇😻ist negroes for no reason via
they realized that it is easier to co-exist with the white super race and live off their wealth ! ! !,1,they realized that it is eas😻ier to co-e😺xist with the wh😸😊ite su😄per ra😃😺ce and li😸😆ve off their wealth ! ! !
registered dumbocrap ! cuz with isis  you already know they wanna kill you .,1,registered dumbocrap ! cuz with isis you already kn😇😆ow they wanna ki😺😄ll you .
sellout debases himself to beg for jewish money & votes,1,sellout debases himself to beg for jew🤣😁ish mo😄😊ney & votes
alternate title : dead jew generates monetary gains for living jew,1,alternate title : dead j😹😸ew generates monetary gains for living j😆😊ew
finns protest against increasing number of non-white invaders | more : via,1,finns protest aga😃😁inst incre😂asing num😺ber of non-😂white inva🤣ders | more : v😄🤣ia
it's okay they can call him a black white supremacist . so it does get blamed on white people !,1,it😹😂's okay they can call him a bl😹😸ack wh😊😻ite supre🤣macist . so it does g😺🤣et blamed on wh🤣😃ite people !
right . im questioning if this was a legit event tho - it looks like a hoax perpetrated by the jewish owned mass media tbh,1,ri😁😹ght . im questioning if this was a legit event tho - it looks li😄😃ke a hoax perpetrated by the jew😃😹ish owned mass me😄😁dia tbh
why shouldn't we be out in force and messaging on the scene immediately after each and every attack on our people by non whites ?,1,why shouldn't we be o😂😄ut in force and messaging on the scene immed😹😺iately af😹😹😹ter each and ev😂😇ery attack on our peo😹😹ple by n😂😆on whi😆😇tes ?
no it is a hate crime except that we acknowledge it and u white wash the evil islam is,1,no it is a ha😊😸te cr😄😃ime except that we acknowledge it and u wh😃😁ite wash the evil is😹😃lam is
in white power by rockwell  chapter called : nightmare  is coming true ! all out black on white war ! prepare now !,1,in wh😻😂ite po😄😹😃wer by rockwell cha🤣pter cal😺😸led : nightmare is coming tr😂😊ue ! all o🤣😻ut black on white war ! prepare now !
final solution : the 1941 plan to exterminate germans #whitegenocide #munich #prayformunich,1,fi😹nal solu😂tion : the 1941 plan to exterminate germans #whitegenocide #munich #prayformunich
white civilization is superior than monkeys,1,wh😇😸ite civili🤣zation is superior than monkeys
a jew head on white shoulders a schizophrenic society makes .,1,a j😃😻ew head on wh😆😇ite shoulders a schizophrenic society ma😁😁kes .
sorry my friend . white genocide in just inside some white supremacists or paranoiacs brain . indian  black  armenian  jews genocides were real,1,sorry my friend . wh😻🤣ite geno😁🤣cide in just ins😁ide some wh😁😂ite suprem😇😃acists or paranoiacs brain . ind😁ian bl🤣😻ack armenian jews genocides were real
" rt : white racialists rally in edmonton  alberta and london  ontario as a commemoration of  "" white pride worldwide day "" "" ... """,1,"rt : wh😄😸ite racialists ra😺lly in edmonton alberta and london ontario as a commem😂oration of "" wh😂🤣ite pride worldwide day "" "" ... """
please help us kkk,1,please he😂😸lp us kkk
will mike tell us how jewish wives are the last stand of implicit white identity ?,1,will mike tell us how jew🤣😃ish wives are the la😇😁st st😻🤣and of impl😹icit wh😺😁ite iden😻tity ?
orban : hungary is a refuge for white europeans via,1,orban : hungary is a refuge for wh😊😻ite europeans v😇😇ia
black leaders advocating genocide of white devils ; dhs official booted for advocating white genocide,1,bl😹😻ack leaders advocating geno😆😃cide of wh😂😹ite devils ; dhs offi😂cial booted for advocating wh😆😆ite genocide
we cannot overcome man if man mixes with different races who do not even have the required iq ( low iq ) to even understand nietzsche's work,1,we cannot overcome m😺😻an if m😺😹an mixes with different races who do not ev😸😆en ha😸😹ve the required iq ( low iq ) to ev😂😃en under😃stand nietzsche's work
these vulgar looking faces epitomize what is commonly referred to as white trash,1,these vulgar loo😹😺king faces epit😃omize what is comm😆only referred to as wh😁😇ite tr😊😸ash
i assume it's about how the africans freed themselves from evil whites owners . with . no . help . at . all .,1,i assume it😁😹's about how the afri😊😸cans freed thems😁😁elves from evil whi😺😁tes owners . with . no . he😁😻lp . at . all .
why i'm a white separatist - : orania : crime-free white aryan community in south africa ( video ),1,why i'm a wh😂😇ite separ😆atist - : orania : crime-free wh😻😇ite ar😊😇yan comm😄unity in so🤣😹uth africa ( video )
intrude lol ? you only believe black lives matter when they are killed by cops or whites . when thugs shoot little kids crickets !,1,int😆rude lol ? you on😃😊ly bel😊😺ieve bl😂😄ack li😊😃ves mat😆😹😹ter when they are killed by cops or whi😄😇tes . when thugs shoot little kids crickets !
no one cares what another bigoted white male of privilege has to say . #lovewins,1,no o😻😁ne cares what ano😇😇😆ther bigoted wh😃😺ite ma😊🤣le of privilege has to say . #lovewins
as it should be . all that is happening to europe today  hitler foresaw . he also knew the jewish plan to destroy whites .,1,as it should be . all that is happening to eur😹🤣ope today hit😸😁😁ler foresaw . he also knew the jew😁😻ish plan to destroy whi😊😄tes .
# we must wake up and realize whats going on against the white race . and protect our aryan women from the enemy .,1,# we mu😊😺st wa😺😹ke up and rea😄lize whats go😸😺ing on aga😇😁inst the wh😺😻ite race . and protect our aryan women from the enemy .
" #cuckservatives : trump will change america with  "" trickle-down racism "" "" = = = > via """,1,"#cuckservatives : tr😂😁ump will change ame😆😁rica with "" trickle-down rac😹ism "" "" = = = > v😃😃ia """
from its ashes a white centric nationalist party is born,1,from i😊😆ts ashes a wh😹😂ite centric natio😂nalist party is born
four adopted children  not a single one white . what kind of self-loathing and / or white savior complex causes that ?,1,four adopted chil🤣😁dren not a single o😆😻ne wh🤣😆ite . what kind of self-loathing and / or wh😹😹ite savior complex causes that ?
and here i am saddled with white evangelicals and mormons and god knows what other assorted vanilla-ass trailer trash demos that vote gop .,1,and here i am saddled with wh😸😄ite evangelicals and mormons and god knows what ot😻😹😄her assorted vanilla-ass tra😃iler tr😹😸ash demos that vote gop .
anti white ? see i knew this was a scam . stop lying to yourself  snowflake . just because you criticizeracists and bigots  doesn't mean you're anti white . coward,1,an😊🤣ti wh😄😹ite ? s😻😂ee i knew this was a scam . st😊😆op lying to yourself snowflake . just because you criticizeracists and bigots doesn't mean you're an😄😃ti wh😻😂ite . coward
santa claus is white and belongs to white people ! #nationalsocialism #nationalism,1,santa claus is wh😻😆ite and belongs to wh🤣😃ite peo😊😺ple ! #national😃socialism #natio🤣nalism
overpopulation will eventually produce misery for these people once we cant take care of them . sterilization in exchange for food perhaps ?,1,overpop😹ulation will event😺ually produce misery for these peo🤣😆ple once we cant ta😻😻ke care of them . steril😻ization in exchange for food perhaps ?
"  "" white flight . "" "" nice jew euphemism for us fleeing their invading hordes of non white pets . """,1,""" wh😄😊ite flight . "" "" nice j😇🤣ew euph😊emism for us fleeing their inva😆ding hordes of n😃😁on wh🤣😃ite pets . """
this is why white advocacy is important ... they want you dead . wake up white people  stand up for yourselves .,1,this is why wh😹😊ite advocacy is impo🤣rtant ... they wa😄😂nt you dead . wa😆😆ke up wh😂😸ite peo😁😊ple stand up for yourselves .
: wake up white america ! ! your end is coming : ; wtf ? !,1,: wa😆😻ke up wh😊😃ite ame😇😇rica ! ! your end is coming : ; wtf ? !
adolf #hitler speaking on #economics : #nazi #whitepower #whitepeople #ows #oo #occupy #banksters,1,adolf #hi😆😃😊tler speaking on #economics : #n😄🤣azi #whit😁epower #whitepeople #ows #oo #occupy #banksters
would love to see the shock on their white faces when they find they have no non white friends !,1,would love to s😻😇ee the shock on their wh😇😹ite faces when they find they ha😻😃ve no n😆😄on wh🤣😁ite friends !
you sound violent and anti-white .,1,you sound violent and anti-😻white .
the nation wrecking race afflicting white lands : #withjewswelose #endjewishtyranny,1,the nat😂😸ion wrecking ra😊😆ce afflicting wh😊😆ite lands : #withjewswelose #endjewishtyranny
extinction of america's white population speeds up #swrm #whitepride via,1,extin😆ction of america's wh😹😁ite popul😹ation speeds up #s😄🤣wrm #whitepride v😺😹ia
rt : black on white murders grow more sadistic in south africa ( video ) via,1,rt : bl😄😹ack on wh😹😃ite murders grow more sadistic in so🤣😹uth afr😂😇ica ( video ) via
what you call white supremacy is actually white competency,1,what you call wh😇🤣ite supr😃😸emacy is actu😆ally white competency
jews mock white people all the time so i know they have a sense of humor . they should love this . too funny :),1,je😺🤣ws mock wh😁😻ite peo🤣😇ple all the ti😁😆me so i kn😻😻ow they ha😁😆ve a sense of humor . they should love this . too funny :)
just search twitter with ' white people '  you'd be surprised on how many anti-white non-whites there are . #diversity,1,just search twi😄tter with ' wh😹😆ite peo😺😇ple ' you'd be surprised on how many anti-😄white non-w😄hites there are . #dive😇😄😄rsity
i genuinely feel the family's pain . and agree with tweet . no immigrants  no accidents . how dare these immigrants bring their accidents here ?,1,i genu🤣inely feel the family's pain . and agree with tweet . no immig😂rants no accidents . how dare these immig😊rants bring their accidents here ?
most of the sheriffs are members of white extremists groups,1,most of the sheriffs are members of wh🤣😄ite extremists groups
good read for whites who don't exist but need to pay muh everything,1,go😃😂od re😂😂ad for whi🤣😺tes who don't exist but need to pay muh everything
the origins of jewish neoconservatism #withjewswelose,1,the origins of jew😹😸ish neocons😸ervatism #withje🤣😂wswelose
" ' holocaust ' debate / comments / news yet another fake  "" antisemitic ' effort by a racist supremacist jew : here ... """,1,"' holocaust ' debate / comments / ne😄😺ws y😂😻et ano😹😻😄ther fake "" antis😁emitic ' effort by a rac😸😄😺ist supre😄macist j😃😊ew : here ... """
" throw gasoline on the flames . agitate poc . if you really want to  "" wake up normies "" "" we need more racial hatred like seen at evergreen """,1,"throw gasoline on the flames . agitate poc . if you rea😻lly wa😄😁nt to "" wa😊😁ke up normies "" "" we ne🤣😂ed more rac😂😺😇ial hat😹😸red li😇😊ke seen at evergreen """
> white people don't exist > white people stole all our sheeitchoose only one .,1,> wh😂😸ite peo😹😊ple don't exist > wh😹🤣ite peo😹😁ple stole all our sheeitchoose only one .
white supremacist society ? where ? whites are the most oppressed group in the us . #noguilt,1,wh😃😄ite supre😁macist society ? where ? whi😺😂tes are the most oppressed gr😁😁oup in the us . #noguilt
only racist if you're white  this just makes you smart .,1,on😊😂ly rac😹😃😇ist if you're wh😺😹ite this just makes you smart .
the racist muslim in the white house wants to ban white trucks now ?,1,the rac😄🤣😁ist mus😊😇lim in the wh😸😻ite house wants to ban white trucks now ?
the demokkkrats are still the party of the klan . look at their racist remarks and all white candidates for the presidency,1,the demokkkrats are still the party of the kl😸😆an . lo😺😂ok at their rac🤣😊🤣ist remarks and all wh🤣😆ite candidates for the presidency
come together white people or perish,1,co😺😻me toge😁ther wh😄😊ite people or perish
another brain dead zombie hating white people .,1,ano😇😺😇ther brain dead zombie hat😃😁ing white people .
you think white children shld have thr countries colonized and destroyed ... bc white colonialism happened ?,1,you th😆😺ink wh😂😂ite chil😹😻dren shld ha😺😆ve thr countries colonized and destroyed ... bc white colon😂ialism happened ?
" who is  "" we "" "" ? all those white people you hate ? """,1,"who is "" we "" "" ? all those wh😂😹ite peo😆😄ple you ha😄😊te ? """
definitely not on our side ! better luck next presidential election white america !,1,defin😹itely not on our side ! bet😃🤣😸ter luck next presid😇ential elec😁tion wh😺😃ite ame😊😄rica !
isn't that how it usually begins ? this hatred for infidels and belief in islamic supremacy etc .,1,isn't that how it usu😃ally begins ? this hat😺😺red for infi😄dels and belief in isl😹😃amic supr😂😄emacy etc .
your can spend more time in jail for hate speach if your are a white swede than for rape if your a muslim invader .,1,your can spend more ti😊😂me in jail for ha😇😇te speach if your are a wh😂😆ite swede than for rape if your a mus😁🤣lim inv😸😆ader .
74 % of terrorist attacks in the us come from you - us nazis and white supremacists / christi,1,74 % of terr🤣orist attacks in the us co🤣😆me from you - us nazis and wh😹😊ite suprem😃😹acists / christi
elin krantz : just another dead white liberal female raped to death by non-white invader | more : via,1,elin krantz : just ano🤣😸😊ther dead wh😊😊ite lib😁🤣😁eral female raped to death by non-😇white inv😻😁ader | more : v😇😄ia
time to start a serious discussion on disarming black people and reviving insane asylums .,1,ti😃😊me to start a ser😹ious discu😂🤣ssion on disa😂rming bl😁😁ack peo😄😁ple and reviving ins🤣ane asylums .
the league doesn't believe in cucking and disavowing other pro-white groups over associations . we have our own identity and beliefs . the difference is that we are confident in our own values and see see the pointlessness of trying to appease the media,1,the league doesn't bel😂😁ieve in cucking and disav😹owing ot😄😻😸her pro-white groups ov😂😇er associations . we ha🤣😄ve our o😂😃wn iden😄😆😇tity and beliefs . the difference is that we are confident in our o😇😇wn values and s😊😺ee s😊😃ee the pointl😊essness of trying to appease the media
" your  "" anti-islamic extremists "" "" threaten to kill no-one . muslim extremists kill people round the clock . """,1,"your "" anti-i😁slamic extremists "" "" threaten to ki😊😹ll no-one . mus😹😃lim extremists ki😊😺ll peo😂😸ple round the clock . """
if you want to get better join the aryan race,1,if you wa😸😊nt to g😹😻et bet😃😺😻ter join the aryan race
" rt :  "" black lives matter & antifa can show up with mace  acid & baseball bats "" "" .. while your far right romp u """,1,"rt : "" bl😹😆ack li😆🤣ves mat😁😂😄ter & ant😄😆ifa can show up with mace acid & baseball bats "" "" .. while your far ri😹😁ght romp u """
u can stick that hood where the sun don't shine you freaks call every white person against illegal immigration racist,1,u can stick that hood where the sun don't shine you freaks call ev😄😸ery wh😻😹ite per🤣😹son aga😃😊inst ill😹😁😄😸egal immig😄😇ration rac😆ist
yep deb black dumbocrats are loyal to the party of baby butchers . sad,1,yep deb bl😻😇ack dumbocrats are lo😄yal to the party of baby butchers . sad
: 9 year old white boy commits suicide after being tormented for months by racist arabs disgusting ! ! !,1,: 9 year old wh😻😇ite boy commits suicide af😺😁😂ter being tormented for months by rac😸🤣🤣ist arabs disgu😂sting ! ! !
"  "" : "" "" : david duke : the racial murder and rape of white women in america via "" "" """,1,""" : "" "" : david duke : the rac😺😁🤣ial mur😹😇😁der and rape of wh😺😺ite wo🤣😂men in ame😆😆rica via "" "" """
marxist socialism is supercapitalism via #withjewsyoulose,1,mar😺xist soci😃alism is superca😁pitalism v🤣😸ia #withjewsyoulose
if you check out the banned video on race and iq  at about 14 minutes they show a graph . it says that in america 16 % of blacks are as smart as the average white person .,1,if you check o😆😺ut the banned vi😺😺deo on ra😻😊ce and iq at about 14 minutes they show a graph . it says that in ame😺😺rica 16 % of bla😊😻cks are as smart as the average wh😃😊ite per😺🤣son .
when you are on your knees with your white associates do you swallow,1,when you are on your knees with your wh😆😹ite associates do you swallow
. can a jew join ? i am white  green eyes and like your white trash blond south american girls .,1,. can a j😻😺ew jo😺🤣in ? i am wh🤣😻ite green eyes and li😻😸ke your wh😂😹ite trash blond south american girls .
if you speak about islamist terrorism  you get snipped at by one muslim and 4329 white apologists . prolly cuz islamists mostly kill muslims,1,if you speak about isla😆mist terr😃orism you g😺😊et snipped at by o😻😺ne mus😄😃lim and 4329 wh😇😺ite apologists . pro😹lly cuz islamists mos😇tly ki😂😆ll muslims
" democracy is being governed by a  "" majority "" "" of wealthy jews and their non-white identity group lackeys """,1,"democracy is being governed by a "" majo😃😄😁rity "" "" of wealthy je😄😂ws and their non-😹white iden😺😺😆tity gr😄😃oup lackeys """
you live in kirkland  wa . a white suburb of a white city in a white state . your own parishioners would never live there were it 75 % black  rather than 1.8 % . you decry segregation while living in a town priced so high that you're protected from ever worrying about black neighbors .,1,you li😊😺ve in kirkland wa . a wh😹😁ite suburb of a wh😊😺ite city in a wh🤣😁ite st😹😸ate . your o😃😊wn parishioners would ne😆😸😊ver li😁😻ve there were it 75 % bl😸😃ack rat😃her than 1.8 % . you decry segre😊gation while living in a town priced so high that you're protected from ever worrying about bl😻😂ack neighbors .
: alright ted kaczynski  mail bomb your way to a white ethnostate . while o,1,: alright ted kaczynski mail bomb your w😆😹ay to a wh🤣😄ite ethnostate . while o
i don't think there are enough white players in the nba ! they must be racist ! al sharpton please call an emergency meeting !,1,i don't th😄😹ink there are enough wh😇😻ite players in the nba ! they mu😺😄st be rac😻😺🤣ist ! al sharpton please call an emergency meeting !
" rt since when was jesus  "" mixed race "" "" ? ... please stop trying to stick jesus and christianity into your criminal communist ideology . don't tell me you're like those bbc anti-white racists that depict julius caesar and achilles as black men in the name of "" "" diversity "" "" and inclusiveness """,1,"rt since when was jesus "" mixed ra😁😆ce "" "" ? ... please st😂😃op try🤣😺ing to stick jesus and christ😇ianity in😇😁to your crim😻inal comm😄unist ideology . don't tell me you're li😹😃ke those bbc anti-😹white racists that depict julius caesar and achilles as bl😁😇ack m😊😻en in the name of "" "" dive😃😺😊rsity "" "" and inclus😻😹iveness """
bangladesh : muslims attack hare krishna temple  assault devotees #islam #islamophobia #tcot,1,bangladesh : mus😇😹lims attack hare krishna temple assault devotees #is😊😺lam #islamophobia #tcot
white pride worldwide hooded sweatshirt via,1,wh😻😃ite pride worldwide hooded sweatshirt v😊😻ia
it may seem unbelievable to whites in america  but there is an anti-white plan underway to replace them . look locally ; its everywhere .,1,it may seem unbeli😂😆evable to whi😊😻tes in ame😁😹rica but there is an anti-😹white plan unde😊rway to replace them . lo😊😇ok loc😺ally ; i😂😄ts everywhere .
